coverage,location,scenario,cohort,value,low,high
30,kenya,Catch-up 25-40: TTV,20_25,53415.9508,51923.2350,54908.6665
30,kenya,Catch-up 25-40: TTV,25_30,40305.5858,39686.1390,40925.0326
30,kenya,Catch-up 25-40: TTV,30_35,35059.1739,34013.6685,36104.6792
30,kenya,Catch-up 25-40: TTV,35_40,30326.4497,30287.1677,30365.7317
30,kenya,Catch-up 25-40: TTV,40_45,28026.1873,27965.7535,28086.6212
30,kenya,Catch-up 25-40: TTV,45_50,19852.5115,19761.8608,19943.1622
30,kenya,Catch-up 25-40: TTV,50_55,14504.1176,14346.9896,14661.2455
30,kenya,Catch-up 25-40: TTV,55_60,9427.6760,9409.5458,9445.8061
30,kenya,Catch-up 25-40: V,10_15,28060.1793,26854.5243,29265.8342
30,kenya,Catch-up 25-40: V,15_20,49978.7761,49894.1688,50063.3835
30,kenya,Catch-up 25-40: V,20_25,53174.2154,52986.8705,53361.5603
30,kenya,Catch-up 25-40: V,25_30,42511.4208,42151.8395,42871.0022
30,kenya,Catch-up 25-40: V,30_35,37929.7813,37512.7878,38346.7747
30,kenya,Catch-up 25-40: V,35_40,33140.4002,32795.9273,33484.8731
30,kenya,Catch-up 25-40: V,40_45,28842.0441,28829.9573,28854.1309
30,kenya,Catch-up 25-40: V,45_50,20222.6688,19926.5430,20518.7946
30,kenya,Catch-up 25-40: V,50_55,14617.4310,14593.2575,14641.6045
30,kenya,Catch-up 25-40: V,55_60,9250.1516,9150.4358,9349.8674
30,kenya,Catch-up 25-40: TT,10_15,28460.5535,28451.4885,28469.6185
30,kenya,Catch-up 25-40: TT,15_20,52569.8770,51778.1937,53361.5603
30,kenya,Catch-up 25-40: TT,20_25,57060.8666,55951.9057,58169.8275
30,kenya,Catch-up 25-40: TT,25_30,49967.4455,49831.4693,50103.4216
30,kenya,Catch-up 25-40: TT,30_35,42303.6800,40708.2267,43899.1333
30,kenya,Catch-up 25-40: TT,35_40,34333.9683,34243.3176,34424.6191
30,kenya,Catch-up 25-40: TT,40_45,28063.9584,28009.5679,28118.3489
30,kenya,Catch-up 25-40: TT,45_50,20400.1931,19998.3081,20802.0780
30,kenya,Catch-up 25-40: TT,50_55,15074.4618,15029.1364,15119.7873
30,kenya,Catch-up 25-40: TT,55_60,9544.7665,9523.6146,9565.9184
30,kenya,Catch-up 25-45: TTV,10_15,27384.0758,27015.4294,27752.7223
30,kenya,Catch-up 25-45: TTV,15_20,48343.2856,46877.7651,49808.8061
30,kenya,Catch-up 25-45: TTV,20_25,53589.6980,52103.0256,55076.3704
30,kenya,Catch-up 25-45: TTV,25_30,39017.5896,38431.3814,39603.7978
30,kenya,Catch-up 25-45: TTV,30_35,34824.9928,33948.7023,35701.2834
30,kenya,Catch-up 25-45: TTV,35_40,29597.4666,29567.2497,29627.6835
30,kenya,Catch-up 25-45: TTV,40_45,23319.9024,22661.1737,23978.6311
30,kenya,Catch-up 25-45: TTV,45_50,19289.7214,19087.2680,19492.1748
30,kenya,Catch-up 25-45: TTV,50_55,14390.8042,14354.5439,14427.0645
30,kenya,Catch-up 25-45: TTV,55_60,9473.0013,9424.6543,9521.3484
30,kenya,Catch-up 25-45: V,10_15,27690.0221,27566.1328,27813.9114
30,kenya,Catch-up 25-45: V,15_20,49922.1194,49616.9286,50227.3103
30,kenya,Catch-up 25-45: V,20_25,52233.7138,51015.9720,53451.4556
30,kenya,Catch-up 25-45: V,25_30,41891.9740,41067.0522,42716.8959
30,kenya,Catch-up 25-45: V,30_35,37669.1603,36838.1951,38500.1255
30,kenya,Catch-up 25-45: V,35_40,32800.4600,32534.5511,33066.3689
30,kenya,Catch-up 25-45: V,40_45,27202.7764,27027.5183,27378.0345
30,kenya,Catch-up 25-45: V,45_50,19886.5055,19786.7896,19986.2214
30,kenya,Catch-up 25-45: V,50_55,14655.2021,14618.9418,14691.4625
30,kenya,Catch-up 25-45: V,55_60,9284.1456,9205.5816,9362.7096
30,kenya,Catch-up 25-45: TT,10_15,29635.2361,29556.6721,29713.8002
30,kenya,Catch-up 25-45: TT,15_20,54972.1220,54138.1351,55806.1089
30,kenya,Catch-up 25-45: TT,20_25,58186.4468,57996.0802,58376.8134
30,kenya,Catch-up 25-45: TT,25_30,51187.4535,50178.2084,52196.6986
30,kenya,Catch-up 25-45: TT,30_35,41230.9795,40215.6910,42246.2680
30,kenya,Catch-up 25-45: TT,35_40,33790.0638,33632.9359,33947.1918
30,kenya,Catch-up 25-45: TT,40_45,25404.8695,25223.5680,25586.1710
30,kenya,Catch-up 25-45: TT,45_50,19282.1671,18964.8894,19599.4448
30,kenya,Catch-up 25-45: TT,50_55,14776.0699,14715.6361,14836.5036
30,kenya,Catch-up 25-45: TT,55_60,9669.4113,9615.0208,9723.8017
30,kenya,Catch-up 25-50: TTV,10_15,27731.5703,27725.5269,27737.6137
30,kenya,Catch-up 25-50: TTV,15_20,49854.1315,48974.8191,50733.4438
30,kenya,Catch-up 25-50: TTV,20_25,52709.6303,51244.1098,54175.1509
30,kenya,Catch-up 25-50: TTV,25_30,40230.0435,38728.2627,41731.8243
30,kenya,Catch-up 25-50: TTV,30_35,35180.0417,34176.8400,36183.2434
30,kenya,Catch-up 25-50: TTV,35_40,28996.9053,28341.1982,29652.6124
30,kenya,Catch-up 25-50: TTV,40_45,22624.9133,22171.6595,23078.1670
30,kenya,Catch-up 25-50: TTV,45_50,16264.2525,16203.8187,16324.6864
30,kenya,Catch-up 25-50: TTV,50_55,14009.3156,13831.0358,14187.5954
30,kenya,Catch-up 25-50: TTV,55_60,9378.5735,9363.4651,9393.6819
30,kenya,Catch-up 25-50: V,10_15,27508.7206,26913.4473,28103.9939
30,kenya,Catch-up 25-50: V,15_20,50265.8370,48833.5551,51698.1189
30,kenya,Catch-up 25-50: V,20_25,53162.8840,51395.1943,54930.5738
30,kenya,Catch-up 25-50: V,25_30,42575.6318,41421.3456,43729.9181
30,kenya,Catch-up 25-50: V,30_35,37990.2150,36594.1934,39386.2367
30,kenya,Catch-up 25-50: V,35_40,32539.8390,32174.2143,32905.4637
30,kenya,Catch-up 25-50: V,40_45,26560.6668,26500.2330,26621.1006
30,kenya,Catch-up 25-50: V,45_50,18889.3473,18807.7616,18970.9330
30,kenya,Catch-up 25-50: V,50_55,14942.2629,14924.1327,14960.3930
30,kenya,Catch-up 25-50: V,55_60,9518.3267,9512.2833,9524.3701
30,kenya,Catch-up 25-50: TT,10_15,29283.9645,28712.8648,29855.0643
30,kenya,Catch-up 25-50: TT,15_20,53635.0234,52837.2968,54432.7500
30,kenya,Catch-up 25-50: TT,20_25,57642.5422,56648.4056,58636.6789
30,kenya,Catch-up 25-50: TT,25_30,51142.1281,50978.9567,51305.2994
30,kenya,Catch-up 25-50: TT,30_35,42284.7944,42191.1220,42378.4668
30,kenya,Catch-up 25-50: TT,35_40,34843.8788,34484.2974,35203.4602
30,kenya,Catch-up 25-50: TT,40_45,25911.0030,25524.2264,26297.7795
30,kenya,Catch-up 25-50: TT,45_50,17518.2545,17203.9986,17832.5105
30,kenya,Catch-up 25-50: TT,50_55,14742.0757,14515.4488,14968.7026
30,kenya,Catch-up 25-50: TT,55_60,9582.5376,9537.2123,9627.8630
30,kenya,Catch-up 25-55: TTV,10_15,26809.9543,26114.9653,27504.9434
30,kenya,Catch-up 25-55: TTV,15_20,50647.3255,50475.0891,50819.5620
30,kenya,Catch-up 25-55: TTV,20_25,53242.2035,52160.4377,54323.9692
30,kenya,Catch-up 25-55: TTV,25_30,40169.6097,40148.4578,40190.7615
30,kenya,Catch-up 25-55: TTV,30_35,34681.4624,34258.4256,35104.4993
30,kenya,Catch-up 25-55: TTV,35_40,29302.8515,29266.5912,29339.1118
30,kenya,Catch-up 25-55: TTV,40_45,22987.5163,22848.5185,23126.5142
30,kenya,Catch-up 25-55: TTV,45_50,15380.4078,15362.2776,15398.5380
30,kenya,Catch-up 25-55: TTV,50_55,11493.7573,11321.5209,11665.9937
30,kenya,Catch-up 25-55: TTV,55_60,9174.6093,9141.3707,9207.8478
30,kenya,Catch-up 25-55: V,10_15,27788.2270,27470.9493,28105.5046
30,kenya,Catch-up 25-55: V,15_20,50745.5305,50017.3028,51473.7582
30,kenya,Catch-up 25-55: V,20_25,53057.1248,52026.7279,54087.5218
30,kenya,Catch-up 25-55: V,25_30,43002.4458,42328.6085,43676.2832
30,kenya,Catch-up 25-55: V,30_35,38647.4329,37686.5349,39608.3309
30,kenya,Catch-up 25-55: V,35_40,32842.0082,32343.4290,33340.5873
30,kenya,Catch-up 25-55: V,40_45,26545.5585,26309.8665,26781.2504
30,kenya,Catch-up 25-55: V,45_50,18881.7931,18812.2942,18951.2920
30,kenya,Catch-up 25-55: V,50_55,14205.7256,13948.8818,14462.5694
30,kenya,Catch-up 25-55: V,55_60,9431.4531,9349.8674,9513.0387
30,kenya,Catch-up 25-55: TT,10_15,28860.9277,28809.5589,28912.2964
30,kenya,Catch-up 25-55: TT,15_20,55009.8932,54157.7761,55862.0103
30,kenya,Catch-up 25-55: TT,20_25,58741.6827,57357.7478,60125.6176
30,kenya,Catch-up 25-55: TT,25_30,50352.7111,49606.3532,51099.0690
30,kenya,Catch-up 25-55: TT,30_35,42148.8183,41777.1502,42520.4865
30,kenya,Catch-up 25-55: TT,35_40,34383.0708,33932.8387,34833.3029
30,kenya,Catch-up 25-55: TT,40_45,25351.9900,24995.4303,25708.5496
30,kenya,Catch-up 25-55: TT,45_50,17114.1032,16790.7822,17437.4243
30,kenya,Catch-up 25-55: TT,50_55,12003.6677,11816.3228,12191.0126
30,kenya,Catch-up 25-55: TT,55_60,9185.9406,9137.5936,9234.2877
30,kenya,Catch-up 25-60: TTV,10_15,27504.9435,27269.2516,27740.6354
30,kenya,Catch-up 25-60: TTV,15_20,50624.6629,50579.3375,50669.9883
30,kenya,Catch-up 25-60: TTV,20_25,53914.5299,53848.0526,53981.0071
30,kenya,Catch-up 25-60: TTV,25_30,39002.4812,38784.9194,39220.0430
30,kenya,Catch-up 25-60: TTV,30_35,35047.8426,33691.1030,36404.5822
30,kenya,Catch-up 25-60: TTV,35_40,30035.6118,29364.7962,30706.4274
30,kenya,Catch-up 25-60: TTV,40_45,23183.9262,22954.2777,23413.5748
30,kenya,Catch-up 25-60: TTV,45_50,15746.7878,15574.5514,15919.0243
30,kenya,Catch-up 25-60: TTV,50_55,11542.8598,11397.8186,11687.9010
30,kenya,Catch-up 25-60: TTV,55_60,7274.7208,7196.1568,7353.2847
30,kenya,Catch-up 25-60: V,10_15,26741.9663,25956.3265,27527.6061
30,kenya,Catch-up 25-60: V,15_20,48309.2915,47106.6581,49511.9248
30,kenya,Catch-up 25-60: V,20_25,54632.1818,54275.6221,54988.7414
30,kenya,Catch-up 25-60: V,25_30,43232.8498,42580.1644,43885.5352
30,kenya,Catch-up 25-60: V,30_35,38420.8061,37834.5979,39007.0143
30,kenya,Catch-up 25-60: V,35_40,33034.6410,32811.0359,33258.2462
30,kenya,Catch-up 25-60: V,40_45,26349.1484,26300.8013,26397.4956
30,kenya,Catch-up 25-60: V,45_50,18757.1483,18678.5843,18835.7122
30,kenya,Catch-up 25-60: V,50_55,14345.4788,14164.1773,14526.7803
30,kenya,Catch-up 25-60: V,55_60,9272.8143,9221.4456,9324.1831
30,kenya,Catch-up 25-60: TT,10_15,28626.7466,28249.0351,29004.4580
30,kenya,Catch-up 25-60: TT,15_20,53083.5646,52769.3086,53397.8207
30,kenya,Catch-up 25-60: TT,20_25,57215.7283,56937.7326,57493.7240
30,kenya,Catch-up 25-60: TT,25_30,50870.1759,50700.9611,51039.3906
30,kenya,Catch-up 25-60: TT,30_35,41914.6372,40841.9366,42987.3378
30,kenya,Catch-up 25-60: TT,35_40,34466.1673,34130.7595,34801.5751
30,kenya,Catch-up 25-60: TT,40_45,25601.2796,25190.3296,26012.2296
30,kenya,Catch-up 25-60: TT,45_50,16834.5968,16746.9678,16922.2258
30,kenya,Catch-up 25-60: TT,50_55,12011.2219,11926.6146,12095.8293
30,kenya,Catch-up 25-60: TT,55_60,7550.4501,7547.4284,7553.4718
30,kenya,Catch-up 30-35: TTV,10_15,28188.6012,27804.8463,28572.3560
30,kenya,Catch-up 30-35: TTV,15_20,52603.8710,52322.8537,52884.8883
30,kenya,Catch-up 30-35: TTV,20_25,56860.6795,56008.5624,57712.7966
30,kenya,Catch-up 30-35: TTV,25_30,50103.4216,49816.3608,50390.4823
30,kenya,Catch-up 30-35: TTV,30_35,36736.2129,36234.6120,37237.8138
30,kenya,Catch-up 30-35: TTV,35_40,37400.9856,37177.3804,37624.5908
30,kenya,Catch-up 30-35: TTV,40_45,28649.4113,28573.8690,28724.9536
30,kenya,Catch-up 30-35: TTV,45_50,19727.8668,19652.3245,19803.4091
30,kenya,Catch-up 30-35: TTV,50_55,14885.6062,14677.1095,15094.1029
30,kenya,Catch-up 30-35: TTV,55_60,9533.4351,9515.3050,9551.5653
30,kenya,Catch-up 30-35: V,10_15,28517.2102,27471.7048,29562.7155
30,kenya,Catch-up 30-35: V,15_20,53423.5050,53272.4204,53574.5896
30,kenya,Catch-up 30-35: V,20_25,56724.7033,55763.8052,57685.6013
30,kenya,Catch-up 30-35: V,25_30,50552.8983,50220.5121,50885.2844
30,kenya,Catch-up 30-35: V,30_35,39270.6569,38288.6071,40252.7068
30,kenya,Catch-up 30-35: V,35_40,37129.0334,37104.8599,37153.2069
30,kenya,Catch-up 30-35: V,40_45,29253.7496,29129.8602,29377.6390
30,kenya,Catch-up 30-35: V,45_50,19860.0657,19551.8531,20168.2783
30,kenya,Catch-up 30-35: V,50_55,14658.9793,14535.0898,14782.8687
30,kenya,Catch-up 30-35: V,55_60,9378.5735,9351.3783,9405.7687
30,kenya,Catch-up 30-35: TT,10_15,29820.3148,29635.9916,30004.6380
30,kenya,Catch-up 30-35: TT,15_20,55058.9956,54657.1106,55460.8806
30,kenya,Catch-up 30-35: TT,20_25,60637.7942,60529.0133,60746.5752
30,kenya,Catch-up 30-35: TT,25_30,52826.7213,52373.4675,53279.9751
30,kenya,Catch-up 30-35: TT,30_35,41672.9019,40847.9799,42497.8238
30,kenya,Catch-up 30-35: TT,35_40,37876.9020,37701.6439,38052.1602
30,kenya,Catch-up 30-35: TT,40_45,29208.4242,28945.5370,29471.3114
30,kenya,Catch-up 30-35: TT,45_50,20132.0180,19775.4584,20488.5775
30,kenya,Catch-up 30-35: TT,50_55,14828.9494,14822.9060,14834.9928
30,kenya,Catch-up 30-35: TT,55_60,9480.5555,9462.4254,9498.6857
30,kenya,Catch-up 30-40: TTV,10_15,28419.0052,27760.2764,29077.7341
30,kenya,Catch-up 30-40: TTV,15_20,50639.7713,48418.8278,52860.7148
30,kenya,Catch-up 30-40: TTV,20_25,56709.5948,54358.7186,59060.4711
30,kenya,Catch-up 30-40: TTV,25_30,48694.5578,47745.7466,49643.3690
30,kenya,Catch-up 30-40: TTV,30_35,35493.5421,34608.1865,36378.8978
30,kenya,Catch-up 30-40: TTV,35_40,29956.2924,29904.9237,30007.6611
30,kenya,Catch-up 30-40: TTV,40_45,28332.1336,27809.3810,28854.8863
30,kenya,Catch-up 30-40: TTV,45_50,20014.9274,19788.3004,20241.5543
30,kenya,Catch-up 30-40: TTV,50_55,14477.6778,14444.4392,14510.9164
30,kenya,Catch-up 30-40: TTV,55_60,9250.1516,9222.9564,9277.3468
30,kenya,Catch-up 30-40: V,10_15,29975.1764,29896.6124,30053.7404
30,kenya,Catch-up 30-40: V,15_20,53465.0531,51268.2832,55661.8231
30,kenya,Catch-up 30-40: V,20_25,58790.7851,57790.6051,59790.9651
30,kenya,Catch-up 30-40: V,25_30,51406.5262,50723.6238,52089.4286
30,kenya,Catch-up 30-40: V,30_35,39180.0062,38173.7828,40186.2296
30,kenya,Catch-up 30-40: V,35_40,33642.7565,33331.5223,33953.9907
30,kenya,Catch-up 30-40: V,40_45,28887.3695,28790.6754,28984.0635
30,kenya,Catch-up 30-40: V,45_50,19946.9393,19931.8308,19962.0478
30,kenya,Catch-up 30-40: V,50_55,14575.8828,14536.6008,14615.1647
30,kenya,Catch-up 30-40: V,55_60,9601.4232,9510.7725,9692.0739
30,kenya,Catch-up 30-40: TT,10_15,29163.0968,28791.4287,29534.7649
30,kenya,Catch-up 30-40: TT,15_20,54379.1149,54351.9197,54406.3102
30,kenya,Catch-up 30-40: TT,20_25,58515.0557,57596.4614,59433.6500
30,kenya,Catch-up 30-40: TT,25_30,52611.4258,51792.5472,53430.3043
30,kenya,Catch-up 30-40: TT,30_35,42318.7885,41406.2375,43231.3394
30,kenya,Catch-up 30-40: TT,35_40,34111.1186,33860.3182,34361.9190
30,kenya,Catch-up 30-40: TT,40_45,28471.8868,28248.2816,28695.4920
30,kenya,Catch-up 30-40: TT,45_50,20464.4041,20367.7100,20561.0982
30,kenya,Catch-up 30-40: TT,50_55,14946.0400,14797.9771,15094.1029
30,kenya,Catch-up 30-40: TT,55_60,9416.3446,9352.8891,9479.8002
30,kenya,Catch-up 30-45: TTV,10_15,28215.0411,27840.3513,28589.7309
30,kenya,Catch-up 30-45: TTV,15_20,52951.3656,52525.3071,53377.4241
30,kenya,Catch-up 30-45: TTV,20_25,57234.6138,57201.3752,57267.8524
30,kenya,Catch-up 30-45: TTV,25_30,50005.2165,49379.7263,50630.7068
30,kenya,Catch-up 30-45: TTV,30_35,34957.1919,34247.0943,35667.2895
30,kenya,Catch-up 30-45: TTV,35_40,28966.6884,28909.2763,29024.1005
30,kenya,Catch-up 30-45: TTV,40_45,22957.2994,22576.5663,23338.0326
30,kenya,Catch-up 30-45: TTV,45_50,19070.6487,18922.5859,19218.7116
30,kenya,Catch-up 30-45: TTV,50_55,14507.8947,14238.9642,14776.8253
30,kenya,Catch-up 30-45: TTV,55_60,9412.5675,9352.1337,9473.0013
30,kenya,Catch-up 30-45: V,10_15,28524.7645,27884.1659,29165.3630
30,kenya,Catch-up 30-45: V,15_20,51376.3086,50542.3217,52210.2956
30,kenya,Catch-up 30-45: V,20_25,56297.8894,56041.0455,56554.7332
30,kenya,Catch-up 30-45: V,25_30,50447.1390,49691.7161,51202.5620
30,kenya,Catch-up 30-45: V,30_35,37344.3285,36604.0140,38084.6430
30,kenya,Catch-up 30-45: V,35_40,33231.0509,32989.3156,33472.7863
30,kenya,Catch-up 30-45: V,40_45,26541.7813,26417.8918,26665.6707
30,kenya,Catch-up 30-45: V,45_50,19588.1135,19582.0702,19594.1569
30,kenya,Catch-up 30-45: V,50_55,14587.2141,14339.4354,14834.9929
30,kenya,Catch-up 30-45: V,55_60,9627.8630,9594.6244,9661.1016
30,kenya,Catch-up 30-45: TT,10_15,28562.5355,28375.1907,28749.8804
30,kenya,Catch-up 30-45: TT,15_20,53888.0901,53437.8580,54338.3221
30,kenya,Catch-up 30-45: TT,20_25,57563.2229,57242.9236,57883.5221
30,kenya,Catch-up 30-45: TT,25_30,54284.6876,52477.7159,56091.6594
30,kenya,Catch-up 30-45: TT,30_35,42190.3666,40697.6508,43683.0823
30,kenya,Catch-up 30-45: TT,35_40,34383.0708,33618.5828,35147.5589
30,kenya,Catch-up 30-45: TT,40_45,25446.4179,25050.5762,25842.2596
30,kenya,Catch-up 30-45: TT,45_50,19584.3363,18940.7160,20227.9567
30,kenya,Catch-up 30-45: TT,50_55,14689.1963,14625.7408,14752.6517
30,kenya,Catch-up 30-45: TT,55_60,9439.0073,9381.5952,9496.4194
30,kenya,Catch-up 30-50: TTV,10_15,28354.7943,27795.7813,28913.8072
30,kenya,Catch-up 30-50: TTV,15_20,51191.2300,50493.2193,51889.2408
30,kenya,Catch-up 30-50: TTV,20_25,54960.7907,54577.0359,55344.5455
30,kenya,Catch-up 30-50: TTV,25_30,49359.3299,49135.7248,49582.9351
30,kenya,Catch-up 30-50: TTV,30_35,36029.8924,35223.1007,36836.6841
30,kenya,Catch-up 30-50: TTV,35_40,30084.7144,29888.3044,30281.1244
30,kenya,Catch-up 30-50: TTV,40_45,22968.6307,22240.4030,23696.8584
30,kenya,Catch-up 30-50: TTV,45_50,16366.2346,15976.4363,16756.0329
30,kenya,Catch-up 30-50: TTV,50_55,14345.4788,14140.0038,14550.9538
30,kenya,Catch-up 30-50: TTV,55_60,9272.8143,9179.1419,9366.4868
30,kenya,Catch-up 30-50: V,10_15,27278.3167,27048.6681,27507.9652
30,kenya,Catch-up 30-50: V,15_20,50711.5365,50318.7166,51104.3565
30,kenya,Catch-up 30-50: V,20_25,55213.8574,54174.3954,56253.3194
30,kenya,Catch-up 30-50: V,25_30,49525.5230,48250.3691,50800.6770
30,kenya,Catch-up 30-50: V,30_35,38586.9992,37257.4548,39916.5436
30,kenya,Catch-up 30-50: V,35_40,33049.7495,32590.4523,33509.0466
30,kenya,Catch-up 30-50: V,40_45,26522.8957,26075.6853,26970.1061
30,kenya,Catch-up 30-50: V,45_50,19104.6429,18911.2545,19298.0312
30,kenya,Catch-up 30-50: V,50_55,14541.8888,14294.1101,14789.6675
30,kenya,Catch-up 30-50: V,55_60,9450.3387,9414.0784,9486.5990
30,kenya,Catch-up 30-50: TT,10_15,28513.4332,28039.0275,28987.8389
30,kenya,Catch-up 30-50: TT,15_20,53804.9936,52974.0283,54635.9588
30,kenya,Catch-up 30-50: TT,20_25,58858.7731,57997.5908,59719.9554
30,kenya,Catch-up 30-50: TT,25_30,53378.1801,52501.8895,54254.4707
30,kenya,Catch-up 30-50: TT,30_35,42613.4035,41017.9502,44208.8568
30,kenya,Catch-up 30-50: TT,35_40,34537.9326,33595.1647,35480.7004
30,kenya,Catch-up 30-50: TT,40_45,25729.7015,25342.9249,26116.4780
30,kenya,Catch-up 30-50: TT,45_50,17234.9709,16730.3485,17739.5934
30,kenya,Catch-up 30-50: TT,50_55,14405.9126,14266.9148,14544.9104
30,kenya,Catch-up 30-50: TT,55_60,9506.9954,9479.8001,9534.1906
30,kenya,Catch-up 30-55: TTV,10_15,28996.9038,28963.6652,29030.1424
30,kenya,Catch-up 30-55: TTV,15_20,53461.2761,52077.3413,54845.2110
30,kenya,Catch-up 30-55: TTV,20_25,57691.6447,56489.0114,58894.2781
30,kenya,Catch-up 30-55: TTV,25_30,48974.0642,48569.1575,49378.9710
30,kenya,Catch-up 30-55: TTV,30_35,35028.9570,34485.0524,35572.8616
30,kenya,Catch-up 30-55: TTV,35_40,29178.2068,28740.0615,29616.3521
30,kenya,Catch-up 30-55: TTV,40_45,22628.6904,22154.2848,23103.0960
30,kenya,Catch-up 30-55: TTV,45_50,15810.9988,15696.1745,15925.8231
30,kenya,Catch-up 30-55: TTV,50_55,11414.4379,11390.2643,11438.6114
30,kenya,Catch-up 30-55: TTV,55_60,8944.2053,8841.4678,9046.9429
30,kenya,Catch-up 30-55: V,10_15,28989.3495,28218.8181,29759.8809
30,kenya,Catch-up 30-55: V,15_20,51984.4242,50089.8235,53879.0249
30,kenya,Catch-up 30-55: V,20_25,57948.4886,57193.0656,58703.9115
30,kenya,Catch-up 30-55: V,25_30,51516.0626,50709.2708,52322.8543
30,kenya,Catch-up 30-55: V,30_35,39531.2779,38957.1564,40105.3994
30,kenya,Catch-up 30-55: V,35_40,32857.1166,32709.0537,33005.1795
30,kenya,Catch-up 30-55: V,40_45,26877.9444,26515.3414,27240.5474
30,kenya,Catch-up 30-55: V,45_50,18689.1602,18592.4661,18785.8543
30,kenya,Catch-up 30-55: V,50_55,14375.6957,14285.0450,14466.3465
30,kenya,Catch-up 30-55: V,55_60,9439.0073,9411.8121,9466.2025
30,kenya,Catch-up 30-55: TT,10_15,29661.6758,29302.0945,30021.2572
30,kenya,Catch-up 30-55: TT,15_20,54594.4105,54358.7185,54830.1025
30,kenya,Catch-up 30-55: TT,20_25,58586.8209,58366.2374,58807.4044
30,kenya,Catch-up 30-55: TT,25_30,52800.2814,52277.5288,53323.0340
30,kenya,Catch-up 30-55: TT,30_35,41257.4193,40299.5429,42215.2956
30,kenya,Catch-up 30-55: TT,35_40,33842.9435,33631.4251,34054.4619
30,kenya,Catch-up 30-55: TT,40_45,25623.9423,25273.4260,25974.4585
30,kenya,Catch-up 30-55: TT,45_50,17182.0914,16816.4667,17547.7160
30,kenya,Catch-up 30-55: TT,50_55,12211.4090,11948.5218,12474.2961
30,kenya,Catch-up 30-55: TT,55_60,9012.1933,8975.9330,9048.4537
30,kenya,Catch-up 30-60: TTV,10_15,28286.8062,27606.9256,28966.6869
30,kenya,Catch-up 30-60: TTV,15_20,53336.6312,52928.7029,53744.5595
30,kenya,Catch-up 30-60: TTV,20_25,57370.5899,57186.2667,57554.9131
30,kenya,Catch-up 30-60: TTV,25_30,50001.4395,49753.6607,50249.2182
30,kenya,Catch-up 30-60: TTV,30_35,36316.9531,35618.9423,37014.9640
30,kenya,Catch-up 30-60: TTV,35_40,29816.5392,29629.1943,30003.8841
30,kenya,Catch-up 30-60: TTV,40_45,22979.9621,22653.6194,23306.3047
30,kenya,Catch-up 30-60: TTV,45_50,15977.1918,15807.9771,16146.4066
30,kenya,Catch-up 30-60: TTV,50_55,11644.8418,11363.8245,11925.8592
30,kenya,Catch-up 30-60: TTV,55_60,7354.0402,7284.5413,7423.5390
30,kenya,Catch-up 30-60: V,10_15,27807.1126,26985.2125,28629.0128
30,kenya,Catch-up 30-60: V,15_20,51822.0082,51018.2383,52625.7782
30,kenya,Catch-up 30-60: V,20_25,56618.9442,55126.2284,58111.6599
30,kenya,Catch-up 30-60: V,25_30,49419.7637,49371.4167,49468.1108
30,kenya,Catch-up 30-60: V,30_35,38145.0768,37350.3718,38939.7818
30,kenya,Catch-up 30-60: V,35_40,33578.5456,33240.1161,33916.9750
30,kenya,Catch-up 30-60: V,40_45,26315.1544,25828.6620,26801.6468
30,kenya,Catch-up 30-60: V,45_50,18912.0100,18794.1641,19029.8559
30,kenya,Catch-up 30-60: V,50_55,14288.8221,13953.4143,14624.2299
30,kenya,Catch-up 30-60: V,55_60,9325.6939,9250.1516,9401.2361
30,kenya,Catch-up 30-60: TT,10_15,29725.8869,29701.7134,29750.0604
30,kenya,Catch-up 30-60: TT,15_20,55546.2435,55280.3346,55812.1523
30,kenya,Catch-up 30-60: TT,20_25,59674.6300,59454.0464,59895.2135
30,kenya,Catch-up 30-60: TT,25_30,52592.5402,51994.2452,53190.8352
30,kenya,Catch-up 30-60: TT,30_35,41933.5227,40640.2386,43226.8068
30,kenya,Catch-up 30-60: TT,35_40,34670.1315,33881.4700,35458.7931
30,kenya,Catch-up 30-60: TT,40_45,25563.5084,25478.9010,25648.1159
30,kenya,Catch-up 30-60: TT,45_50,17325.6217,17280.2963,17370.9471
30,kenya,Catch-up 30-60: TT,50_55,12509.8009,12388.9333,12630.6686
30,kenya,Catch-up 30-60: TT,55_60,7561.7815,7513.4344,7610.1285
30,kenya,Catch-up 35-40: TTV,10_15,29000.6808,28728.7285,29272.6331
30,kenya,Catch-up 35-40: TTV,15_20,52743.6242,52350.8043,53136.4442
30,kenya,Catch-up 35-40: TTV,20_25,58564.1583,57195.3319,59932.9847
30,kenya,Catch-up 35-40: TTV,25_30,52339.4735,52185.3672,52493.5798
30,kenya,Catch-up 35-40: TTV,30_35,42658.7289,41806.6118,43510.8460
30,kenya,Catch-up 35-40: TTV,35_40,30137.5939,29880.7501,30394.4377
30,kenya,Catch-up 35-40: TTV,40_45,28570.0918,28255.8359,28884.3478
30,kenya,Catch-up 35-40: TTV,45_50,20335.9822,20118.4203,20553.5440
30,kenya,Catch-up 35-40: TTV,50_55,14810.0638,14619.6972,15000.4304
30,kenya,Catch-up 35-40: TTV,55_60,9578.7605,9566.6738,9590.8473
30,kenya,Catch-up 35-40: V,10_15,29616.3505,29401.8104,29830.8906
30,kenya,Catch-up 35-40: V,15_20,53922.0841,53317.7457,54526.4225
