coverage,location,scenario,cohort,value,low,high
50,kenya,Catch-up 25-60: V,40_45,24585.2360,24074.5701,25095.9019
50,kenya,Catch-up 25-60: V,45_50,17926.1831,17672.3610,18180.0052
50,kenya,Catch-up 25-60: V,50_55,14024.4241,13761.5369,14287.3113
50,kenya,Catch-up 25-60: V,55_60,9329.4710,9317.3842,9341.5578
50,kenya,Catch-up 25-60: TT,10_15,28626.7466,28436.3799,28817.1132
50,kenya,Catch-up 25-60: TT,15_20,54133.6025,53867.6937,54399.5113
50,kenya,Catch-up 25-60: TT,20_25,56932.4446,56065.2191,57799.6702
50,kenya,Catch-up 25-60: TT,25_30,48403.7199,48267.7437,48539.6960
50,kenya,Catch-up 25-60: TT,30_35,39104.4637,38738.8390,39470.0884
50,kenya,Catch-up 25-60: TT,35_40,31353.8247,31175.5449,31532.1045
50,kenya,Catch-up 25-60: TT,40_45,22734.4494,22477.6056,22991.2932
50,kenya,Catch-up 25-60: TT,45_50,15429.5100,15323.7508,15535.2692
50,kenya,Catch-up 25-60: TT,50_55,10541.9243,10266.9503,10816.8982
50,kenya,Catch-up 25-60: TT,55_60,6360.6591,6348.5724,6372.7459
50,kenya,Catch-up 30-35: TTV,10_15,27807.1126,27178.6007,28435.6244
50,kenya,Catch-up 30-35: TTV,15_20,51047.6997,48560.8473,53534.5521
50,kenya,Catch-up 30-35: TTV,20_25,56558.5103,54890.5364,58226.4842
50,kenya,Catch-up 30-35: TTV,25_30,48483.0393,47346.8831,49619.1954
50,kenya,Catch-up 30-35: TTV,30_35,31104.5348,30255.4393,31953.6302
50,kenya,Catch-up 30-35: TTV,35_40,35788.1576,35664.2682,35912.0470
50,kenya,Catch-up 30-35: TTV,40_45,28267.9227,28237.7058,28298.1396
50,kenya,Catch-up 30-35: TTV,45_50,19856.2886,19611.5315,20101.0457
50,kenya,Catch-up 30-35: TTV,50_55,14538.1116,14075.7928,15000.4305
50,kenya,Catch-up 30-35: TTV,55_60,9374.7964,9211.6251,9537.9677
50,kenya,Catch-up 30-35: V,10_15,28264.1435,27402.9614,29125.3256
50,kenya,Catch-up 30-35: V,15_20,51754.0202,50859.5994,52648.4410
50,kenya,Catch-up 30-35: V,20_25,56796.4685,55385.3384,58207.5986
50,kenya,Catch-up 30-35: V,25_30,50828.6276,50311.9183,51345.3369
50,kenya,Catch-up 30-35: V,30_35,36116.7662,35639.3389,36594.1935
50,kenya,Catch-up 30-35: V,35_40,36796.6473,36548.8686,37044.4260
50,kenya,Catch-up 30-35: V,40_45,28283.0312,27902.2980,28663.7643
50,kenya,Catch-up 30-35: V,45_50,19969.6020,19694.6281,20244.5760
50,kenya,Catch-up 30-35: V,50_55,14681.6420,14424.7982,14938.4858
50,kenya,Catch-up 30-35: V,55_60,9352.1337,9340.0469,9364.2205
50,kenya,Catch-up 30-35: TT,10_15,29457.7117,29321.7356,29593.6879
50,kenya,Catch-up 30-35: TT,15_20,53045.7934,52139.2859,53952.3010
50,kenya,Catch-up 30-35: TT,20_25,57642.5423,57004.9653,58280.1193
50,kenya,Catch-up 30-35: TT,25_30,52195.9432,51884.7089,52507.1774
50,kenya,Catch-up 30-35: TT,30_35,40917.4788,40896.3270,40938.6307
50,kenya,Catch-up 30-35: TT,35_40,36826.8641,36566.9987,37086.7296
50,kenya,Catch-up 30-35: TT,40_45,28596.5316,28520.9893,28672.0739
50,kenya,Catch-up 30-35: TT,45_50,19878.9513,19301.8082,20456.0944
50,kenya,Catch-up 30-35: TT,50_55,14538.1116,14523.0033,14553.2200
50,kenya,Catch-up 30-35: TT,55_60,9627.8630,9564.4075,9691.3185
50,kenya,Catch-up 30-40: TTV,10_15,27765.5643,27067.5534,28463.5751
50,kenya,Catch-up 30-40: TTV,15_20,50360.2648,48399.1868,52321.3428
50,kenya,Catch-up 30-40: TTV,20_25,55459.3698,53002.7344,57916.0051
50,kenya,Catch-up 30-40: TTV,25_30,46885.3197,45788.4456,47982.1938
50,kenya,Catch-up 30-40: TTV,30_35,28585.1992,27902.2969,29268.1016
50,kenya,Catch-up 30-40: TTV,35_40,25544.6224,25281.7352,25807.5096
50,kenya,Catch-up 30-40: TTV,40_45,27750.4579,27680.9590,27819.9569
50,kenya,Catch-up 30-40: TTV,45_50,19659.8787,19554.1194,19765.6379
50,kenya,Catch-up 30-40: TTV,50_55,14489.0092,14223.1003,14754.9180
50,kenya,Catch-up 30-40: TTV,55_60,9193.4949,9036.3669,9350.6228
50,kenya,Catch-up 30-40: V,10_15,27659.8051,27481.5254,27838.0849
50,kenya,Catch-up 30-40: V,15_20,50926.8320,50555.1640,51298.5001
50,kenya,Catch-up 30-40: V,20_25,55685.9968,55580.2376,55791.7560
50,kenya,Catch-up 30-40: V,25_30,48788.9856,48320.6233,49257.3478
50,kenya,Catch-up 30-40: V,30_35,34568.1491,33746.2489,35390.0492
50,kenya,Catch-up 30-40: V,35_40,31025.2161,30988.9557,31061.4764
50,kenya,Catch-up 30-40: V,40_45,28502.1038,28308.7155,28695.4920
50,kenya,Catch-up 30-40: V,45_50,19742.9751,19679.5196,19806.4307
50,kenya,Catch-up 30-40: V,50_55,14813.8410,14638.5828,14989.0991
50,kenya,Catch-up 30-40: V,55_60,9363.4650,9318.1397,9408.7904
50,kenya,Catch-up 30-40: TT,10_15,29850.5317,29043.7400,30657.3234
50,kenya,Catch-up 30-40: TT,15_20,54035.3975,53140.9767,54929.8183
50,kenya,Catch-up 30-40: TT,20_25,57872.9462,55721.5016,60024.3907
50,kenya,Catch-up 30-40: TT,25_30,50824.8505,49440.9156,52208.7854
50,kenya,Catch-up 30-40: TT,30_35,40264.0380,39212.4893,41315.5868
50,kenya,Catch-up 30-40: TT,35_40,32230.1154,31532.1046,32928.1262
50,kenya,Catch-up 30-40: TT,40_45,27652.2529,26785.0273,28519.4785
50,kenya,Catch-up 30-40: TT,45_50,19841.1801,19511.8157,20170.5446
50,kenya,Catch-up 30-40: TT,50_55,14636.3166,14476.1670,14796.4662
50,kenya,Catch-up 30-40: TT,55_60,9540.9894,9371.7747,9710.2041
50,kenya,Catch-up 30-45: TTV,10_15,27433.1783,26294.0005,28572.3560
50,kenya,Catch-up 30-45: TTV,15_20,51198.7843,50410.1227,51987.4459
50,kenya,Catch-up 30-45: TTV,20_25,56252.5640,54744.7397,57760.3883
50,kenya,Catch-up 30-45: TTV,25_30,48256.4124,47210.9070,49301.9178
50,kenya,Catch-up 30-45: TTV,30_35,28199.9335,27541.2046,28858.6624
50,kenya,Catch-up 30-45: TTV,35_40,24014.8910,23863.8063,24165.9756
50,kenya,Catch-up 30-45: TTV,40_45,19482.3539,19427.9634,19536.7443
50,kenya,Catch-up 30-45: TTV,45_50,18507.8587,18368.8609,18646.8565
50,kenya,Catch-up 30-45: TTV,50_55,14783.6241,14741.3204,14825.9278
50,kenya,Catch-up 30-45: TTV,55_60,9393.6820,9257.7059,9529.6580
50,kenya,Catch-up 30-45: V,10_15,27814.6668,27343.2829,28286.0508
50,kenya,Catch-up 30-45: V,15_20,50583.1146,49199.1798,51967.0495
50,kenya,Catch-up 30-45: V,20_25,55674.6654,54568.7262,56780.6046
50,kenya,Catch-up 30-45: V,25_30,48392.3886,47630.9223,49153.8549
50,kenya,Catch-up 30-45: V,30_35,34658.7999,33782.5093,35535.0906
50,kenya,Catch-up 30-45: V,35_40,30485.0886,30318.8956,30651.2817
50,kenya,Catch-up 30-45: V,40_45,25291.5564,25249.2527,25333.8601
50,kenya,Catch-up 30-45: V,45_50,20241.5543,20214.3590,20268.7496
50,kenya,Catch-up 30-45: V,50_55,14832.7266,14745.0975,14920.3557
50,kenya,Catch-up 30-45: V,55_60,9465.4471,9350.6228,9580.2714
50,kenya,Catch-up 30-45: TT,10_15,29767.4351,29432.0274,30102.8429
50,kenya,Catch-up 30-45: TT,15_20,54360.2294,53931.1492,54789.3096
50,kenya,Catch-up 30-45: TT,20_25,58915.4299,58486.3497,59344.5102
50,kenya,Catch-up 30-45: TT,25_30,52804.0586,52139.2864,53468.8309
50,kenya,Catch-up 30-45: TT,30_35,41200.7625,40674.9881,41726.5368
50,kenya,Catch-up 30-45: TT,35_40,32441.6338,32378.1783,32505.0894
50,kenya,Catch-up 30-45: TT,40_45,23221.6972,22877.2244,23566.1701
50,kenya,Catch-up 30-45: TT,45_50,19195.2935,18766.2133,19624.3737
50,kenya,Catch-up 30-45: TT,50_55,14953.5941,14859.9217,15047.2666
50,kenya,Catch-up 30-45: TT,55_60,9529.6580,9448.0723,9611.2437
50,kenya,Catch-up 30-50: TTV,10_15,27803.3355,27745.9234,27860.7476
50,kenya,Catch-up 30-50: TTV,15_20,49321.5582,49025.4324,49617.6840
50,kenya,Catch-up 30-50: TTV,20_25,53982.5179,53970.4311,53994.6048
50,kenya,Catch-up 30-50: TTV,25_30,47168.6033,46975.2151,47361.9916
50,kenya,Catch-up 30-50: TTV,30_35,28403.8978,28029.2080,28778.5876
50,kenya,Catch-up 30-50: TTV,35_40,24079.1019,23810.1713,24348.0325
50,kenya,Catch-up 30-50: TTV,40_45,19165.0762,19116.7292,19213.4233
50,kenya,Catch-up 30-50: TTV,45_50,13423.8623,13405.7322,13441.9925
50,kenya,Catch-up 30-50: TTV,50_55,14016.8698,13935.2841,14098.4555
50,kenya,Catch-up 30-50: TTV,55_60,9435.2302,9356.6662,9513.7942
50,kenya,Catch-up 30-50: V,10_15,28377.4570,28132.6999,28622.2140
50,kenya,Catch-up 30-50: V,15_20,50809.7414,50187.2729,51432.2099
50,kenya,Catch-up 30-50: V,20_25,56350.7690,55278.0683,57423.4696
50,kenya,Catch-up 30-50: V,25_30,47973.1288,47329.5085,48616.7492
50,kenya,Catch-up 30-50: V,30_35,33933.5939,33045.2165,34821.9713
50,kenya,Catch-up 30-50: V,35_40,30655.0588,30244.1087,31066.0088
50,kenya,Catch-up 30-50: V,40_45,25046.0439,24740.8531,25351.2348
50,kenya,Catch-up 30-50: V,45_50,18099.9304,18027.4098,18172.4510
50,kenya,Catch-up 30-50: V,50_55,14368.1415,14319.7944,14416.4885
50,kenya,Catch-up 30-50: V,55_60,9529.6581,9399.7254,9659.5908
50,kenya,Catch-up 30-50: TT,10_15,28683.4033,28224.1061,29142.7004
50,kenya,Catch-up 30-50: TT,15_20,54832.3687,54557.3948,55107.3426
50,kenya,Catch-up 30-50: TT,20_25,59398.9006,58794.5622,60003.2389
50,kenya,Catch-up 30-50: TT,25_30,52724.7392,52177.8130,53271.6655
50,kenya,Catch-up 30-50: TT,30_35,40362.2430,38990.3949,41734.0911
50,kenya,Catch-up 30-50: TT,35_40,31818.4099,31800.2797,31836.5401
50,kenya,Catch-up 30-50: TT,40_45,22998.8475,22874.9581,23122.7368
50,kenya,Catch-up 30-50: TT,45_50,15040.4672,14623.4738,15457.4607
50,kenya,Catch-up 30-50: TT,50_55,14107.5205,13874.8503,14340.1907
50,kenya,Catch-up 30-50: TT,55_60,9457.8929,9397.4591,9518.3267
50,kenya,Catch-up 30-55: TTV,10_15,28128.1674,27798.8030,28457.5317
50,kenya,Catch-up 30-55: TTV,15_20,50877.7295,50454.6927,51300.7664
50,kenya,Catch-up 30-55: TTV,20_25,55364.9420,54839.1676,55890.7164
50,kenya,Catch-up 30-55: TTV,25_30,47531.2063,46697.2194,48365.1933
50,kenya,Catch-up 30-55: TTV,30_35,28566.3136,27819.9557,29312.6715
50,kenya,Catch-up 30-55: TTV,35_40,24585.2353,24310.2613,24860.2092
50,kenya,Catch-up 30-55: TTV,40_45,19153.7449,18993.5952,19313.8945
50,kenya,Catch-up 30-55: TTV,45_50,13208.5669,12891.2893,13525.8445
50,kenya,Catch-up 30-55: TTV,50_55,9574.9832,9451.0938,9698.8726
50,kenya,Catch-up 30-55: TTV,55_60,8751.5725,8603.5096,8899.6353
50,kenya,Catch-up 30-55: V,10_15,29234.8620,28606.3501,29863.3739
50,kenya,Catch-up 30-55: V,15_20,52063.7435,50613.3315,53514.1556
50,kenya,Catch-up 30-55: V,20_25,54496.2056,52985.3597,56007.0515
50,kenya,Catch-up 30-55: V,25_30,48720.9973,48548.7610,48893.2336
50,kenya,Catch-up 30-55: V,30_35,33888.2685,33338.3206,34438.2164
50,kenya,Catch-up 30-55: V,35_40,29858.0876,29486.4195,30229.7557
50,kenya,Catch-up 30-55: V,40_45,24683.4410,24638.1156,24728.7664
50,kenya,Catch-up 30-55: V,45_50,18020.6110,17709.3768,18331.8453
50,kenya,Catch-up 30-55: V,50_55,13971.5445,13835.5684,14107.5206
50,kenya,Catch-up 30-55: V,55_60,9442.7844,9430.6976,9454.8712
50,kenya,Catch-up 30-55: TT,10_15,29567.2481,28147.0529,30987.4433
50,kenya,Catch-up 30-55: TT,15_20,52909.8173,51048.4551,54771.1795
50,kenya,Catch-up 30-55: TT,20_25,57842.7293,57087.3064,58598.1523
50,kenya,Catch-up 30-55: TT,25_30,52339.4735,51846.9376,52832.0093
50,kenya,Catch-up 30-55: TT,30_35,38783.4091,37629.1228,39937.6953
50,kenya,Catch-up 30-55: TT,35_40,31784.4158,31455.0514,32113.7803
50,kenya,Catch-up 30-55: TT,40_45,22606.0276,22488.1816,22723.8736
50,kenya,Catch-up 30-55: TT,45_50,15304.8653,15147.7374,15461.9933
50,kenya,Catch-up 30-55: TT,50_55,10394.6169,10316.0528,10473.1809
50,kenya,Catch-up 30-55: TT,55_60,8653.3675,8595.9554,8710.7797
50,kenya,Catch-up 30-60: TTV,10_15,26908.1594,26714.7711,27101.5477
50,kenya,Catch-up 30-60: TTV,15_20,50484.9096,49264.1461,51705.6731
50,kenya,Catch-up 30-60: TTV,20_25,55750.2078,55514.5158,55985.8997
50,kenya,Catch-up 30-60: TTV,25_30,48214.8642,48048.6711,48381.0572
50,kenya,Catch-up 30-60: TTV,30_35,29178.2063,28425.8051,29930.6076
50,kenya,Catch-up 30-60: TTV,35_40,24800.5308,24498.3616,25102.7000
50,kenya,Catch-up 30-60: TTV,40_45,18866.6841,18658.1874,19075.1808
50,kenya,Catch-up 30-60: TTV,45_50,13019.7111,12780.9975,13258.4248
50,kenya,Catch-up 30-60: TTV,50_55,9786.5015,9541.7445,10031.2585
50,kenya,Catch-up 30-60: TTV,55_60,6202.0203,6195.9769,6208.0637
50,kenya,Catch-up 30-60: V,10_15,27263.2081,27245.0780,27281.3383
50,kenya,Catch-up 30-60: V,15_20,50760.6390,49984.0642,51537.2138
50,kenya,Catch-up 30-60: V,20_25,56003.2744,54688.8385,57317.7104
50,kenya,Catch-up 30-60: V,25_30,49076.0463,48396.1656,49755.9270
50,kenya,Catch-up 30-60: V,30_35,34685.2397,33950.9686,35419.5108
50,kenya,Catch-up 30-60: V,35_40,30911.9025,30658.0804,31165.7247
50,kenya,Catch-up 30-60: V,40_45,24823.1942,24792.9773,24853.4111
50,kenya,Catch-up 30-60: V,45_50,18303.8946,17886.9011,18720.8881
50,kenya,Catch-up 30-60: V,50_55,13899.7793,13821.2154,13978.3433
50,kenya,Catch-up 30-60: V,55_60,9193.4949,9169.3214,9217.6684
50,kenya,Catch-up 30-60: TT,10_15,28781.6082,27754.2331,29808.9834
50,kenya,Catch-up 30-60: TT,15_20,52917.3715,52053.1676,53781.5753
50,kenya,Catch-up 30-60: TT,20_25,58851.2189,57603.2601,60099.1777
50,kenya,Catch-up 30-60: TT,25_30,50975.9351,50154.0349,51797.8353
50,kenya,Catch-up 30-60: TT,30_35,39300.8738,39140.7241,39461.0234
50,kenya,Catch-up 30-60: TT,35_40,31799.5243,31143.8171,32455.2315
50,kenya,Catch-up 30-60: TT,40_45,23236.8057,22904.4196,23569.1918
50,kenya,Catch-up 30-60: TT,45_50,15369.0762,15360.0111,15378.1413
50,kenya,Catch-up 30-60: TT,50_55,10481.4904,10418.0349,10544.9460
50,kenya,Catch-up 30-60: TT,55_60,6477.7496,6420.3375,6535.1618
50,kenya,Catch-up 35-40: TTV,10_15,28532.3187,27341.7721,29722.8652
50,kenya,Catch-up 35-40: TTV,15_20,52177.0570,50563.4736,53790.6404
50,kenya,Catch-up 35-40: TTV,20_25,57687.8676,56905.2494,58470.4858
50,kenya,Catch-up 35-40: TTV,25_30,52992.9145,52696.7887,53289.0403
50,kenya,Catch-up 35-40: TTV,30_35,41525.5945,40951.4730,42099.7160
50,kenya,Catch-up 35-40: TTV,35_40,25457.7487,25409.4017,25506.0958
50,kenya,Catch-up 35-40: TTV,40_45,27538.9395,27421.0935,27656.7855
50,kenya,Catch-up 35-40: TTV,45_50,20026.2588,19941.6514,20110.8661
50,kenya,Catch-up 35-40: TTV,50_55,14787.4012,14760.2059,14814.5964
50,kenya,Catch-up 35-40: TTV,55_60,9420.1217,9401.9916,9438.2519
50,kenya,Catch-up 35-40: V,10_15,27999.7455,26673.2228,29326.2682
50,kenya,Catch-up 35-40: V,15_20,53110.0044,51928.5229,54291.4859
50,kenya,Catch-up 35-40: V,20_25,56989.1014,56838.0168,57140.1860
50,kenya,Catch-up 35-40: V,25_30,51323.4296,51293.2127,51353.6466
50,kenya,Catch-up 35-40: V,30_35,42934.4583,42037.0158,43831.9008
50,kenya,Catch-up 35-40: V,35_40,31871.2897,31768.5522,31974.0272
50,kenya,Catch-up 35-40: V,40_45,28369.9047,28276.2323,28463.5772
50,kenya,Catch-up 35-40: V,45_50,20139.5722,19855.5332,20423.6112
50,kenya,Catch-up 35-40: V,50_55,14919.6002,14901.4700,14937.7304
50,kenya,Catch-up 35-40: V,55_60,9578.7605,9476.0230,9681.4980
50,kenya,Catch-up 35-40: TT,10_15,29129.1027,28131.9445,30126.2610
50,kenya,Catch-up 35-40: TT,15_20,52728.5158,51864.3119,53592.7197
50,kenya,Catch-up 35-40: TT,20_25,57959.8199,57485.4142,58434.2255
50,kenya,Catch-up 35-40: TT,25_30,52996.6915,52788.1948,53205.1883
50,kenya,Catch-up 35-40: TT,30_35,44573.7260,43132.3790,46015.0731
50,kenya,Catch-up 35-40: TT,35_40,32143.2417,31563.0769,32723.4066
50,kenya,Catch-up 35-40: TT,40_45,27992.1933,27946.8680,28037.5187
50,kenya,Catch-up 35-40: TT,45_50,19652.3245,19600.9557,19703.6932
50,kenya,Catch-up 35-40: TT,50_55,14791.1783,14628.0069,14954.3496
50,kenya,Catch-up 35-40: TT,55_60,9571.2063,9414.0784,9728.3343
50,kenya,Catch-up 35-45: TTV,10_15,28551.2042,27986.1479,29116.2605
50,kenya,Catch-up 35-45: TTV,15_20,52029.7496,51519.0837,52540.4154
50,kenya,Catch-up 35-45: TTV,20_25,57155.2944,57028.3834,57282.2055
50,kenya,Catch-up 35-45: TTV,25_30,51187.4536,51078.6727,51296.2345
50,kenya,Catch-up 35-45: TTV,30_35,41578.4740,39916.5435,43240.4045
50,kenya,Catch-up 35-45: TTV,35_40,24237.7407,23678.7278,24796.7537
50,kenya,Catch-up 35-45: TTV,40_45,19474.7996,19196.8040,19752.7952
50,kenya,Catch-up 35-45: TTV,45_50,18575.8468,18152.8100,18998.8837
50,kenya,Catch-up 35-45: TTV,50_55,14730.7445,14531.3128,14930.1761
50,kenya,Catch-up 35-45: TTV,55_60,9635.4172,9620.3088,9650.5257
50,kenya,Catch-up 35-45: V,10_15,27512.4977,27252.6322,27772.3631
50,kenya,Catch-up 35-45: V,15_20,52569.8770,52400.6622,52739.0918
50,kenya,Catch-up 35-45: V,20_25,57253.4994,55936.0418,58570.9570
50,kenya,Catch-up 35-45: V,25_30,52044.8586,51709.4508,52380.2664
50,kenya,Catch-up 35-45: V,30_35,42730.4941,40920.5006,44540.4875
50,kenya,Catch-up 35-45: V,35_40,31002.5533,30736.6444,31268.4622
50,kenya,Catch-up 35-45: V,40_45,25567.2858,25201.6610,25932.9105
50,kenya,Catch-up 35-45: V,45_50,19365.2637,18963.3787,19767.1488
50,kenya,Catch-up 35-45: V,50_55,14447.4609,14377.9620,14516.9598
50,kenya,Catch-up 35-45: V,55_60,9522.1038,9440.5181,9603.6894
50,kenya,Catch-up 35-45: TT,10_15,29393.5008,28378.2123,30408.7892
50,kenya,Catch-up 35-45: TT,15_20,54749.2722,54147.9555,55350.5889
50,kenya,Catch-up 35-45: TT,20_25,59293.1414,58809.6707,59776.6121
50,kenya,Catch-up 35-45: TT,25_30,52214.8287,52051.6574,52378.0001
50,kenya,Catch-up 35-45: TT,30_35,44373.5389,43297.8166,45449.2613
50,kenya,Catch-up 35-45: TT,35_40,31705.0964,31511.7081,31898.4847
50,kenya,Catch-up 35-45: TT,40_45,22447.3887,22009.2434,22885.5340
50,kenya,Catch-up 35-45: TT,45_50,18836.4676,18343.9319,19329.0034
50,kenya,Catch-up 35-45: TT,50_55,14281.2679,14072.7711,14489.7646
50,kenya,Catch-up 35-45: TT,55_60,9540.9894,9359.6879,9722.2908
50,kenya,Catch-up 35-50: TTV,10_15,28683.4032,28568.5789,28798.2275
50,kenya,Catch-up 35-50: TTV,15_20,51923.9903,51358.9340,52489.0466
50,kenya,Catch-up 35-50: TTV,20_25,56853.1253,56291.0905,57415.1600
50,kenya,Catch-up 35-50: TTV,25_30,51221.4476,50934.3868,51508.5083
50,kenya,Catch-up 35-50: TTV,30_35,40456.6709,39655.9226,41257.4192
50,kenya,Catch-up 35-50: TTV,35_40,24392.6023,24168.9972,24616.2075
50,kenya,Catch-up 35-50: TTV,40_45,19055.5399,18961.8674,19149.2124
50,kenya,Catch-up 35-50: TTV,45_50,13336.9888,13225.1862,13448.7914
50,kenya,Catch-up 35-50: TTV,50_55,13922.4419,13813.6610,14031.2228
50,kenya,Catch-up 35-50: TTV,55_60,9382.3506,9315.8734,9448.8278
50,kenya,Catch-up 35-50: V,10_15,28936.4699,28510.4113,29362.5285
50,kenya,Catch-up 35-50: V,15_20,51742.6888,51564.4090,51920.9686
50,kenya,Catch-up 35-50: V,20_25,57563.2228,56306.1990,58820.2466
50,kenya,Catch-up 35-50: V,25_30,52724.7392,52189.8998,53259.5787
50,kenya,Catch-up 35-50: V,30_35,43606.7847,41972.0494,45241.5200
50,kenya,Catch-up 35-50: V,35_40,30390.6607,30342.3136,30439.0078
50,kenya,Catch-up 35-50: V,40_45,25030.9354,25003.7402,25058.1306
50,kenya,Catch-up 35-50: V,45_50,18379.4368,18379.4368,18379.4368
50,kenya,Catch-up 35-50: V,50_55,14670.3106,14634.0503,14706.5708
50,kenya,Catch-up 35-50: V,55_60,9620.3088,9581.0268,9659.5908
50,kenya,Catch-up 35-50: TT,10_15,28513.4331,27936.2900,29090.5762
50,kenya,Catch-up 35-50: TT,15_20,53023.1307,51651.2826,54394.9788
50,kenya,Catch-up 35-50: TT,20_25,60267.6368,59421.5630,61113.7106
50,kenya,Catch-up 35-50: TT,25_30,53363.0716,53115.2929,53610.8503
50,kenya,Catch-up 35-50: TT,30_35,45317.8177,44000.3600,46635.2753
50,kenya,Catch-up 35-50: TT,35_40,31708.8736,31657.5048,31760.2423
50,kenya,Catch-up 35-50: TT,40_45,23002.6246,22990.5379,23014.7113
50,kenya,Catch-up 35-50: TT,45_50,15195.3289,15035.1793,15355.4786
50,kenya,Catch-up 35-50: TT,50_55,13461.6340,13316.5928,13606.6752
50,kenya,Catch-up 35-50: TT,55_60,9571.2063,9432.2085,9710.2041
50,kenya,Catch-up 35-55: TTV,10_15,28471.8848,28381.2340,28562.5356
50,kenya,Catch-up 35-55: TTV,15_20,52728.5158,51973.0928,53483.9388
50,kenya,Catch-up 35-55: TTV,20_25,58141.1213,57890.3210,58391.9217
50,kenya,Catch-up 35-55: TTV,25_30,52558.5462,52537.3943,52579.6980
50,kenya,Catch-up 35-55: TTV,30_35,43213.9647,41011.1513,45416.7781
50,kenya,Catch-up 35-55: TTV,35_40,25208.4592,25105.7216,25311.1967
50,kenya,Catch-up 35-55: TTV,40_45,19153.7449,19017.7688,19289.7210
50,kenya,Catch-up 35-55: TTV,45_50,13223.6753,13148.1329,13299.2176
50,kenya,Catch-up 35-55: TTV,50_55,9669.4109,9445.8058,9893.0161
50,kenya,Catch-up 35-55: TTV,55_60,8498.5058,8389.7249,8607.2867
50,kenya,Catch-up 35-55: V,10_15,28192.3783,27358.3914,29026.3652
50,kenya,Catch-up 35-55: V,15_20,53959.8552,53663.7293,54255.9810
50,kenya,Catch-up 35-55: V,20_25,57706.7532,56981.5471,58431.9592
50,kenya,Catch-up 35-55: V,25_30,51259.2187,50107.9541,52410.4833
50,kenya,Catch-up 35-55: V,30_35,43225.2961,42753.9122,43696.6800
50,kenya,Catch-up 35-55: V,35_40,31040.3244,30985.9340,31094.7149
50,kenya,Catch-up 35-55: V,40_45,25189.5743,24956.9040,25422.2446
50,kenya,Catch-up 35-55: V,45_50,17948.8458,17682.9369,18214.7547
50,kenya,Catch-up 35-55: V,50_55,14084.8579,13918.6649,14251.0509
50,kenya,Catch-up 35-55: V,55_60,9627.8630,9606.7111,9649.0149
50,kenya,Catch-up 35-55: TT,10_15,28358.5714,27814.6669,28902.4758
50,kenya,Catch-up 35-55: TT,15_20,51991.9784,50895.1043,53088.8524
50,kenya,Catch-up 35-55: TT,20_25,58870.1045,58289.9397,59450.2693
50,kenya,Catch-up 35-55: TT,25_30,53820.1025,53200.6557,54439.5494
50,kenya,Catch-up 35-55: TT,30_35,44989.2087,44448.3258,45530.0915
50,kenya,Catch-up 35-55: TT,35_40,32305.6577,32012.5536,32598.7618
50,kenya,Catch-up 35-55: TT,40_45,22896.8654,22371.0910,23422.6398
50,kenya,Catch-up 35-55: TT,45_50,15308.6424,15287.4906,15329.7942
50,kenya,Catch-up 35-55: TT,50_55,10084.8935,9921.7222,10248.0648
50,kenya,Catch-up 35-55: TT,55_60,8694.9157,8640.5253,8749.3061
50,kenya,Catch-up 35-60: TTV,10_15,28222.5952,27992.9466,28452.2438
50,kenya,Catch-up 35-60: TTV,15_20,51840.8939,50393.5035,53288.2843
50,kenya,Catch-up 35-60: TTV,20_25,57929.6030,57660.6724,58198.5336
50,kenya,Catch-up 35-60: TTV,25_30,52418.7929,52231.4480,52606.1378
50,kenya,Catch-up 35-60: TTV,30_35,41646.4620,39760.9263,43531.9978
50,kenya,Catch-up 35-60: TTV,35_40,25023.3805,25008.2721,25038.4890
50,kenya,Catch-up 35-60: TTV,40_45,19750.5290,19705.2036,19795.8543
50,kenya,Catch-up 35-60: TTV,45_50,13072.5907,12918.4845,13226.6970
50,kenya,Catch-up 35-60: TTV,50_55,9714.7364,9605.9555,9823.5173
50,kenya,Catch-up 35-60: TTV,55_60,6171.8034,6056.9792,6286.6277
50,kenya,Catch-up 35-60: V,10_15,29068.6689,28941.7578,29195.5800
50,kenya,Catch-up 35-60: V,15_20,51546.2788,50836.1812,52256.3764
50,kenya,Catch-up 35-60: V,20_25,57770.9642,57272.3850,58269.5433
50,kenya,Catch-up 35-60: V,25_30,50941.9411,50521.9259,51361.9562
50,kenya,Catch-up 35-60: V,30_35,43270.6215,42623.9794,43917.2635
50,kenya,Catch-up 35-60: V,35_40,30945.8966,30737.3999,31154.3933
50,kenya,Catch-up 35-60: V,40_45,25098.9236,24709.1254,25488.7218
50,kenya,Catch-up 35-60: V,45_50,18047.0508,17926.1831,18167.9185
50,kenya,Catch-up 35-60: V,50_55,14092.4122,13962.4794,14222.3449
50,kenya,Catch-up 35-60: V,55_60,9212.3805,9034.1007,9390.6602
50,kenya,Catch-up 35-60: TT,10_15,29061.1147,28184.8241,29937.4054
50,kenya,Catch-up 35-60: TT,15_20,51791.7913,50510.5940,53072.9886
50,kenya,Catch-up 35-60: TT,20_25,57476.3492,56868.9891,58083.7092
50,kenya,Catch-up 35-60: TT,25_30,52010.8645,51799.3461,52222.3828
50,kenya,Catch-up 35-60: TT,30_35,43757.8693,43271.3768,44244.3617
50,kenya,Catch-up 35-60: TT,35_40,32060.1453,32035.9717,32084.3188
50,kenya,Catch-up 35-60: TT,40_45,23089.4983,22790.3508,23388.6458
