location,coverage,scenario,year,metric,value,low,high
kenya,70,Catch-up to 30,2027.0000,asr_cancer_incidence,25.6828,25.5144,26.5688
kenya,70,Catch-up to 30,2028.0000,asr_cancer_incidence,25.4970,24.0921,26.6098
kenya,70,Catch-up to 30,2029.0000,asr_cancer_incidence,24.1182,23.4005,24.9649
kenya,70,Catch-up to 30,2030.0000,asr_cancer_incidence,24.8498,23.4739,25.3210
kenya,70,Catch-up to 30,2031.0000,asr_cancer_incidence,23.3586,22.5727,24.3550
kenya,70,Catch-up to 30,2032.0000,asr_cancer_incidence,24.0839,23.0843,25.0749
kenya,70,Catch-up to 30,2033.0000,asr_cancer_incidence,22.4343,22.0877,24.0550
kenya,70,Catch-up to 30,2034.0000,asr_cancer_incidence,22.6998,22.5204,23.1040
kenya,70,Catch-up to 30,2035.0000,asr_cancer_incidence,22.2128,21.2909,23.4982
kenya,70,Catch-up to 30,2036.0000,asr_cancer_incidence,22.2484,21.4571,23.2263
kenya,70,Catch-up to 30,2037.0000,asr_cancer_incidence,21.4866,20.4126,22.2154
kenya,70,Catch-up to 30,2038.0000,asr_cancer_incidence,20.0848,18.8841,20.3859
kenya,70,Catch-up to 30,2039.0000,asr_cancer_incidence,19.3732,18.7846,20.4078
kenya,70,Catch-up to 30,2040.0000,asr_cancer_incidence,18.6218,17.7306,19.2994
kenya,70,Catch-up to 30,2041.0000,asr_cancer_incidence,18.4798,17.9200,18.8694
kenya,70,Catch-up to 30,2042.0000,asr_cancer_incidence,17.1830,16.9866,18.1819
kenya,70,Catch-up to 30,2043.0000,asr_cancer_incidence,16.3273,15.2459,17.8144
kenya,70,Catch-up to 30,2044.0000,asr_cancer_incidence,14.9790,14.6159,15.6852
kenya,70,Catch-up to 30,2045.0000,asr_cancer_incidence,15.0986,14.6121,15.2943
kenya,70,Catch-up to 30,2046.0000,asr_cancer_incidence,14.4705,13.5545,15.2400
kenya,70,Catch-up to 30,2047.0000,asr_cancer_incidence,13.0447,12.3638,14.1799
kenya,70,Catch-up to 30,2048.0000,asr_cancer_incidence,13.1464,11.5731,13.7726
kenya,70,Catch-up to 30,2049.0000,asr_cancer_incidence,12.3238,12.1459,12.9403
kenya,70,Catch-up to 30,2050.0000,asr_cancer_incidence,11.4384,11.1242,12.2908
kenya,70,Catch-up to 30,2051.0000,asr_cancer_incidence,10.8835,10.5049,11.6694
kenya,70,Catch-up to 30,2052.0000,asr_cancer_incidence,10.1414,9.4296,10.5508
kenya,70,Catch-up to 30,2053.0000,asr_cancer_incidence,9.5863,9.2896,10.3658
kenya,70,Catch-up to 30,2054.0000,asr_cancer_incidence,8.7670,8.6708,9.5353
kenya,70,Catch-up to 30,2055.0000,asr_cancer_incidence,8.4023,8.0820,8.9319
kenya,70,Catch-up to 30,2056.0000,asr_cancer_incidence,7.9609,7.8143,8.2686
kenya,70,Catch-up to 30,2057.0000,asr_cancer_incidence,7.3790,7.1674,7.6828
kenya,70,Catch-up to 30,2058.0000,asr_cancer_incidence,6.8546,6.4305,7.7495
kenya,70,Catch-up to 30,2059.0000,asr_cancer_incidence,6.3778,6.1400,6.9630
kenya,70,Catch-up to 30,2060.0000,asr_cancer_incidence,6.2260,5.9476,6.3512
kenya,70,Catch-up to 30,2061.0000,asr_cancer_incidence,5.3925,5.0981,5.7410
kenya,70,Catch-up to 30,2062.0000,asr_cancer_incidence,5.5480,5.2679,5.8416
kenya,70,Catch-up to 30,2063.0000,asr_cancer_incidence,5.0973,5.0328,5.2763
kenya,70,Catch-up to 30,2064.0000,asr_cancer_incidence,4.8412,4.5143,5.0907
kenya,70,Catch-up to 30,2065.0000,asr_cancer_incidence,4.6412,4.4795,4.8640
kenya,70,Catch-up to 30,2066.0000,asr_cancer_incidence,4.1423,3.9280,4.3906
kenya,70,Catch-up to 30,2067.0000,asr_cancer_incidence,4.0059,3.7162,4.4444
kenya,70,Catch-up to 30,2068.0000,asr_cancer_incidence,3.7012,3.4937,3.9901
kenya,70,Catch-up to 30,2069.0000,asr_cancer_incidence,3.4990,3.4417,3.7156
kenya,70,Catch-up to 30,2070.0000,asr_cancer_incidence,3.4797,3.2459,4.0806
kenya,70,Catch-up to 30,2071.0000,asr_cancer_incidence,3.2729,3.0391,3.5151
kenya,70,Catch-up to 30,2072.0000,asr_cancer_incidence,3.0609,2.8070,3.4543
kenya,70,Catch-up to 30,2073.0000,asr_cancer_incidence,3.0526,2.8553,3.4418
kenya,70,Catch-up to 30,2074.0000,asr_cancer_incidence,2.8573,2.7061,3.0892
kenya,70,Catch-up to 30,2075.0000,asr_cancer_incidence,2.8834,2.5629,3.1445
kenya,70,Catch-up to 30,2076.0000,asr_cancer_incidence,2.6756,2.4754,2.9645
kenya,70,Catch-up to 30,2077.0000,asr_cancer_incidence,2.8377,2.7621,2.9097
kenya,70,Catch-up to 30,2078.0000,asr_cancer_incidence,2.8286,2.6222,2.9801
kenya,70,Catch-up to 30,2079.0000,asr_cancer_incidence,2.6710,2.5730,2.8620
kenya,70,Catch-up to 30,2080.0000,asr_cancer_incidence,2.8609,2.3083,2.9994
kenya,70,Catch-up to 30,2081.0000,asr_cancer_incidence,2.5802,2.4451,2.7251
kenya,70,Catch-up to 30,2082.0000,asr_cancer_incidence,2.5866,2.4228,2.6556
kenya,70,Catch-up to 30,2083.0000,asr_cancer_incidence,2.5690,2.2921,2.6396
kenya,70,Catch-up to 30,2084.0000,asr_cancer_incidence,2.5152,2.2716,2.7079
kenya,70,Catch-up to 30,2085.0000,asr_cancer_incidence,2.5346,2.3094,2.6633
kenya,70,Catch-up to 30,2086.0000,asr_cancer_incidence,2.4713,2.4158,2.5913
kenya,70,Catch-up to 30,2087.0000,asr_cancer_incidence,2.5658,2.4193,2.6088
kenya,70,Catch-up to 30,2088.0000,asr_cancer_incidence,2.5625,2.4204,2.6036
kenya,70,Catch-up to 30,2089.0000,asr_cancer_incidence,2.4431,2.3120,2.7111
kenya,70,Catch-up to 30,2090.0000,asr_cancer_incidence,2.4261,2.2941,2.6187
kenya,70,Catch-up to 30,2091.0000,asr_cancer_incidence,2.3929,2.2298,2.5364
kenya,70,Catch-up to 30,2092.0000,asr_cancer_incidence,2.3211,2.1892,2.5641
kenya,70,Catch-up to 30,2093.0000,asr_cancer_incidence,2.4147,2.1908,2.5564
kenya,70,Catch-up to 30,2094.0000,asr_cancer_incidence,2.4073,2.2807,2.6003
kenya,70,Catch-up to 30,2095.0000,asr_cancer_incidence,2.4474,2.2589,2.7493
kenya,70,Catch-up to 30,2096.0000,asr_cancer_incidence,2.4280,2.3534,2.6069
kenya,70,Catch-up to 30,2097.0000,asr_cancer_incidence,2.4811,2.4174,2.5184
kenya,70,Catch-up to 30,2098.0000,asr_cancer_incidence,2.4189,2.3249,2.4834
kenya,70,Catch-up to 30,2099.0000,asr_cancer_incidence,2.4213,2.3404,2.5518
kenya,70,Catch-up to 30,2100.0000,asr_cancer_incidence,2.4995,2.2663,2.6453
kenya,70,Catch-up to 30,2020.0000,cancers,4679.8433,4551.4215,4846.0364
kenya,70,Catch-up to 30,2021.0000,cancers,5027.3376,4812.0422,5193.5305
kenya,70,Catch-up to 30,2022.0000,cancers,4846.0364,4611.8554,5144.4282
kenya,70,Catch-up to 30,2023.0000,cancers,5068.8858,4819.5966,5337.0610
kenya,70,Catch-up to 30,2024.0000,cancers,4940.4641,4698.7288,5389.9402
kenya,70,Catch-up to 30,2025.0000,cancers,5027.3375,4883.8074,5189.7537
kenya,70,Catch-up to 30,2026.0000,cancers,5325.7297,4891.3615,5484.3684
kenya,70,Catch-up to 30,2027.0000,cancers,5420.1577,5253.9646,5533.4708
kenya,70,Catch-up to 30,2028.0000,cancers,5480.5914,5136.8738,5760.0976
kenya,70,Catch-up to 30,2029.0000,cancers,5382.3863,5136.8740,5544.8020
kenya,70,Catch-up to 30,2030.0000,cancers,5710.9952,5359.7238,5820.5314
kenya,70,Catch-up to 30,2031.0000,cancers,5514.5852,5325.7298,5707.2180
kenya,70,Catch-up to 30,2032.0000,cancers,5828.0857,5605.2358,6077.3751
kenya,70,Catch-up to 30,2033.0000,cancers,5586.3504,5454.1516,5982.9473
kenya,70,Catch-up to 30,2034.0000,cancers,5760.0977,5695.8868,5843.1941
kenya,70,Catch-up to 30,2035.0000,cancers,5778.9830,5559.9106,6050.9354
kenya,70,Catch-up to 30,2036.0000,cancers,5880.9653,5756.3207,6152.9175
kenya,70,Catch-up to 30,2037.0000,cancers,5816.7542,5597.6816,6005.6100
kenya,70,Catch-up to 30,2038.0000,cancers,5631.6755,5314.3984,5763.8746
kenya,70,Catch-up to 30,2039.0000,cancers,5525.9167,5442.8201,5843.1940
kenya,70,Catch-up to 30,2040.0000,cancers,5435.2659,5197.3077,5695.8869
kenya,70,Catch-up to 30,2041.0000,cancers,5495.6998,5321.9527,5631.6759
kenya,70,Catch-up to 30,2042.0000,cancers,5238.8560,5185.9766,5544.8021
kenya,70,Catch-up to 30,2043.0000,cancers,5102.8801,4804.4881,5578.7963
kenya,70,Catch-up to 30,2044.0000,cancers,4827.1508,4687.3976,5016.0063
kenya,70,Catch-up to 30,2045.0000,cancers,4951.7954,4834.7052,5012.2293
kenya,70,Catch-up to 30,2046.0000,cancers,4861.1447,4585.4156,5151.9824
kenya,70,Catch-up to 30,2047.0000,cancers,4513.6505,4287.0237,4864.9219
kenya,70,Catch-up to 30,2048.0000,cancers,4683.6205,4139.7163,4861.1449
kenya,70,Catch-up to 30,2049.0000,cancers,4528.7589,4460.7709,4664.7350
kenya,70,Catch-up to 30,2050.0000,cancers,4298.3551,4169.9333,4570.3074
kenya,70,Catch-up to 30,2051.0000,cancers,4185.0417,4045.2885,4460.7709
kenya,70,Catch-up to 30,2052.0000,cancers,4011.2946,3724.2340,4117.0538
kenya,70,Catch-up to 30,2053.0000,cancers,3841.3245,3750.6736,4196.3732
kenya,70,Catch-up to 30,2054.0000,cancers,3656.2461,3607.1435,3996.1861
kenya,70,Catch-up to 30,2055.0000,cancers,3603.3664,3463.6132,3773.3365
kenya,70,Catch-up to 30,2056.0000,cancers,3490.0529,3410.7336,3618.4748
kenya,70,Catch-up to 30,2057.0000,cancers,3369.1853,3248.3177,3482.4987
kenya,70,Catch-up to 30,2058.0000,cancers,3214.3237,3006.5824,3614.6977
kenya,70,Catch-up to 30,2059.0000,cancers,3108.5645,2980.1426,3327.6371
kenya,70,Catch-up to 30,2060.0000,cancers,3123.6729,2957.4800,3161.4441
kenya,70,Catch-up to 30,2061.0000,cancers,2783.7327,2606.2084,2968.8112
kenya,70,Catch-up to 30,2062.0000,cancers,2957.4799,2806.3954,3082.1247
kenya,70,Catch-up to 30,2063.0000,cancers,2795.0641,2761.0701,2863.0521
kenya,70,Catch-up to 30,2064.0000,cancers,2745.9616,2545.7746,2885.7147
kenya,70,Catch-up to 30,2065.0000,cancers,2689.3049,2587.3228,2825.2809
kenya,70,Catch-up to 30,2066.0000,cancers,2462.6781,2319.1478,2625.0939
kenya,70,Catch-up to 30,2067.0000,cancers,2447.5695,2285.1537,2723.2989
kenya,70,Catch-up to 30,2068.0000,cancers,2315.3706,2183.1717,2496.6720
kenya,70,Catch-up to 30,2069.0000,cancers,2239.8284,2205.8344,2360.6959
kenya,70,Catch-up to 30,2070.0000,cancers,2273.8224,2100.0751,2651.5337
kenya,70,Catch-up to 30,2071.0000,cancers,2175.6173,2024.5328,2353.1418
kenya,70,Catch-up to 30,2072.0000,cancers,2066.0811,1930.1051,2372.0273
kenya,70,Catch-up to 30,2073.0000,cancers,2103.8522,1952.7676,2330.4790
kenya,70,Catch-up to 30,2074.0000,cancers,1998.0930,1869.6711,2156.7318
kenya,70,Catch-up to 30,2075.0000,cancers,2020.7557,1835.6772,2228.4969
kenya,70,Catch-up to 30,2076.0000,cancers,1884.7796,1767.6891,2115.1835
kenya,70,Catch-up to 30,2077.0000,cancers,2043.4183,2001.8701,2077.4124
kenya,70,Catch-up to 30,2078.0000,cancers,2028.3099,1877.2254,2145.4004
kenya,70,Catch-up to 30,2079.0000,cancers,1937.6591,1896.1109,2084.9666
kenya,70,Catch-up to 30,2080.0000,cancers,2081.1895,1737.4722,2220.9427
kenya,70,Catch-up to 30,2081.0000,cancers,1896.1109,1824.3458,2032.0870
kenya,70,Catch-up to 30,2082.0000,cancers,1937.6591,1831.9000,1971.6532
kenya,70,Catch-up to 30,2083.0000,cancers,1941.4362,1745.0264,1990.5387
kenya,70,Catch-up to 30,2084.0000,cancers,1899.8880,1692.1468,2035.8639
kenya,70,Catch-up to 30,2085.0000,cancers,1907.4422,1782.7975,1998.0929
kenya,70,Catch-up to 30,2086.0000,cancers,1903.6651,1820.5686,2005.6471
kenya,70,Catch-up to 30,2087.0000,cancers,1986.7616,1869.6711,2013.2014
kenya,70,Catch-up to 30,2088.0000,cancers,1937.6591,1850.7855,1982.9845
kenya,70,Catch-up to 30,2089.0000,cancers,1847.0084,1763.9119,2103.8520
kenya,70,Catch-up to 30,2090.0000,cancers,1918.7735,1779.0204,2020.7556
kenya,70,Catch-up to 30,2091.0000,cancers,1903.6650,1767.6890,1994.3158
kenya,70,Catch-up to 30,2092.0000,cancers,1831.8999,1703.4780,1982.9844
kenya,70,Catch-up to 30,2093.0000,cancers,1948.9904,1775.2432,2032.0869
kenya,70,Catch-up to 30,2094.0000,cancers,1896.1109,1828.1228,2024.5326
kenya,70,Catch-up to 30,2095.0000,cancers,1990.5386,1794.1288,2213.3881
kenya,70,Catch-up to 30,2096.0000,cancers,1986.7615,1881.0023,2084.9664
kenya,70,Catch-up to 30,2097.0000,cancers,1979.2073,1884.7795,2047.1952
kenya,70,Catch-up to 30,2098.0000,cancers,1914.9963,1907.4421,2020.7555
kenya,70,Catch-up to 30,2099.0000,cancers,2001.8699,1945.2133,2043.4181
kenya,70,Catch-up to 30,2100.0000,cancers,2069.8579,1918.7735,2111.4062
kenya,70,Catch-up to 40,2020.0000,asr_cancer_incidence,28.4240,26.6972,29.3128
kenya,70,Catch-up to 40,2021.0000,asr_cancer_incidence,28.7805,27.6268,30.4168
kenya,70,Catch-up to 40,2022.0000,asr_cancer_incidence,27.3427,26.2510,28.5726
kenya,70,Catch-up to 40,2023.0000,asr_cancer_incidence,27.6316,26.6271,28.9644
kenya,70,Catch-up to 40,2024.0000,asr_cancer_incidence,26.4935,24.7346,28.0805
kenya,70,Catch-up to 40,2025.0000,asr_cancer_incidence,25.9740,24.9813,26.4494
kenya,70,Catch-up to 40,2026.0000,asr_cancer_incidence,26.0406,23.9813,27.3765
kenya,70,Catch-up to 40,2027.0000,asr_cancer_incidence,25.8075,25.3940,26.6364
kenya,70,Catch-up to 40,2028.0000,asr_cancer_incidence,25.4685,23.5472,26.7022
kenya,70,Catch-up to 40,2029.0000,asr_cancer_incidence,24.1770,23.1538,24.9580
kenya,70,Catch-up to 40,2030.0000,asr_cancer_incidence,24.3883,22.9862,25.5537
kenya,70,Catch-up to 40,2031.0000,asr_cancer_incidence,22.9762,22.3031,24.0602
kenya,70,Catch-up to 40,2032.0000,asr_cancer_incidence,23.4879,22.6739,24.6370
kenya,70,Catch-up to 40,2033.0000,asr_cancer_incidence,22.4824,21.4006,23.7479
kenya,70,Catch-up to 40,2034.0000,asr_cancer_incidence,22.3369,21.8736,22.6581
kenya,70,Catch-up to 40,2035.0000,asr_cancer_incidence,21.6236,20.7269,22.4062
kenya,70,Catch-up to 40,2036.0000,asr_cancer_incidence,21.0617,20.3462,22.0453
kenya,70,Catch-up to 40,2037.0000,asr_cancer_incidence,19.3237,19.0235,19.7885
kenya,70,Catch-up to 40,2038.0000,asr_cancer_incidence,19.2542,18.0751,19.8075
kenya,70,Catch-up to 40,2039.0000,asr_cancer_incidence,18.1336,17.0936,19.6713
kenya,70,Catch-up to 40,2040.0000,asr_cancer_incidence,17.2838,16.4312,17.8168
kenya,70,Catch-up to 40,2041.0000,asr_cancer_incidence,16.1400,15.7507,17.5575
kenya,70,Catch-up to 40,2042.0000,asr_cancer_incidence,16.0363,14.8637,16.8263
kenya,70,Catch-up to 40,2043.0000,asr_cancer_incidence,14.5516,14.0937,15.6014
kenya,70,Catch-up to 40,2044.0000,asr_cancer_incidence,13.4836,12.7752,14.9003
kenya,70,Catch-up to 40,2045.0000,asr_cancer_incidence,12.7969,12.3318,13.2787
kenya,70,Catch-up to 40,2046.0000,asr_cancer_incidence,12.6770,11.5841,13.2928
kenya,70,Catch-up to 40,2047.0000,asr_cancer_incidence,11.2624,10.7480,11.8413
kenya,70,Catch-up to 40,2048.0000,asr_cancer_incidence,10.6316,9.9040,11.9683
kenya,70,Catch-up to 40,2049.0000,asr_cancer_incidence,10.1104,9.9902,10.4111
kenya,70,Catch-up to 40,2050.0000,asr_cancer_incidence,9.1761,8.2839,9.6120
kenya,70,Catch-up to 40,2051.0000,asr_cancer_incidence,9.1954,8.3856,9.6293
kenya,70,Catch-up to 40,2052.0000,asr_cancer_incidence,8.2864,7.7958,8.7097
kenya,70,Catch-up to 40,2053.0000,asr_cancer_incidence,7.6386,7.1779,7.8865
kenya,70,Catch-up to 40,2054.0000,asr_cancer_incidence,7.0940,6.8019,7.5753
kenya,70,Catch-up to 40,2055.0000,asr_cancer_incidence,6.8686,6.3534,7.3264
kenya,70,Catch-up to 40,2056.0000,asr_cancer_incidence,6.2756,5.9218,6.5256
kenya,70,Catch-up to 40,2057.0000,asr_cancer_incidence,5.7040,5.5403,6.3106
kenya,70,Catch-up to 40,2058.0000,asr_cancer_incidence,5.0925,4.8334,5.4856
kenya,70,Catch-up to 40,2059.0000,asr_cancer_incidence,5.3345,5.0438,5.7063
kenya,70,Catch-up to 40,2060.0000,asr_cancer_incidence,4.9175,4.6237,5.1868
kenya,70,Catch-up to 40,2061.0000,asr_cancer_incidence,4.5259,4.2914,4.6741
kenya,70,Catch-up to 40,2062.0000,asr_cancer_incidence,4.0700,3.8688,4.6972
kenya,70,Catch-up to 40,2063.0000,asr_cancer_incidence,4.1898,3.8961,4.5171
kenya,70,Catch-up to 40,2064.0000,asr_cancer_incidence,3.9030,3.4911,4.3753
kenya,70,Catch-up to 40,2065.0000,asr_cancer_incidence,3.5860,3.3557,3.8525
kenya,70,Catch-up to 40,2066.0000,asr_cancer_incidence,3.3861,3.2835,3.9117
kenya,70,Catch-up to 40,2067.0000,asr_cancer_incidence,3.1217,3.0090,3.6833
kenya,70,Catch-up to 40,2068.0000,asr_cancer_incidence,3.2834,3.1974,3.4390
kenya,70,Catch-up to 40,2069.0000,asr_cancer_incidence,3.2437,3.0137,3.6152
kenya,70,Catch-up to 40,2070.0000,asr_cancer_incidence,3.0071,2.7906,3.4699
kenya,70,Catch-up to 40,2071.0000,asr_cancer_incidence,3.0914,2.7296,3.4206
kenya,70,Catch-up to 40,2072.0000,asr_cancer_incidence,2.9804,2.7588,3.1663
kenya,70,Catch-up to 40,2073.0000,asr_cancer_incidence,2.7365,2.5489,3.0858
kenya,70,Catch-up to 40,2074.0000,asr_cancer_incidence,2.9194,2.8052,3.1733
kenya,70,Catch-up to 40,2075.0000,asr_cancer_incidence,2.5853,2.4865,2.8955
kenya,70,Catch-up to 40,2076.0000,asr_cancer_incidence,2.7208,2.4785,2.9780
kenya,70,Catch-up to 40,2077.0000,asr_cancer_incidence,2.7461,2.6311,2.9519
kenya,70,Catch-up to 40,2078.0000,asr_cancer_incidence,2.6121,2.4049,3.0247
kenya,70,Catch-up to 40,2079.0000,asr_cancer_incidence,2.4899,2.4496,2.6037
kenya,70,Catch-up to 40,2080.0000,asr_cancer_incidence,2.5043,2.2988,2.7397
kenya,70,Catch-up to 40,2081.0000,asr_cancer_incidence,2.5218,2.2343,2.7809
kenya,70,Catch-up to 40,2082.0000,asr_cancer_incidence,2.4908,2.1682,2.7621
kenya,70,Catch-up to 40,2083.0000,asr_cancer_incidence,2.4866,2.2705,2.5703
kenya,70,Catch-up to 40,2084.0000,asr_cancer_incidence,2.4879,2.2981,2.7667
kenya,70,Catch-up to 40,2085.0000,asr_cancer_incidence,2.3693,2.1787,2.7332
kenya,70,Catch-up to 40,2086.0000,asr_cancer_incidence,2.2702,2.1254,2.5018
kenya,70,Catch-up to 40,2087.0000,asr_cancer_incidence,2.4983,2.3855,2.8110
kenya,70,Catch-up to 40,2088.0000,asr_cancer_incidence,2.5461,2.3224,2.7640
kenya,70,Catch-up to 40,2089.0000,asr_cancer_incidence,2.5515,2.2432,2.6328
kenya,70,Catch-up to 40,2090.0000,asr_cancer_incidence,2.4687,2.3141,2.6827
kenya,70,Catch-up to 40,2091.0000,asr_cancer_incidence,2.5505,2.2490,2.8482
kenya,70,Catch-up to 40,2092.0000,asr_cancer_incidence,2.3388,2.1721,2.4049
kenya,70,Catch-up to 40,2093.0000,asr_cancer_incidence,2.5921,2.3663,2.7387
kenya,70,Catch-up to 40,2094.0000,asr_cancer_incidence,2.5118,2.3656,2.6440
kenya,70,Catch-up to 40,2095.0000,asr_cancer_incidence,2.5739,2.3101,2.6921
kenya,70,Catch-up to 40,2096.0000,asr_cancer_incidence,2.4689,2.3376,2.8255
kenya,70,Catch-up to 40,2097.0000,asr_cancer_incidence,2.3464,2.2255,2.5296
kenya,70,Catch-up to 40,2098.0000,asr_cancer_incidence,2.4774,2.3542,2.6923
kenya,70,Catch-up to 40,2099.0000,asr_cancer_incidence,2.4440,2.3186,2.6280
kenya,70,Catch-up to 40,2100.0000,asr_cancer_incidence,2.4303,2.2331,2.5626
kenya,70,Catch-up to 40,2020.0000,cancers,4679.8433,4551.4215,4846.0364
kenya,70,Catch-up to 40,2021.0000,cancers,5027.3376,4812.0422,5193.5305
kenya,70,Catch-up to 40,2022.0000,cancers,4846.0364,4611.8554,5144.4282
kenya,70,Catch-up to 40,2023.0000,cancers,5068.8858,4819.5966,5337.0610
kenya,70,Catch-up to 40,2024.0000,cancers,4940.4641,4698.7288,5389.9402
kenya,70,Catch-up to 40,2025.0000,cancers,5027.3375,4883.8074,5189.7537
kenya,70,Catch-up to 40,2026.0000,cancers,5314.3983,4895.1385,5491.9227
kenya,70,Catch-up to 40,2027.0000,cancers,5442.8204,5272.8500,5544.8022
kenya,70,Catch-up to 40,2028.0000,cancers,5484.3684,5031.1147,5763.8749
kenya,70,Catch-up to 40,2029.0000,cancers,5416.3804,5065.1086,5571.2421
kenya,70,Catch-up to 40,2030.0000,cancers,5601.4591,5265.2961,5850.7485
kenya,70,Catch-up to 40,2031.0000,cancers,5397.4948,5231.3020,5688.3325
kenya,70,Catch-up to 40,2032.0000,cancers,5714.7725,5537.2480,5964.0615
kenya,70,Catch-up to 40,2033.0000,cancers,5627.8986,5318.1754,5937.6221
kenya,70,Catch-up to 40,2034.0000,cancers,5654.3382,5556.1335,5760.0978
kenya,70,Catch-up to 40,2035.0000,cancers,5612.7903,5382.3863,5835.6400
kenya,70,Catch-up to 40,2036.0000,cancers,5605.2359,5465.4830,5835.6400
kenya,70,Catch-up to 40,2037.0000,cancers,5314.3981,5212.4163,5416.3804
kenya,70,Catch-up to 40,2038.0000,cancers,5427.7116,5174.6450,5650.5615
kenya,70,Catch-up to 40,2039.0000,cancers,5178.4222,4951.7956,5627.8988
kenya,70,Catch-up to 40,2040.0000,cancers,5125.5427,4891.3617,5276.6270
kenya,70,Catch-up to 40,2041.0000,cancers,4868.6991,4728.9459,5284.1813
kenya,70,Catch-up to 40,2042.0000,cancers,4925.3554,4547.6446,5155.7596
kenya,70,Catch-up to 40,2043.0000,cancers,4608.0782,4415.4456,4868.6991
kenya,70,Catch-up to 40,2044.0000,cancers,4407.8913,4169.9333,4766.7170
kenya,70,Catch-up to 40,2045.0000,cancers,4203.9273,4052.8428,4422.9996
kenya,70,Catch-up to 40,2046.0000,cancers,4305.9093,3913.0897,4521.2049
kenya,70,Catch-up to 40,2047.0000,cancers,3913.0896,3788.4449,4120.8309
kenya,70,Catch-up to 40,2048.0000,cancers,3826.2160,3542.9326,4271.9153
kenya,70,Catch-up to 40,2049.0000,cancers,3712.9026,3671.3544,3856.4330
kenya,70,Catch-up to 40,2050.0000,cancers,3490.0529,3146.3356,3618.4748
kenya,70,Catch-up to 40,2051.0000,cancers,3622.2519,3297.4201,3724.2339
kenya,70,Catch-up to 40,2052.0000,cancers,3316.3058,3142.5586,3512.7156
kenya,70,Catch-up to 40,2053.0000,cancers,3168.9983,2972.5884,3270.9804
kenya,70,Catch-up to 40,2054.0000,cancers,3033.0222,2931.0402,3233.2092
kenya,70,Catch-up to 40,2055.0000,cancers,3029.2451,2798.8412,3252.0948
kenya,70,Catch-up to 40,2056.0000,cancers,2840.3895,2685.5278,2972.5884
kenya,70,Catch-up to 40,2057.0000,cancers,2689.3049,2602.4312,2980.1426
kenya,70,Catch-up to 40,2058.0000,cancers,2470.2323,2326.7020,2666.6422
kenya,70,Catch-up to 40,2059.0000,cancers,2670.4193,2526.8891,2825.2810
kenya,70,Catch-up to 40,2060.0000,cancers,2519.3347,2375.8044,2659.0880
kenya,70,Catch-up to 40,2061.0000,cancers,2394.6900,2277.5995,2455.1238
kenya,70,Catch-up to 40,2062.0000,cancers,2186.9488,2100.0752,2538.2203
kenya,70,Catch-up to 40,2063.0000,cancers,2292.7079,2160.5090,2470.2323
kenya,70,Catch-up to 40,2064.0000,cancers,2202.0572,1960.3220,2481.5636
kenya,70,Catch-up to 40,2065.0000,cancers,2084.9667,1960.3220,2220.9427
kenya,70,Catch-up to 40,2066.0000,cancers,2024.5329,1937.6593,2285.1537
kenya,70,Catch-up to 40,2067.0000,cancers,1888.5568,1809.2374,2236.0513
kenya,70,Catch-up to 40,2068.0000,cancers,2024.5329,1975.4304,2122.7378
kenya,70,Catch-up to 40,2069.0000,cancers,2024.5329,1873.4483,2254.9368
kenya,70,Catch-up to 40,2070.0000,cancers,1922.5508,1790.3518,2186.9487
kenya,70,Catch-up to 40,2071.0000,cancers,2013.2015,1771.4662,2213.3885
kenya,70,Catch-up to 40,2072.0000,cancers,1960.3219,1813.0145,2066.0811
kenya,70,Catch-up to 40,2073.0000,cancers,1847.0085,1714.8095,2084.9666
kenya,70,Catch-up to 40,2074.0000,cancers,1933.8821,1881.0025,2141.6233
kenya,70,Catch-up to 40,2075.0000,cancers,1737.4722,1688.3697,1982.9845
kenya,70,Catch-up to 40,2076.0000,cancers,1862.1170,1729.9179,2028.3099
kenya,70,Catch-up to 40,2077.0000,cancers,1914.9965,1835.6771,2039.6412
kenya,70,Catch-up to 40,2078.0000,cancers,1847.0084,1692.1468,2111.4063
kenya,70,Catch-up to 40,2079.0000,cancers,1820.5686,1748.8035,1884.7796
kenya,70,Catch-up to 40,2080.0000,cancers,1816.7915,1684.5926,1994.3158
kenya,70,Catch-up to 40,2081.0000,cancers,1843.2313,1654.3757,2050.9725
kenya,70,Catch-up to 40,2082.0000,cancers,1824.3457,1593.9418,2016.9785
kenya,70,Catch-up to 40,2083.0000,cancers,1809.2373,1673.2613,1888.5567
kenya,70,Catch-up to 40,2084.0000,cancers,1911.2193,1684.5926,2069.8581
kenya,70,Catch-up to 40,2085.0000,cancers,1809.2373,1639.2672,2069.8580
kenya,70,Catch-up to 40,2086.0000,cancers,1748.8035,1631.7130,1933.8820
kenya,70,Catch-up to 40,2087.0000,cancers,1941.4362,1824.3458,2100.0749
kenya,70,Catch-up to 40,2088.0000,cancers,1933.8820,1767.6890,2107.6291
kenya,70,Catch-up to 40,2089.0000,cancers,1979.2073,1726.1409,2032.0868
kenya,70,Catch-up to 40,2090.0000,cancers,1911.2193,1786.5746,2126.5146
kenya,70,Catch-up to 40,2091.0000,cancers,1982.9844,1752.5806,2217.1652
kenya,70,Catch-up to 40,2092.0000,cancers,1858.3397,1707.2552,1888.5567
kenya,70,Catch-up to 40,2093.0000,cancers,2058.5267,1914.9964,2156.7314
