coverage,location,scenario,metric,value,low,high
30,kenya,Catch-up 10-40: V,vaccinations,4121587.0000,,
30,kenya,Catch-up 10-40: TT,cancers,349398.0891,341982.8622,356813.3160
30,kenya,Catch-up 10-40: TT,cancer_deaths,302150.1661,296218.5876,308081.7446
30,kenya,Catch-up 10-40: TT,vaccinations,0.0000,,
30,kenya,Catch-up 10-45: TTV,cancers,276507.3595,269986.5522,283028.1668
30,kenya,Catch-up 10-45: TTV,cancer_deaths,243631.3495,238760.3859,248502.3131
30,kenya,Catch-up 10-45: TTV,vaccinations,4489357.0000,,
30,kenya,Catch-up 10-45: V,cancers,294399.5438,288377.3151,300421.7725
30,kenya,Catch-up 10-45: V,cancer_deaths,260178.8789,253794.0464,266563.7115
30,kenya,Catch-up 10-45: V,vaccinations,4489357.0000,,
30,kenya,Catch-up 10-45: TT,cancers,346251.7529,339038.9793,353464.5266
30,kenya,Catch-up 10-45: TT,cancer_deaths,299638.3862,293558.7445,305718.0278
30,kenya,Catch-up 10-45: TT,vaccinations,0.0000,,
30,kenya,Catch-up 10-50: TTV,cancers,271993.7104,264539.2004,279448.2204
30,kenya,Catch-up 10-50: TTV,cancer_deaths,240435.9110,234459.0069,246412.8152
30,kenya,Catch-up 10-50: TTV,vaccinations,4875778.0000,,
30,kenya,Catch-up 10-50: V,cancers,290161.6222,282882.3708,297440.8735
30,kenya,Catch-up 10-50: V,cancer_deaths,256790.8091,249091.5406,264490.0775
30,kenya,Catch-up 10-50: V,vaccinations,4875778.0000,,
30,kenya,Catch-up 10-50: TT,cancers,342402.8761,335120.6032,349685.1489
30,kenya,Catch-up 10-50: TT,cancer_deaths,296144.5565,290134.4146,302154.6984
30,kenya,Catch-up 10-50: TT,vaccinations,0.0000,,
30,kenya,Catch-up 10-55: TTV,cancers,272454.5161,265447.2174,279461.8148
30,kenya,Catch-up 10-55: TTV,cancer_deaths,239767.3612,233557.7882,245976.9343
30,kenya,Catch-up 10-55: TTV,vaccinations,5146612.0000,,
30,kenya,Catch-up 10-55: V,cancers,287385.4455,279976.2608,294794.6303
30,kenya,Catch-up 10-55: V,cancer_deaths,255049.5613,249136.1138,260963.0089
30,kenya,Catch-up 10-55: V,vaccinations,5146612.0000,,
30,kenya,Catch-up 10-55: TT,cancers,336038.4389,329381.6559,342695.2218
30,kenya,Catch-up 10-55: TT,cancer_deaths,290089.8448,283973.9425,296205.7472
30,kenya,Catch-up 10-55: TT,vaccinations,0.0000,,
30,kenya,Catch-up 10-60: TTV,cancers,269648.1219,262275.1991,277021.0446
30,kenya,Catch-up 10-60: TTV,cancer_deaths,237561.5281,232077.1597,243045.8964
30,kenya,Catch-up 10-60: TTV,vaccinations,5293693.0000,,
30,kenya,Catch-up 10-60: V,cancers,286656.4624,279443.6887,293869.2361
30,kenya,Catch-up 10-60: V,cancer_deaths,254452.7768,248291.5489,260614.0048
30,kenya,Catch-up 10-60: V,vaccinations,5293693.0000,,
30,kenya,Catch-up 10-60: TT,cancers,338452.0139,330674.1844,346229.8435
30,kenya,Catch-up 10-60: TT,cancer_deaths,291781.9926,284795.8411,298768.1441
30,kenya,Catch-up 10-60: TT,vaccinations,0.0000,,
30,kenya,Catch-up 15-20: TTV,cancers,339513.3837,331744.6185,347282.1488
30,kenya,Catch-up 15-20: TTV,cancer_deaths,295094.5167,289253.5880,300935.4454
30,kenya,Catch-up 15-20: TTV,vaccinations,903946.4375,,
30,kenya,Catch-up 15-20: V,cancers,340295.2460,333127.7972,347462.6948
30,kenya,Catch-up 15-20: V,cancer_deaths,296401.3987,289533.0949,303269.7024
30,kenya,Catch-up 15-20: V,vaccinations,903946.4375,,
30,kenya,Catch-up 15-20: TT,cancers,358380.0634,351351.6122,365408.5147
30,kenya,Catch-up 15-20: TT,cancer_deaths,310497.5871,304916.5236,316078.6507
30,kenya,Catch-up 15-20: TT,vaccinations,0.0000,,
30,kenya,Catch-up 15-25: TTV,cancers,322255.7525,314387.2716,330124.2334
30,kenya,Catch-up 15-25: TTV,cancer_deaths,281304.2751,274457.1244,288151.4258
30,kenya,Catch-up 15-25: TTV,vaccinations,1784452.0000,,
30,kenya,Catch-up 15-25: V,cancers,325179.2385,317751.9230,332606.5539
30,kenya,Catch-up 15-25: V,cancer_deaths,283139.9531,276510.3636,289769.5425
30,kenya,Catch-up 15-25: V,vaccinations,1784452.0000,,
30,kenya,Catch-up 15-25: TT,cancers,351928.7528,343534.4978,360323.0077
30,kenya,Catch-up 15-25: TT,cancer_deaths,304563.7409,298061.0619,311066.4199
30,kenya,Catch-up 15-25: TT,vaccinations,0.0000,,
30,kenya,Catch-up 15-30: TTV,cancers,305239.8580,298365.5136,312114.2024
30,kenya,Catch-up 15-30: TTV,cancer_deaths,266909.6971,260391.9110,273427.4832
30,kenya,Catch-up 15-30: TTV,vaccinations,2555852.0000,,
30,kenya,Catch-up 15-30: V,cancers,312850.7419,305326.7331,320374.7506
30,kenya,Catch-up 15-30: V,cancer_deaths,273674.5043,266948.2212,280400.7875
30,kenya,Catch-up 15-30: V,vaccinations,2555852.0000,,
30,kenya,Catch-up 15-30: TT,cancers,354191.2450,346948.2551,361434.2350
30,kenya,Catch-up 15-30: TT,cancer_deaths,306660.0402,300184.5557,313135.5247
30,kenya,Catch-up 15-30: TT,vaccinations,0.0000,,
30,kenya,Catch-up 15-35: TTV,cancers,295797.0770,289073.8157,302520.3382
30,kenya,Catch-up 15-35: TTV,cancer_deaths,259793.6128,253306.0436,266281.1821
30,kenya,Catch-up 15-35: TTV,vaccinations,3163091.2500,,
30,kenya,Catch-up 15-35: V,cancers,303562.8197,295225.9770,311899.6625
30,kenya,Catch-up 15-35: V,cancer_deaths,266139.1656,259996.0689,272282.2624
30,kenya,Catch-up 15-35: V,vaccinations,3163091.2500,,
30,kenya,Catch-up 15-35: TT,cancers,346202.6502,338720.9470,353684.3534
30,kenya,Catch-up 15-35: TT,cancer_deaths,300340.9289,294738.7135,305943.1443
30,kenya,Catch-up 15-35: TT,vaccinations,0.0000,,
30,kenya,Catch-up 15-40: TTV,cancers,286444.9438,280779.2745,292110.6131
30,kenya,Catch-up 15-40: TTV,cancer_deaths,252330.0389,246797.3243,257862.7535
30,kenya,Catch-up 15-40: TTV,vaccinations,3685224.5000,,
30,kenya,Catch-up 15-40: V,cancers,299037.8393,292707.3977,305368.2809
30,kenya,Catch-up 15-40: V,cancer_deaths,264084.4161,258594.0039,269574.8282
30,kenya,Catch-up 15-40: V,vaccinations,3685224.5000,,
30,kenya,Catch-up 15-40: TT,cancers,346300.8547,339169.6663,353432.0432
30,kenya,Catch-up 15-40: TT,cancer_deaths,300144.5187,293134.1957,307154.8417
30,kenya,Catch-up 15-40: TT,vaccinations,0.0000,,
30,kenya,Catch-up 15-45: TTV,cancers,280903.9200,273754.6008,288053.2392
30,kenya,Catch-up 15-45: TTV,cancer_deaths,247419.7931,241180.0030,253659.5832
30,kenya,Catch-up 15-45: TTV,vaccinations,4070656.0000,,
30,kenya,Catch-up 15-45: V,cancers,297953.8086,289783.1583,306124.4590
30,kenya,Catch-up 15-45: V,cancer_deaths,264575.4401,256353.4196,272797.4606
30,kenya,Catch-up 15-45: V,vaccinations,4070656.0000,,
30,kenya,Catch-up 15-45: TT,cancers,346010.0164,338078.0786,353941.9542
30,kenya,Catch-up 15-45: TT,cancer_deaths,298788.5364,291473.0239,306104.0489
30,kenya,Catch-up 15-45: TT,vaccinations,0.0000,,
30,kenya,Catch-up 15-50: TTV,cancers,278055.9761,270513.8383,285598.1138
30,kenya,Catch-up 15-50: TTV,cancer_deaths,244341.4454,237983.8092,250699.0816
30,kenya,Catch-up 15-50: TTV,vaccinations,4436847.5000,,
30,kenya,Catch-up 15-50: V,cancers,297205.9395,289089.6799,305322.1991
30,kenya,Catch-up 15-50: V,cancer_deaths,262312.9505,256045.9645,268579.9366
30,kenya,Catch-up 15-50: V,vaccinations,4436847.5000,,
30,kenya,Catch-up 15-50: TT,cancers,342829.6906,334807.1030,350852.2782
30,kenya,Catch-up 15-50: TT,cancer_deaths,296106.7866,289619.2165,302594.3568
30,kenya,Catch-up 15-50: TT,vaccinations,0.0000,,
30,kenya,Catch-up 15-55: TTV,cancers,276930.3970,269503.0825,284357.7116
30,kenya,Catch-up 15-55: TTV,cancer_deaths,243536.9199,237103.7411,249970.0988
30,kenya,Catch-up 15-55: TTV,vaccinations,4688018.0000,,
30,kenya,Catch-up 15-55: V,cancers,299611.9596,291377.8543,307846.0648
30,kenya,Catch-up 15-55: V,cancer_deaths,264231.7210,256689.5805,271773.8614
30,kenya,Catch-up 15-55: V,vaccinations,4688018.0000,,
30,kenya,Catch-up 15-55: TT,cancers,338980.8115,330834.3339,347127.2891
30,kenya,Catch-up 15-55: TT,cancer_deaths,293409.9272,285786.2010,301033.6534
30,kenya,Catch-up 15-55: TT,vaccinations,0.0000,,
30,kenya,Catch-up 15-60: TTV,cancers,277345.8792,271931.0099,282760.7484
30,kenya,Catch-up 15-60: TTV,cancer_deaths,243518.0360,237885.6054,249150.4665
30,kenya,Catch-up 15-60: TTV,vaccinations,4869697.0000,,
30,kenya,Catch-up 15-60: V,cancers,294648.8344,287732.1859,301565.4830
30,kenya,Catch-up 15-60: V,cancer_deaths,260904.0866,254434.6465,267373.5266
30,kenya,Catch-up 15-60: V,vaccinations,4869697.0000,,
30,kenya,Catch-up 15-60: TT,cancers,342909.0076,333862.0665,351955.9486
30,kenya,Catch-up 15-60: TT,cancer_deaths,295419.3533,287711.0197,303127.6868
30,kenya,Catch-up 15-60: TT,vaccinations,0.0000,,
30,kenya,Catch-up 20-25: TTV,cancers,336155.5281,328347.4823,343963.5739
30,kenya,Catch-up 20-25: TTV,cancer_deaths,292688.4930,285212.8305,300164.1555
30,kenya,Catch-up 20-25: TTV,vaccinations,887863.5000,,
30,kenya,Catch-up 20-25: V,cancers,337258.4470,329746.5252,344770.3688
30,kenya,Catch-up 20-25: V,cancer_deaths,293863.1785,287568.9971,300157.3599
30,kenya,Catch-up 20-25: V,vaccinations,887863.5000,,
30,kenya,Catch-up 20-25: TT,cancers,357435.7837,349089.8762,365781.6912
30,kenya,Catch-up 20-25: TT,cancer_deaths,309908.3570,303620.2174,316196.4966
30,kenya,Catch-up 20-25: TT,vaccinations,0.0000,,
30,kenya,Catch-up 20-30: TTV,cancers,322119.7785,314994.6337,329244.9233
30,kenya,Catch-up 20-30: TTV,cancer_deaths,282301.4324,277013.4728,287589.3920
30,kenya,Catch-up 20-30: TTV,vaccinations,1628827.5000,,
30,kenya,Catch-up 20-30: V,cancers,323592.8515,315319.4649,331866.2381
30,kenya,Catch-up 20-30: V,cancer_deaths,282939.7651,276790.6246,289088.9056
30,kenya,Catch-up 20-30: V,vaccinations,1628827.5000,,
30,kenya,Catch-up 20-30: TT,cancers,349413.1984,341520.5453,357305.8516
30,kenya,Catch-up 20-30: TT,cancer_deaths,303181.3154,297325.2778,309037.3529
30,kenya,Catch-up 20-30: TT,vaccinations,0.0000,,
30,kenya,Catch-up 20-35: TTV,cancers,311245.4685,303259.1409,319231.7960
30,kenya,Catch-up 20-35: TTV,cancer_deaths,273172.1497,266678.5369,279665.7625
30,kenya,Catch-up 20-35: TTV,vaccinations,2272923.7500,,
30,kenya,Catch-up 20-35: V,cancers,318973.4417,309609.2238,328337.6597
30,kenya,Catch-up 20-35: V,cancer_deaths,279665.0096,272872.2495,286457.7697
30,kenya,Catch-up 20-35: V,vaccinations,2272923.7500,,
30,kenya,Catch-up 20-35: TT,cancers,355479.2396,346299.3446,364659.1347
30,kenya,Catch-up 20-35: TT,cancer_deaths,307468.3412,300225.3478,314711.3347
30,kenya,Catch-up 20-35: TT,vaccinations,0.0000,,
30,kenya,Catch-up 20-40: TTV,cancers,302864.0560,294983.4889,310744.6232
30,kenya,Catch-up 20-40: TTV,cancer_deaths,265678.3565,259922.0356,271434.6773
30,kenya,Catch-up 20-40: TTV,vaccinations,2812016.0000,,
30,kenya,Catch-up 20-40: V,cancers,315536.2697,308371.8434,322700.6960
30,kenya,Catch-up 20-40: V,cancer_deaths,276885.0509,270430.7185,283339.3834
30,kenya,Catch-up 20-40: V,vaccinations,2812016.0000,,
30,kenya,Catch-up 20-40: TT,cancers,350674.7507,343924.2940,357425.2074
30,kenya,Catch-up 20-40: TT,cancer_deaths,304038.7233,298336.7918,309740.6547
30,kenya,Catch-up 20-40: TT,vaccinations,0.0000,,
30,kenya,Catch-up 20-45: TTV,cancers,297859.3804,290906.4716,304812.2891
30,kenya,Catch-up 20-45: TTV,cancer_deaths,260496.1582,254800.2721,266192.0443
30,kenya,Catch-up 20-45: TTV,vaccinations,3216937.5000,,
30,kenya,Catch-up 20-45: V,cancers,310795.9929,301573.7943,320018.1915
30,kenya,Catch-up 20-45: V,cancer_deaths,273946.4582,265648.8951,282244.0213
30,kenya,Catch-up 20-45: V,vaccinations,3216937.5000,,
30,kenya,Catch-up 20-45: TT,cancers,348008.1108,341771.3425,354244.8791
30,kenya,Catch-up 20-45: TT,cancer_deaths,300635.5433,294441.0775,306830.0090
30,kenya,Catch-up 20-45: TT,vaccinations,0.0000,,
30,kenya,Catch-up 20-50: TTV,cancers,293345.7322,286559.0160,300132.4484
30,kenya,Catch-up 20-50: TTV,cancer_deaths,256953.2274,250930.9983,262975.4566
30,kenya,Catch-up 20-50: TTV,vaccinations,3568005.2500,,
30,kenya,Catch-up 20-50: V,cancers,308008.4824,299831.7888,316185.1760
30,kenya,Catch-up 20-50: V,cancer_deaths,271672.6355,264704.6155,278640.6554
30,kenya,Catch-up 20-50: V,vaccinations,3568005.2500,,
30,kenya,Catch-up 20-50: TT,cancers,339358.5204,330909.8744,347807.1664
30,kenya,Catch-up 20-50: TT,cancer_deaths,293647.8860,287036.4269,300259.3451
30,kenya,Catch-up 20-50: TT,vaccinations,0.0000,,
30,kenya,Catch-up 20-55: TTV,cancers,291385.4091,284795.1031,297975.7150
30,kenya,Catch-up 20-55: TTV,cancer_deaths,255079.7799,248616.3837,261543.1761
30,kenya,Catch-up 20-55: TTV,vaccinations,3836445.2500,,
30,kenya,Catch-up 20-55: V,cancers,307623.2176,300975.4991,314270.9361
30,kenya,Catch-up 20-55: V,cancer_deaths,271177.8339,265500.0772,276855.5906
30,kenya,Catch-up 20-55: V,vaccinations,3836445.2500,,
30,kenya,Catch-up 20-55: TT,cancers,336514.3561,328576.3763,344452.3360
30,kenya,Catch-up 20-55: TT,cancer_deaths,290165.3885,283269.8902,297060.8869
30,kenya,Catch-up 20-55: TT,vaccinations,0.0000,,
30,kenya,Catch-up 20-60: TTV,cancers,290815.0651,284118.9987,297511.1314
30,kenya,Catch-up 20-60: TTV,cancer_deaths,255691.6710,249802.3965,261580.9456
30,kenya,Catch-up 20-60: TTV,vaccinations,4004730.7500,,
30,kenya,Catch-up 20-60: V,cancers,309122.7317,302073.1290,316172.3343
30,kenya,Catch-up 20-60: V,cancer_deaths,272658.4615,265735.7671,279581.1559
30,kenya,Catch-up 20-60: V,vaccinations,4004730.7500,,
30,kenya,Catch-up 20-60: TT,cancers,333303.8091,325903.6902,340703.9280
30,kenya,Catch-up 20-60: TT,cancer_deaths,285840.5912,278712.4235,292968.7588
30,kenya,Catch-up 20-60: TT,vaccinations,0.0000,,
30,kenya,Catch-up 25-30: TTV,cancers,344680.4754,336089.8097,353271.1410
30,kenya,Catch-up 25-30: TTV,cancer_deaths,300042.5350,291995.7720,308089.2981
30,kenya,Catch-up 25-30: TTV,vaccinations,749802.5000,,
30,kenya,Catch-up 25-30: V,cancers,343959.0450,335595.0062,352323.0837
30,kenya,Catch-up 25-30: V,cancer_deaths,299570.3972,291973.8651,307166.9293
30,kenya,Catch-up 25-30: V,vaccinations,749802.5000,,
30,kenya,Catch-up 25-30: TT,cancers,354988.2153,346720.8716,363255.5590
30,kenya,Catch-up 25-30: TT,cancer_deaths,307600.5412,300759.4333,314441.6492
30,kenya,Catch-up 25-30: TT,vaccinations,0.0000,,
30,kenya,Catch-up 25-35: TTV,cancers,328465.3277,321291.8354,335638.8200
30,kenya,Catch-up 25-35: TTV,cancer_deaths,287026.6043,280696.1613,293357.0472
30,kenya,Catch-up 25-35: TTV,vaccinations,1362964.1250,,
30,kenya,Catch-up 25-35: V,cancers,333447.3393,326071.3936,340823.2850
30,kenya,Catch-up 25-35: V,cancer_deaths,291657.3443,285429.6385,297885.0501
30,kenya,Catch-up 25-35: V,vaccinations,1362964.1250,,
30,kenya,Catch-up 25-35: TT,cancers,351214.8792,343917.4965,358512.2619
30,kenya,Catch-up 25-35: TT,cancer_deaths,304601.5126,298666.9118,310536.1134
30,kenya,Catch-up 25-35: TT,vaccinations,0.0000,,
30,kenya,Catch-up 25-40: TTV,cancers,322278.4180,314851.1032,329705.7328
30,kenya,Catch-up 25-40: TTV,cancer_deaths,281504.4635,274442.7712,288566.1559
30,kenya,Catch-up 25-40: TTV,vaccinations,1907805.0000,,
30,kenya,Catch-up 25-40: V,cancers,330550.2934,323739.4038,337361.1831
30,kenya,Catch-up 25-40: V,cancer_deaths,288405.2488,282561.2986,294249.1990
30,kenya,Catch-up 25-40: V,vaccinations,1907805.0000,,
30,kenya,Catch-up 25-40: TT,cancers,345813.6075,338020.6686,353606.5465
30,kenya,Catch-up 25-40: TT,cancer_deaths,299891.4521,293041.2795,306741.6246
30,kenya,Catch-up 25-40: TT,vaccinations,0.0000,,
30,kenya,Catch-up 25-45: TTV,cancers,315521.1598,307734.2662,323308.0534
30,kenya,Catch-up 25-45: TTV,cancer_deaths,275993.6529,269472.8449,282514.4609
30,kenya,Catch-up 25-45: TTV,vaccinations,2352552.7500,,
30,kenya,Catch-up 25-45: V,cancers,327252.8736,320299.9637,334205.7834
30,kenya,Catch-up 25-45: V,cancer_deaths,286410.9321,281183.4065,291638.4577
30,kenya,Catch-up 25-45: V,vaccinations,2352552.7500,,
30,kenya,Catch-up 25-45: TT,cancers,348635.1118,340833.1080,356437.1156
30,kenya,Catch-up 25-45: TT,cancer_deaths,301489.1718,295004.6237,307973.7199
30,kenya,Catch-up 25-45: TT,vaccinations,0.0000,,
30,kenya,Catch-up 25-50: TTV,cancers,314350.2575,306351.8426,322348.6723
30,kenya,Catch-up 25-50: TTV,cancer_deaths,274441.2604,268074.5591,280807.9617
30,kenya,Catch-up 25-50: TTV,vaccinations,2699760.0000,,
30,kenya,Catch-up 25-50: V,cancers,327007.3625,318462.0232,335552.7018
30,kenya,Catch-up 25-50: V,cancer_deaths,286739.5396,279798.7155,293680.3637
30,kenya,Catch-up 25-50: V,vaccinations,2699760.0000,,
30,kenya,Catch-up 25-50: TT,cancers,346523.7044,337999.5157,355047.8931
30,kenya,Catch-up 25-50: TT,cancer_deaths,297972.6802,291412.5888,304532.7716
30,kenya,Catch-up 25-50: TT,vaccinations,0.0000,,
30,kenya,Catch-up 25-55: TTV,cancers,308423.9654,301063.1290,315784.8017
30,kenya,Catch-up 25-55: TTV,cancer_deaths,269806.7442,262748.0747,276865.4137
30,kenya,Catch-up 25-55: TTV,vaccinations,2927671.2500,,
30,kenya,Catch-up 25-55: V,cancers,327849.6577,320364.9318,335334.3835
30,kenya,Catch-up 25-55: V,cancer_deaths,287136.1377,280947.7131,293324.5623
30,kenya,Catch-up 25-55: V,vaccinations,2927671.2500,,
30,kenya,Catch-up 25-55: TT,cancers,342270.6767,334918.9041,349622.4494
30,kenya,Catch-up 25-55: TT,cancer_deaths,295970.8105,290099.6642,301841.9568
30,kenya,Catch-up 25-55: TT,vaccinations,0.0000,,
30,kenya,Catch-up 25-60: TTV,cancers,309069.8537,301289.0019,316850.7055
30,kenya,Catch-up 25-60: TTV,cancer_deaths,269723.6479,263372.0536,276075.2422
30,kenya,Catch-up 25-60: TTV,vaccinations,3167744.7500,,
30,kenya,Catch-up 25-60: V,cancers,325311.4380,318304.1406,332318.7354
30,kenya,Catch-up 25-60: V,cancer_deaths,285753.7150,279831.2008,291676.2292
30,kenya,Catch-up 25-60: V,vaccinations,3167744.7500,,
30,kenya,Catch-up 25-60: TT,cancers,338191.3933,331395.6123,344987.1744
30,kenya,Catch-up 25-60: TT,cancer_deaths,292205.0283,285055.7079,299354.3486
30,kenya,Catch-up 25-60: TT,vaccinations,0.0000,,
30,kenya,Catch-up 30-35: TTV,cancers,344061.0276,338280.5352,349841.5200
30,kenya,Catch-up 30-35: TTV,cancer_deaths,299664.8226,294277.1479,305052.4972
30,kenya,Catch-up 30-35: TTV,vaccinations,626660.9375,,
30,kenya,Catch-up 30-35: V,cancers,345802.2780,337873.3625,353731.1936
30,kenya,Catch-up 30-35: V,cancer_deaths,301878.2125,295251.6443,308504.7807
30,kenya,Catch-up 30-35: V,vaccinations,626660.9375,,
30,kenya,Catch-up 30-35: TT,cancers,359059.9440,351674.9344,366444.9536
30,kenya,Catch-up 30-35: TT,cancer_deaths,310712.8820,303605.8649,317819.8992
30,kenya,Catch-up 30-35: TT,vaccinations,0.0000,,
30,kenya,Catch-up 30-40: TTV,cancers,333368.0202,325173.1955,341562.8448
30,kenya,Catch-up 30-40: TTV,cancer_deaths,291041.6726,284363.7363,297719.6089
30,kenya,Catch-up 30-40: TTV,vaccinations,1170195.2500,,
30,kenya,Catch-up 30-40: V,cancers,347377.3338,339753.6095,355001.0581
30,kenya,Catch-up 30-40: V,cancer_deaths,302622.3038,295902.0635,309342.5441
30,kenya,Catch-up 30-40: V,vaccinations,1170195.2500,,
30,kenya,Catch-up 30-40: TT,cancers,351399.9574,344286.8994,358513.0154
30,kenya,Catch-up 30-40: TT,cancer_deaths,304503.3070,298181.9285,310824.6855
30,kenya,Catch-up 30-40: TT,vaccinations,0.0000,,
30,kenya,Catch-up 30-45: TTV,cancers,328416.2249,320979.8467,335852.6031
30,kenya,Catch-up 30-45: TTV,cancer_deaths,286743.3194,279539.6083,293947.0304
30,kenya,Catch-up 30-45: TTV,vaccinations,1569889.3750,,
30,kenya,Catch-up 30-45: V,cancers,337553.0622,331388.8145,343717.3100
30,kenya,Catch-up 30-45: V,cancer_deaths,294762.1290,288915.1568,300609.1012
30,kenya,Catch-up 30-45: V,vaccinations,1569889.3750,,
30,kenya,Catch-up 30-45: TT,cancers,347728.6024,339576.0829,355881.1219
30,kenya,Catch-up 30-45: TT,cancer_deaths,300707.3098,294624.6470,306789.9726
30,kenya,Catch-up 30-45: TT,vaccinations,0.0000,,
30,kenya,Catch-up 30-50: TTV,cancers,326380.3603,319128.3024,333632.4182
30,kenya,Catch-up 30-50: TTV,cancer_deaths,283989.8022,277792.3130,290187.2913
30,kenya,Catch-up 30-50: TTV,vaccinations,1950954.8750,,
30,kenya,Catch-up 30-50: V,cancers,333832.6059,326486.8762,341178.3355
30,kenya,Catch-up 30-50: V,cancer_deaths,292941.5621,287396.7590,298486.3652
30,kenya,Catch-up 30-50: V,vaccinations,1950954.8750,,
30,kenya,Catch-up 30-50: TT,cancers,345688.9637,336920.0187,354457.9087
30,kenya,Catch-up 30-50: TT,cancer_deaths,299831.0213,292902.2849,306759.7578
30,kenya,Catch-up 30-50: TT,vaccinations,0.0000,,
30,kenya,Catch-up 30-55: TTV,cancers,327679.6893,320034.8141,335324.5644
30,kenya,Catch-up 30-55: TTV,cancer_deaths,285829.2576,279078.8001,292579.7152
30,kenya,Catch-up 30-55: TTV,vaccinations,2205744.0000,,
30,kenya,Catch-up 30-55: V,cancers,342346.2170,335302.6576,349389.7765
