coverage,location,scenario,metric,value,low,high
30,kenya,Catch-up 30-55: V,cancer_deaths,298082.2109,291283.4058,304881.0160
30,kenya,Catch-up 30-55: V,vaccinations,2205744.0000,,
30,kenya,Catch-up 30-55: TT,cancers,344276.3230,336419.9284,352132.7176
30,kenya,Catch-up 30-55: TT,cancer_deaths,298085.9938,291580.2939,304591.6938
30,kenya,Catch-up 30-55: TT,vaccinations,0.0000,,
30,kenya,Catch-up 30-60: TTV,cancers,323370.0032,315927.5798,330812.4266
30,kenya,Catch-up 30-60: TTV,cancer_deaths,281088.9803,275121.1413,287056.8193
30,kenya,Catch-up 30-60: TTV,vaccinations,2423169.5000,,
30,kenya,Catch-up 30-60: V,cancers,337609.7185,329677.7821,345541.6548
30,kenya,Catch-up 30-60: V,cancer_deaths,295347.5832,287884.0056,302811.1607
30,kenya,Catch-up 30-60: V,vaccinations,2423169.5000,,
30,kenya,Catch-up 30-60: TT,cancers,343520.9020,336166.1082,350875.6958
30,kenya,Catch-up 30-60: TT,cancer_deaths,296760.2279,290070.2029,303450.2529
30,kenya,Catch-up 30-60: TT,vaccinations,0.0000,,
30,kenya,Catch-up 35-40: TTV,cancers,346497.2663,339196.8651,353797.6674
30,kenya,Catch-up 35-40: TTV,cancer_deaths,300907.4965,295571.1908,306243.8022
30,kenya,Catch-up 35-40: TTV,vaccinations,544251.8750,,
30,kenya,Catch-up 35-40: V,cancers,350572.7713,343595.6873,357549.8552
30,kenya,Catch-up 35-40: V,cancer_deaths,304567.5179,298823.2838,310311.7519
30,kenya,Catch-up 35-40: V,vaccinations,544251.8750,,
30,kenya,Catch-up 35-40: TT,cancers,358134.5514,350039.4433,366229.6595
30,kenya,Catch-up 35-40: TT,cancer_deaths,310206.7480,303262.9013,317150.5948
30,kenya,Catch-up 35-40: TT,vaccinations,0.0000,,
30,kenya,Catch-up 35-45: TTV,cancers,343887.2811,335024.6641,352749.8981
30,kenya,Catch-up 35-45: TTV,cancer_deaths,299139.8047,291313.6258,306965.9836
30,kenya,Catch-up 35-45: TTV,vaccinations,968240.4375,,
30,kenya,Catch-up 35-45: V,cancers,350213.9440,341408.7387,359019.1493
30,kenya,Catch-up 35-45: V,cancer_deaths,305421.1440,298075.4134,312766.8746
30,kenya,Catch-up 35-45: V,vaccinations,968240.4375,,
30,kenya,Catch-up 35-45: TT,cancers,345821.1620,338288.0892,353354.2349
30,kenya,Catch-up 35-45: TT,cancer_deaths,299657.2704,293991.6005,305322.9402
30,kenya,Catch-up 35-45: TT,vaccinations,0.0000,,
30,kenya,Catch-up 35-50: TTV,cancers,345073.2928,337310.5713,352836.0143
30,kenya,Catch-up 35-50: TTV,cancer_deaths,299441.9752,293646.3728,305237.5777
30,kenya,Catch-up 35-50: TTV,vaccinations,1310847.3750,,
30,kenya,Catch-up 35-50: V,cancers,345273.4826,338142.2929,352404.6723
30,kenya,Catch-up 35-50: V,cancer_deaths,300582.6631,294170.6343,306994.6919
30,kenya,Catch-up 35-50: V,vaccinations,1310847.3750,,
30,kenya,Catch-up 35-50: TT,cancers,342323.5572,335056.3923,349590.7221
30,kenya,Catch-up 35-50: TT,cancer_deaths,296986.8530,290762.1701,303211.5358
30,kenya,Catch-up 35-50: TT,vaccinations,0.0000,,
30,kenya,Catch-up 35-55: TTV,cancers,334614.4675,325851.5661,343377.3690
30,kenya,Catch-up 35-55: TTV,cancer_deaths,290467.5543,282967.7186,297967.3899
30,kenya,Catch-up 35-55: TTV,vaccinations,1539204.0000,,
30,kenya,Catch-up 35-55: V,cancers,346553.9224,338609.8993,354497.9454
30,kenya,Catch-up 35-55: V,cancer_deaths,302493.8809,295580.2519,309407.5099
30,kenya,Catch-up 35-55: V,vaccinations,1539204.0000,,
30,kenya,Catch-up 35-55: TT,cancers,347494.4234,339625.9421,355362.9046
30,kenya,Catch-up 35-55: TT,cancer_deaths,300669.5414,294695.6598,306643.4230
30,kenya,Catch-up 35-55: TT,vaccinations,0.0000,,
30,kenya,Catch-up 35-60: TTV,cancers,337919.4415,329244.1686,346594.7144
30,kenya,Catch-up 35-60: TTV,cancer_deaths,292835.8067,285290.6451,300380.9683
30,kenya,Catch-up 35-60: TTV,vaccinations,1766828.0000,,
30,kenya,Catch-up 35-60: V,cancers,348397.1541,339673.5346,357120.7737
30,kenya,Catch-up 35-60: V,cancer_deaths,303015.1224,295303.7676,310726.4773
30,kenya,Catch-up 35-60: V,vaccinations,1766828.0000,,
30,kenya,Catch-up 35-60: TT,cancers,344744.6859,336815.7715,352673.6004
30,kenya,Catch-up 35-60: TT,cancer_deaths,298531.6927,292279.8140,304783.5715
30,kenya,Catch-up 35-60: TT,vaccinations,0.0000,,
30,kenya,Catch-up 40-45: TTV,cancers,350111.9632,342675.5811,357548.3453
30,kenya,Catch-up 40-45: TTV,cancer_deaths,302973.5754,296492.0488,309455.1019
30,kenya,Catch-up 40-45: TTV,vaccinations,419372.9688,,
30,kenya,Catch-up 40-45: V,cancers,357541.5434,349413.1963,365669.8904
30,kenya,Catch-up 40-45: V,cancer_deaths,309968.7907,303390.5695,316547.0120
30,kenya,Catch-up 40-45: V,vaccinations,419372.9688,,
30,kenya,Catch-up 40-45: TT,cancers,353556.6885,345328.6255,361784.7514
30,kenya,Catch-up 40-45: TT,cancer_deaths,307298.3718,299484.2785,315112.4651
30,kenya,Catch-up 40-45: TT,vaccinations,0.0000,,
30,kenya,Catch-up 40-50: TTV,cancers,348737.0927,339439.3523,358034.8331
30,kenya,Catch-up 40-50: TTV,cancer_deaths,302735.6199,295973.0750,309498.1649
30,kenya,Catch-up 40-50: TTV,vaccinations,768567.2500,,
30,kenya,Catch-up 40-50: V,cancers,354791.8076,345104.2682,364479.3469
30,kenya,Catch-up 40-50: V,cancer_deaths,308525.9344,300878.0355,316173.8333
30,kenya,Catch-up 40-50: V,vaccinations,768567.2500,,
30,kenya,Catch-up 40-50: TT,cancers,348514.2439,341642.9208,355385.5671
30,kenya,Catch-up 40-50: TT,cancer_deaths,302180.3826,296176.2822,308184.4830
30,kenya,Catch-up 40-50: TT,vaccinations,0.0000,,
30,kenya,Catch-up 40-55: TTV,cancers,342221.5735,333930.0558,350513.0912
30,kenya,Catch-up 40-55: TTV,cancer_deaths,297009.5160,289938.7605,304080.2714
30,kenya,Catch-up 40-55: TTV,vaccinations,1038985.7500,,
30,kenya,Catch-up 40-55: V,cancers,353296.0701,346279.7047,360312.4354
30,kenya,Catch-up 40-55: V,cancer_deaths,307226.6076,300690.6900,313762.5253
30,kenya,Catch-up 40-55: V,vaccinations,1038985.7500,,
30,kenya,Catch-up 40-55: TT,cancers,349711.5871,342202.6875,357220.4867
30,kenya,Catch-up 40-55: TT,cancer_deaths,302221.9317,294861.0925,309582.7709
30,kenya,Catch-up 40-55: TT,vaccinations,0.0000,,
30,kenya,Catch-up 40-60: TTV,cancers,345719.1799,338297.9095,353140.4503
30,kenya,Catch-up 40-60: TTV,cancer_deaths,298830.0831,292061.4964,305598.6698
30,kenya,Catch-up 40-60: TTV,vaccinations,1244309.7500,,
30,kenya,Catch-up 40-60: V,cancers,353526.4725,346198.8734,360854.0717
30,kenya,Catch-up 40-60: V,cancer_deaths,307876.2677,300971.7039,314780.8315
30,kenya,Catch-up 40-60: V,vaccinations,1244309.7500,,
30,kenya,Catch-up 40-60: TT,cancers,346576.5851,338831.9947,354321.1754
30,kenya,Catch-up 40-60: TT,cancer_deaths,299162.4699,292273.0138,306051.9260
30,kenya,Catch-up 40-60: TT,vaccinations,0.0000,,
30,kenya,Catch-up 45-50: TTV,cancers,351811.6641,344030.8113,359592.5170
30,kenya,Catch-up 45-50: TTV,cancer_deaths,305186.9650,298560.3967,311813.5333
30,kenya,Catch-up 45-50: TTV,vaccinations,325096.1875,,
30,kenya,Catch-up 45-50: V,cancers,358580.2501,351204.3047,365956.1954
30,kenya,Catch-up 45-50: V,cancer_deaths,311351.2159,304150.5247,318551.9071
30,kenya,Catch-up 45-50: V,vaccinations,325096.1875,,
30,kenya,Catch-up 45-50: TT,cancers,355120.4155,348149.3759,362091.4550
30,kenya,Catch-up 45-50: TT,cancer_deaths,308382.4054,302559.6063,314205.2044
30,kenya,Catch-up 45-50: TT,vaccinations,0.0000,,
30,kenya,Catch-up 45-55: TTV,cancers,347222.4709,339861.6333,354583.3085
30,kenya,Catch-up 45-55: TTV,cancer_deaths,300899.9427,294215.9616,307583.9238
30,kenya,Catch-up 45-55: TTV,vaccinations,592780.3125,,
30,kenya,Catch-up 45-55: V,cancers,357998.5747,349093.6548,366903.4946
30,kenya,Catch-up 45-55: V,cancer_deaths,310773.3161,303406.4325,318140.1996
30,kenya,Catch-up 45-55: V,vaccinations,592780.3125,,
30,kenya,Catch-up 45-55: TT,cancers,351305.5298,342563.7794,360047.2801
30,kenya,Catch-up 45-55: TT,cancer_deaths,304918.7925,297044.2654,312793.3197
30,kenya,Catch-up 45-55: TT,vaccinations,0.0000,,
30,kenya,Catch-up 45-60: TTV,cancers,348117.6469,339049.5547,357185.7392
30,kenya,Catch-up 45-60: TTV,cancer_deaths,301598.7079,295552.3050,307645.1107
30,kenya,Catch-up 45-60: TTV,vaccinations,795339.3125,,
30,kenya,Catch-up 45-60: V,cancers,356106.2420,348080.6315,364131.8524
30,kenya,Catch-up 45-60: V,cancer_deaths,309851.6996,303173.7620,316529.6372
30,kenya,Catch-up 45-60: V,vaccinations,795339.3125,,
30,kenya,Catch-up 45-60: TT,cancers,350372.5839,341531.1171,359214.0507
30,kenya,Catch-up 45-60: TT,cancer_deaths,303343.7340,295707.9200,310979.5481
30,kenya,Catch-up 45-60: TT,vaccinations,0.0000,,
30,kenya,Catch-up 50-55: TTV,cancers,354991.9931,347041.9262,362942.0600
30,kenya,Catch-up 50-55: TTV,cancer_deaths,308737.4527,300986.8158,316488.0897
30,kenya,Catch-up 50-55: TTV,vaccinations,250505.7656,,
30,kenya,Catch-up 50-55: V,cancers,356601.0439,347780.7313,365421.3564
30,kenya,Catch-up 50-55: V,cancer_deaths,308654.3547,301659.1397,315649.5696
30,kenya,Catch-up 50-55: V,vaccinations,250505.7656,,
30,kenya,Catch-up 50-55: TT,cancers,353972.1728,345224.3797,362719.9660
30,kenya,Catch-up 50-55: TT,cancer_deaths,306924.4375,299808.3550,314040.5200
30,kenya,Catch-up 50-55: TT,vaccinations,0.0000,,
30,kenya,Catch-up 50-60: TTV,cancers,353949.5084,346102.1784,361796.8383
30,kenya,Catch-up 50-60: TTV,cancer_deaths,305598.6715,298648.7813,312548.5617
30,kenya,Catch-up 50-60: TTV,vaccinations,470900.3438,,
30,kenya,Catch-up 50-60: V,cancers,359018.3947,350669.4652,367367.3242
30,kenya,Catch-up 50-60: V,cancer_deaths,311226.5715,304155.8152,318297.3279
30,kenya,Catch-up 50-60: V,vaccinations,470900.3438,,
30,kenya,Catch-up 50-60: TT,cancers,353069.4420,347007.9302,359130.9538
30,kenya,Catch-up 50-60: TT,cancer_deaths,305897.0642,299723.7494,312070.3790
30,kenya,Catch-up 50-60: TT,vaccinations,0.0000,,
30,kenya,Catch-up 55-60: TTV,cancers,358330.9598,350338.5896,366323.3300
30,kenya,Catch-up 55-60: TTV,cancer_deaths,310452.2633,302701.6260,318202.9006
30,kenya,Catch-up 55-60: TTV,vaccinations,204137.9062,,
30,kenya,Catch-up 55-60: V,cancers,354723.8192,346565.2558,362882.3825
30,kenya,Catch-up 55-60: V,cancer_deaths,308223.7650,301869.1485,314578.3816
30,kenya,Catch-up 55-60: V,vaccinations,204137.9062,,
30,kenya,Catch-up 55-60: TT,cancers,347709.7193,339820.0872,355599.3514
30,kenya,Catch-up 55-60: TT,cancer_deaths,302233.2635,296186.8579,308279.6692
30,kenya,Catch-up 55-60: TT,vaccinations,0.0000,,
40,kenya,No interventions,cancers,943730.6245,928032.9423,959428.3067
40,kenya,No interventions,cancer_deaths,733538.0934,721826.0175,745250.1693
40,kenya,No interventions,vaccinations,0.0000,,
40,kenya,Baseline,cancers,354806.9155,346575.8329,363037.9981
40,kenya,Baseline,cancer_deaths,308106.6765,300026.6750,316186.6781
40,kenya,Baseline,vaccinations,0.0000,,
40,kenya,Catch-up 10-15: TTV,cancers,347588.8528,341185.8915,353991.8142
40,kenya,Catch-up 10-15: TTV,cancer_deaths,301474.0635,295896.0216,307052.1054
40,kenya,Catch-up 10-15: TTV,vaccinations,586978.6250,,
40,kenya,Catch-up 10-15: V,cancers,347996.7796,339539.0685,356454.4907
40,kenya,Catch-up 10-15: V,cancer_deaths,301606.2604,293758.9291,309453.5917
40,kenya,Catch-up 10-15: V,vaccinations,586978.6250,,
40,kenya,Catch-up 10-15: TT,cancers,359464.0946,351362.9437,367565.2455
40,kenya,Catch-up 10-15: TT,cancer_deaths,311766.6964,304487.4426,319045.9502
40,kenya,Catch-up 10-15: TT,vaccinations,0.0000,,
40,kenya,Catch-up 10-20: TTV,cancers,325662.7103,317764.0127,333561.4079
40,kenya,Catch-up 10-20: TTV,cancer_deaths,283328.8085,276088.8375,290568.7796
40,kenya,Catch-up 10-20: TTV,vaccinations,1790359.6250,,
40,kenya,Catch-up 10-20: V,cancers,330187.6904,323316.3665,337059.0143
40,kenya,Catch-up 10-20: V,cancer_deaths,286697.9938,280721.0892,292674.8984
40,kenya,Catch-up 10-20: V,vaccinations,1790359.6250,,
40,kenya,Catch-up 10-20: TT,cancers,357677.5207,350612.8094,364742.2320
40,kenya,Catch-up 10-20: TT,cancer_deaths,310705.3290,304891.5954,316519.0627
40,kenya,Catch-up 10-20: TT,vaccinations,0.0000,,
40,kenya,Catch-up 10-25: TTV,cancers,305836.6431,298134.3541,313538.9322
40,kenya,Catch-up 10-25: TTV,cancer_deaths,267555.5827,260690.3029,274420.8625
40,kenya,Catch-up 10-25: TTV,vaccinations,2952615.2500,,
40,kenya,Catch-up 10-25: V,cancers,306663.8298,299460.1211,313867.5385
40,kenya,Catch-up 10-25: V,cancer_deaths,268243.0184,261969.9879,274516.0490
40,kenya,Catch-up 10-25: V,vaccinations,2952615.2500,,
40,kenya,Catch-up 10-25: TT,cancers,357719.0685,349551.4407,365886.6963
40,kenya,Catch-up 10-25: TT,cancer_deaths,310051.8864,303407.1883,316696.5845
40,kenya,Catch-up 10-25: TT,vaccinations,0.0000,,
40,kenya,Catch-up 10-30: TTV,cancers,286554.4797,279417.2470,293691.7124
40,kenya,Catch-up 10-30: TTV,cancer_deaths,251710.5933,245059.8530,258361.3335
40,kenya,Catch-up 10-30: TTV,vaccinations,3941872.0000,,
40,kenya,Catch-up 10-30: V,cancers,291328.7510,284487.6437,298169.8582
40,kenya,Catch-up 10-30: V,cancer_deaths,256832.3593,251221.0799,262443.6388
40,kenya,Catch-up 10-30: V,vaccinations,3941872.0000,,
40,kenya,Catch-up 10-30: TT,cancers,349500.0694,342015.3436,356984.7952
40,kenya,Catch-up 10-30: TT,cancer_deaths,303011.3462,296614.4264,309408.2659
40,kenya,Catch-up 10-30: TT,vaccinations,0.0000,,
40,kenya,Catch-up 10-35: TTV,cancers,275430.8810,268060.9786,282800.7835
40,kenya,Catch-up 10-35: TTV,cancer_deaths,243204.5345,236638.4009,249770.6680
40,kenya,Catch-up 10-35: TTV,vaccinations,4734106.0000,,
40,kenya,Catch-up 10-35: V,cancers,284749.0187,277472.7874,292025.2499
40,kenya,Catch-up 10-35: V,cancer_deaths,251521.7358,246478.5336,256564.9380
40,kenya,Catch-up 10-35: V,vaccinations,4734106.0000,,
40,kenya,Catch-up 10-35: TT,cancers,343056.3144,336030.8846,350081.7442
40,kenya,Catch-up 10-35: TT,cancer_deaths,297424.9966,292137.0378,302712.9554
40,kenya,Catch-up 10-35: TT,vaccinations,0.0000,,
40,kenya,Catch-up 10-40: TTV,cancers,264118.4274,257289.4073,270947.4474
40,kenya,Catch-up 10-40: TTV,cancer_deaths,233021.4381,227138.2076,238904.6687
40,kenya,Catch-up 10-40: TTV,vaccinations,5445774.5000,,
40,kenya,Catch-up 10-40: V,cancers,277919.9987,270831.1134,285008.8841
40,kenya,Catch-up 10-40: V,cancer_deaths,245674.7659,239864.0557,251485.4762
40,kenya,Catch-up 10-40: V,vaccinations,5445774.5000,,
40,kenya,Catch-up 10-40: TT,cancers,341496.3661,334093.2260,348899.5061
40,kenya,Catch-up 10-40: TT,cancer_deaths,295630.8677,287916.4918,303345.2437
40,kenya,Catch-up 10-40: TT,vaccinations,0.0000,,
40,kenya,Catch-up 10-45: TTV,cancers,260005.1518,254218.6146,265791.6890
40,kenya,Catch-up 10-45: TTV,cancer_deaths,230320.8034,225455.8826,235185.7241
40,kenya,Catch-up 10-45: TTV,vaccinations,5919304.0000,,
40,kenya,Catch-up 10-45: V,cancers,275699.0562,268779.3853,282618.7272
40,kenya,Catch-up 10-45: V,cancer_deaths,244390.5489,238011.7599,250769.3379
40,kenya,Catch-up 10-45: V,vaccinations,5919304.0000,,
40,kenya,Catch-up 10-45: TT,cancers,337258.4459,329257.0109,345259.8809
40,kenya,Catch-up 10-45: TT,cancer_deaths,292182.3643,284398.4885,299966.2402
40,kenya,Catch-up 10-45: TT,vaccinations,0.0000,,
40,kenya,Catch-up 10-50: TTV,cancers,255359.3051,249246.4258,261472.1844
40,kenya,Catch-up 10-50: TTV,cancer_deaths,226645.6723,221396.9961,231894.3486
40,kenya,Catch-up 10-50: TTV,vaccinations,6417815.5000,,
40,kenya,Catch-up 10-50: V,cancers,272039.0336,265799.2444,278278.8228
40,kenya,Catch-up 10-50: V,cancer_deaths,241716.3506,235307.3458,248125.3555
40,kenya,Catch-up 10-50: V,vaccinations,6417815.5000,,
40,kenya,Catch-up 10-50: TT,cancers,338334.9232,331218.8430,345451.0034
40,kenya,Catch-up 10-50: TT,cancer_deaths,292276.7916,284985.4514,299568.1318
40,kenya,Catch-up 10-50: TT,vaccinations,0.0000,,
40,kenya,Catch-up 10-55: TTV,cancers,249935.3694,243278.5864,256592.1524
40,kenya,Catch-up 10-55: TTV,cancer_deaths,222143.3532,216628.7682,227657.9383
40,kenya,Catch-up 10-55: TTV,vaccinations,6777986.0000,,
40,kenya,Catch-up 10-55: V,cancers,272968.2042,265574.1284,280362.2800
40,kenya,Catch-up 10-55: V,cancer_deaths,243446.2686,237152.0880,249740.4493
40,kenya,Catch-up 10-55: V,vaccinations,6777986.0000,,
40,kenya,Catch-up 10-55: TT,cancers,330754.2590,322208.9195,339299.5984
40,kenya,Catch-up 10-55: TT,cancer_deaths,285428.8873,278019.7015,292838.0731
40,kenya,Catch-up 10-55: TT,vaccinations,0.0000,,
40,kenya,Catch-up 10-60: TTV,cancers,248681.3692,242423.4485,254939.2900
40,kenya,Catch-up 10-60: TTV,cancer_deaths,219140.5466,213514.1585,224766.9347
40,kenya,Catch-up 10-60: TTV,vaccinations,6998176.0000,,
40,kenya,Catch-up 10-60: V,cancers,273648.0823,267166.5569,280129.6077
40,kenya,Catch-up 10-60: V,cancer_deaths,243355.6189,237569.0822,249142.1555
40,kenya,Catch-up 10-60: V,vaccinations,6998176.0000,,
40,kenya,Catch-up 10-60: TT,cancers,328276.4729,320432.1641,336120.7817
40,kenya,Catch-up 10-60: TT,cancer_deaths,283404.3539,276502.8131,290305.8947
40,kenya,Catch-up 10-60: TT,vaccinations,0.0000,,
40,kenya,Catch-up 15-20: TTV,cancers,329787.3164,322039.7025,337534.9303
40,kenya,Catch-up 15-20: TTV,cancer_deaths,287868.8996,281106.3559,294631.4432
40,kenya,Catch-up 15-20: TTV,vaccinations,1206417.7500,,
40,kenya,Catch-up 15-20: V,cancers,333012.9703,324800.0173,341225.9233
40,kenya,Catch-up 15-20: V,cancer_deaths,289228.6618,281535.4366,296921.8869
40,kenya,Catch-up 15-20: V,vaccinations,1206417.7500,,
40,kenya,Catch-up 15-20: TT,cancers,355161.9632,345637.5952,364686.3312
40,kenya,Catch-up 15-20: TT,cancer_deaths,307268.1551,299997.9667,314538.3436
40,kenya,Catch-up 15-20: TT,vaccinations,0.0000,,
40,kenya,Catch-up 15-25: TTV,cancers,308295.5427,300421.0190,316170.0665
40,kenya,Catch-up 15-25: TTV,cancer_deaths,269145.7471,263649.2925,274642.2016
40,kenya,Catch-up 15-25: TTV,vaccinations,2352016.5000,,
40,kenya,Catch-up 15-25: V,cancers,313390.8677,305742.9709,321038.7645
40,kenya,Catch-up 15-25: V,cancer_deaths,273546.0843,266807.7131,280284.4555
40,kenya,Catch-up 15-25: V,vaccinations,2352016.5000,,
40,kenya,Catch-up 15-25: TT,cancers,357681.2953,349169.1932,366193.3975
40,kenya,Catch-up 15-25: TT,cancer_deaths,309730.8309,303342.9757,316118.6860
40,kenya,Catch-up 15-25: TT,vaccinations,0.0000,,
40,kenya,Catch-up 15-30: TTV,cancers,292609.1916,286574.8760,298643.5072
40,kenya,Catch-up 15-30: TTV,cancer_deaths,256598.1748,251627.4952,261568.8545
40,kenya,Catch-up 15-30: TTV,vaccinations,3354477.5000,,
40,kenya,Catch-up 15-30: V,cancers,299381.5574,292975.5742,305787.5405
40,kenya,Catch-up 15-30: V,cancer_deaths,263023.0469,256852.7548,269193.3391
40,kenya,Catch-up 15-30: V,vaccinations,3354477.5000,,
40,kenya,Catch-up 15-30: TT,cancers,351724.7898,343965.0883,359484.4914
40,kenya,Catch-up 15-30: TT,cancer_deaths,305500.4650,298931.3093,312069.6207
40,kenya,Catch-up 15-30: TT,vaccinations,0.0000,,
40,kenya,Catch-up 15-35: TTV,cancers,279049.3549,272531.5692,285567.1407
40,kenya,Catch-up 15-35: TTV,cancer_deaths,245625.6633,239509.7621,251741.5646
40,kenya,Catch-up 15-35: TTV,vaccinations,4172087.0000,,
40,kenya,Catch-up 15-35: V,cancers,288084.2112,281505.9912,294662.4312
40,kenya,Catch-up 15-35: V,cancer_deaths,253954.1984,248125.3568,259783.0399
40,kenya,Catch-up 15-35: V,vaccinations,4172087.0000,,
40,kenya,Catch-up 15-35: TT,cancers,342270.6771,334695.3009,349846.0532
40,kenya,Catch-up 15-35: TT,cancer_deaths,297432.5515,290337.6218,304527.4813
40,kenya,Catch-up 15-35: TT,vaccinations,0.0000,,
40,kenya,Catch-up 15-40: TTV,cancers,269081.5552,261817.4125,276345.6980
40,kenya,Catch-up 15-40: TTV,cancer_deaths,236983.6279,230752.9031,243214.3528
40,kenya,Catch-up 15-40: TTV,vaccinations,4858335.5000,,
40,kenya,Catch-up 15-40: V,cancers,285274.0388,276085.0785,294462.9991
40,kenya,Catch-up 15-40: V,cancer_deaths,252832.3957,245628.6850,260036.1064
40,kenya,Catch-up 15-40: V,vaccinations,4858335.5000,,
40,kenya,Catch-up 15-40: TT,cancers,346059.1202,338577.4173,353540.8231
40,kenya,Catch-up 15-40: TT,cancer_deaths,298932.0650,291815.9843,306048.1457
40,kenya,Catch-up 15-40: TT,vaccinations,0.0000,,
40,kenya,Catch-up 15-45: TTV,cancers,261323.3652,255431.0698,267215.6607
40,kenya,Catch-up 15-45: TTV,cancer_deaths,231212.2015,225857.7669,236566.6361
40,kenya,Catch-up 15-45: TTV,vaccinations,5362980.0000,,
40,kenya,Catch-up 15-45: V,cancers,280654.6291,273813.5221,287495.7362
40,kenya,Catch-up 15-45: V,cancer_deaths,248688.9028,243192.4462,254185.3594
40,kenya,Catch-up 15-45: V,vaccinations,5362980.0000,,
40,kenya,Catch-up 15-45: TT,cancers,341673.8921,334509.4646,348838.3196
40,kenya,Catch-up 15-45: TT,cancer_deaths,295340.0319,289157.6530,301522.4107
40,kenya,Catch-up 15-45: TT,vaccinations,0.0000,,
40,kenya,Catch-up 15-50: TTV,cancers,257168.5428,250309.3058,264027.7797
40,kenya,Catch-up 15-50: TTV,cancer_deaths,228031.8723,222278.5742,233785.1703
40,kenya,Catch-up 15-50: TTV,vaccinations,5839766.0000,,
40,kenya,Catch-up 15-50: V,cancers,277651.8239,271073.6047,284230.0431
40,kenya,Catch-up 15-50: V,cancer_deaths,246611.4895,241423.2463,251799.7327
40,kenya,Catch-up 15-50: V,vaccinations,5839766.0000,,
40,kenya,Catch-up 15-50: TT,cancers,331045.0964,323614.7612,338475.4316
40,kenya,Catch-up 15-50: TT,cancer_deaths,285640.4062,279802.4991,291478.3133
40,kenya,Catch-up 15-50: TT,vaccinations,0.0000,,
40,kenya,Catch-up 15-55: TTV,cancers,256080.7345,249843.9647,262317.5044
40,kenya,Catch-up 15-55: TTV,cancer_deaths,225021.5133,219373.9732,230669.0533
40,kenya,Catch-up 15-55: TTV,vaccinations,6185613.5000,,
40,kenya,Catch-up 15-55: V,cancers,279343.9702,273031.6602,285656.2801
40,kenya,Catch-up 15-55: V,cancer_deaths,248178.9900,241452.7071,254905.2729
40,kenya,Catch-up 15-55: V,vaccinations,6185613.5000,,
40,kenya,Catch-up 15-55: TT,cancers,332374.6401,323783.9736,340965.3066
40,kenya,Catch-up 15-55: TT,cancer_deaths,286407.1584,278940.5600,293873.7569
40,kenya,Catch-up 15-55: TT,vaccinations,0.0000,,
40,kenya,Catch-up 15-60: TTV,cancers,253191.2424,246292.7242,260089.7606
40,kenya,Catch-up 15-60: TTV,cancer_deaths,223087.6298,216551.7132,229623.5463
40,kenya,Catch-up 15-60: TTV,vaccinations,6425399.5000,,
40,kenya,Catch-up 15-60: V,cancers,276307.1731,270695.8941,281918.4521
40,kenya,Catch-up 15-60: V,cancer_deaths,246558.6093,241461.0181,251656.2005
40,kenya,Catch-up 15-60: V,vaccinations,6425399.5000,,
40,kenya,Catch-up 15-60: TT,cancers,333080.9624,324825.7048,341336.2199
40,kenya,Catch-up 15-60: TT,cancer_deaths,286154.0918,280461.2267,291846.9569
40,kenya,Catch-up 15-60: TT,vaccinations,0.0000,,
40,kenya,Catch-up 20-25: TTV,cancers,330176.3597,323845.9192,336506.8002
40,kenya,Catch-up 20-25: TTV,cancer_deaths,288563.8866,281904.0804,295223.6927
40,kenya,Catch-up 20-25: TTV,vaccinations,1183150.7500,,
40,kenya,Catch-up 20-25: V,cancers,332204.6702,324451.0144,339958.3261
40,kenya,Catch-up 20-25: V,cancer_deaths,290308.9150,283111.2469,297506.5831
40,kenya,Catch-up 20-25: V,vaccinations,1183150.7500,,
40,kenya,Catch-up 20-25: TT,cancers,351860.7678,344808.1433,358913.3923
40,kenya,Catch-up 20-25: TT,cancer_deaths,305779.9743,299603.6371,311956.3115
40,kenya,Catch-up 20-25: TT,vaccinations,0.0000,,
40,kenya,Catch-up 20-30: TTV,cancers,310826.2083,302595.1238,319057.2929
40,kenya,Catch-up 20-30: TTV,cancer_deaths,272409.1733,265897.4298,278920.9168
40,kenya,Catch-up 20-30: TTV,vaccinations,2149140.2500,,
40,kenya,Catch-up 20-30: V,cancers,316559.8656,309779.1938,323340.5374
40,kenya,Catch-up 20-30: V,cancer_deaths,277372.3008,270528.1728,284216.4288
40,kenya,Catch-up 20-30: V,vaccinations,2149140.2500,,
40,kenya,Catch-up 20-30: TT,cancers,348023.2198,340094.3037,355952.1359
40,kenya,Catch-up 20-30: TT,cancer_deaths,302550.5403,296056.9268,309044.1539
40,kenya,Catch-up 20-30: TT,vaccinations,0.0000,,
40,kenya,Catch-up 20-35: TTV,cancers,299921.6844,291361.2364,308482.1324
40,kenya,Catch-up 20-35: TTV,cancer_deaths,262796.4175,255344.9292,270247.9058
40,kenya,Catch-up 20-35: TTV,vaccinations,2982666.0000,,
40,kenya,Catch-up 20-35: V,cancers,303944.3097,296734.5561,311154.0632
40,kenya,Catch-up 20-35: V,cancer_deaths,267631.1241,260614.7579,274647.4903
40,kenya,Catch-up 20-35: V,vaccinations,2982666.0000,,
40,kenya,Catch-up 20-35: TT,cancers,348880.6210,340966.8145,356794.4276
40,kenya,Catch-up 20-35: TT,cancer_deaths,302184.1580,295469.9604,308898.3556
40,kenya,Catch-up 20-35: TT,vaccinations,0.0000,,
