location,scenario,cohort,value,low,high
kenya,Catch-up 10-45 80%,55_60,9457.8929,9439.7627,9476.0230
kenya,Catch-up 10-45 90%,10_15,10141.5494,10090.1806,10192.9181
kenya,Catch-up 10-45 90%,15_20,13408.7524,13251.6245,13565.8804
kenya,Catch-up 10-45 90%,20_25,17057.4448,16876.1434,17238.7463
kenya,Catch-up 10-45 90%,25_30,18288.7846,18113.5264,18464.0428
kenya,Catch-up 10-45 90%,30_35,17174.5361,16760.5644,17588.5079
kenya,Catch-up 10-45 90%,35_40,14594.7672,14516.2032,14673.3313
kenya,Catch-up 10-45 90%,40_45,12237.8482,12177.4143,12298.2820
kenya,Catch-up 10-45 90%,45_50,17355.8388,17026.4743,17685.2032
kenya,Catch-up 10-45 90%,50_55,14462.5694,14459.5477,14465.5911
kenya,Catch-up 10-45 90%,55_60,9465.4472,9386.8832,9544.0111
