location,scenario,cohort,value,low,high
kenya,Catch-up 10-45 80%,50_55,14364.3644,14282.7787,14445.9501
kenya,Catch-up 10-45 80%,55_60,9556.0978,9519.8375,9592.3581
kenya,Catch-up 10-45 90%,10_15,10228.4230,10059.2083,10397.6376
kenya,Catch-up 10-45 90%,15_20,14526.7781,14303.1730,14750.3832
kenya,Catch-up 10-45 90%,20_25,20830.7820,20253.6389,21407.9252
kenya,Catch-up 10-45 90%,25_30,26035.6467,25651.8918,26419.4016
kenya,Catch-up 10-45 90%,30_35,26874.1667,26188.2426,27560.0907
kenya,Catch-up 10-45 90%,35_40,25487.9661,25258.3175,25717.6147
kenya,Catch-up 10-45 90%,40_45,22692.9017,22354.4722,23031.3312
kenya,Catch-up 10-45 90%,45_50,19097.0886,18885.5702,19308.6070
kenya,Catch-up 10-45 90%,50_55,14628.7623,14287.3112,14970.2135
kenya,Catch-up 10-45 90%,55_60,9393.6819,9281.8794,9505.4845
