year,routine_vax_0_10,macs_10_15,additional_15_85,future_cancers,total_cancers
2086.0,6421.0753173828125,2379.5735473632812,2772.392333984375,12540.051574707031,24113.0927734375
2087.0,7395.5665283203125,2311.5859985351562,2908.3675842285156,13182.165924072266,25797.68603515625
2088.0,5952.71240234375,1782.7915649414062,1231.3347473144531,16944.16030883789,25910.9990234375
2089.0,5507.013397216797,1745.0205078125,989.6003723144531,16370.03759765625,24611.671875
2090.0,6073.5789794921875,1525.9486694335938,1291.7685852050781,16626.88296508789,25518.17919921875
2091.0,6375.747253417969,1586.3823852539062,1382.4188537597656,16944.16049194336,26288.708984375
2092.0,5726.086700439453,1510.8403015136719,1291.7684020996094,15931.891510009766,24460.5869140625
2093.0,3746.883758544922,868.7332153320312,498.5772705078125,20464.419525146484,25578.61376953125
2094.0,3694.0046997070312,929.1669311523438,611.8902282714844,20041.38247680664,25276.4443359375
2095.0,4275.6785888671875,906.504150390625,415.4809875488281,19761.87582397461,25359.53955078125
2096.0,4404.099884033203,982.0464477539062,475.9146728515625,20479.529327392578,26341.59033203125
2097.0,4948.00244140625,966.9378662109375,559.0110168457031,19270.85433959961,25744.8056640625
2098.0,2515.5487670898438,581.673583984375,0.0,22481.39093017578,25578.61328125
2099.0,2840.3794860839844,460.80621337890625,0.0,22405.84896850586,25707.03466796875
2100.0,2749.7291259765625,619.4445495605469,0.0,21748.63150024414,25117.80517578125
