location,scenario,cohort,value,low,high
kenya,Catch-up 10-45 90%,10_15,11599.5152,11360.8016,11838.2289
kenya,Catch-up 10-45 90%,15_20,14285.0429,13831.7893,14738.2965
kenya,Catch-up 10-45 90%,20_25,18001.7232,17753.9444,18249.5020
kenya,Catch-up 10-45 90%,25_30,22674.0145,22538.0384,22809.9906
kenya,Catch-up 10-45 90%,30_35,23674.9504,23100.8289,24249.0720
kenya,Catch-up 10-45 90%,35_40,22594.6961,22407.3512,22782.0410
kenya,Catch-up 10-45 90%,40_45,18602.2863,18550.9176,18653.6550
kenya,Catch-up 10-45 90%,45_50,17057.4468,16978.8828,17136.0108
kenya,Catch-up 10-45 90%,50_55,12169.8608,11940.2123,12399.5094
kenya,Catch-up 10-45 90%,55_60,7856.3964,7687.1817,8025.6111
