coverage,location,scenario,metric,value,low,high
30,kenya,Catch-up 30-55: TTV,vaccinations,2196459.7500,,
30,kenya,Catch-up 30-55: V,cancers,352846.5940,346147.5066,359545.6814
30,kenya,Catch-up 30-55: V,cancer_deaths,308937.6374,302543.7394,315331.5354
30,kenya,Catch-up 30-55: V,vaccinations,2196459.7500,,
30,kenya,Catch-up 30-55: TT,cancers,355430.1379,349093.6536,361766.6222
30,kenya,Catch-up 30-55: TT,cancer_deaths,308461.7192,302841.3740,314082.0643
30,kenya,Catch-up 30-55: TT,vaccinations,0.0000,,
30,kenya,Catch-up 30-60: TTV,cancers,334346.2934,327073.0864,341619.5005
30,kenya,Catch-up 30-60: TTV,cancer_deaths,293542.1203,287238.8735,299845.3671
30,kenya,Catch-up 30-60: TTV,vaccinations,2362078.5000,,
30,kenya,Catch-up 30-60: V,cancers,348234.7372,341985.8811,354483.5933
30,kenya,Catch-up 30-60: V,cancer_deaths,305039.6573,299340.7483,310738.5664
30,kenya,Catch-up 30-60: V,vaccinations,2362078.5000,,
30,kenya,Catch-up 30-60: TT,cancers,352944.7984,344499.1748,361390.4220
30,kenya,Catch-up 30-60: TT,cancer_deaths,307596.7623,300057.6432,315135.8815
30,kenya,Catch-up 30-60: TT,vaccinations,0.0000,,
30,kenya,Catch-up 35-40: TTV,cancers,362663.3080,355217.8643,370108.7518
30,kenya,Catch-up 35-40: TTV,cancer_deaths,315026.3442,308148.9754,321903.7130
30,kenya,Catch-up 35-40: TTV,vaccinations,534778.9375,,
30,kenya,Catch-up 35-40: V,cancers,365726.5484,357504.5318,373948.5649
30,kenya,Catch-up 35-40: V,cancer_deaths,317579.6735,309965.0113,325194.3357
30,kenya,Catch-up 35-40: V,vaccinations,534778.9375,,
30,kenya,Catch-up 35-40: TT,cancers,364098.6135,355776.8807,372420.3462
30,kenya,Catch-up 35-40: TT,cancer_deaths,316476.7570,309931.7750,323021.7391
30,kenya,Catch-up 35-40: TT,vaccinations,0.0000,,
30,kenya,Catch-up 35-45: TTV,cancers,357885.2602,349300.6388,366469.8816
30,kenya,Catch-up 35-45: TTV,cancer_deaths,311717.5918,304483.6638,318951.5198
30,kenya,Catch-up 35-45: TTV,vaccinations,951591.0000,,
30,kenya,Catch-up 35-45: V,cancers,359622.7343,353068.6891,366176.7796
30,kenya,Catch-up 35-45: V,cancer_deaths,312971.5958,306493.0904,319450.1011
30,kenya,Catch-up 35-45: V,vaccinations,951591.0000,,
30,kenya,Catch-up 35-45: TT,cancers,359441.4319,352138.0066,366744.8571
30,kenya,Catch-up 35-45: TT,cancer_deaths,312367.2568,305967.3149,318767.1986
30,kenya,Catch-up 35-45: TT,vaccinations,0.0000,,
30,kenya,Catch-up 35-50: TTV,cancers,351422.6212,344249.1298,358596.1126
30,kenya,Catch-up 35-50: TTV,cancer_deaths,306939.5428,299605.8996,314273.1859
30,kenya,Catch-up 35-50: TTV,vaccinations,1277979.0000,,
30,kenya,Catch-up 35-50: V,cancers,358421.6128,350840.1916,366003.0340
30,kenya,Catch-up 35-50: V,cancer_deaths,312461.6855,305986.2015,318937.1694
30,kenya,Catch-up 35-50: V,vaccinations,1277979.0000,,
30,kenya,Catch-up 35-50: TT,cancers,357941.9177,350266.8232,365617.0123
30,kenya,Catch-up 35-50: TT,cancer_deaths,310712.8813,304621.1536,316804.6090
30,kenya,Catch-up 35-50: TT,vaccinations,0.0000,,
30,kenya,Catch-up 35-55: TTV,cancers,347943.8987,340634.4304,355253.3669
30,kenya,Catch-up 35-55: TTV,cancer_deaths,304408.8759,297038.9716,311778.7803
30,kenya,Catch-up 35-55: TTV,vaccinations,1548783.0000,,
30,kenya,Catch-up 35-55: V,cancers,357790.8340,351167.2887,364414.3792
30,kenya,Catch-up 35-55: V,cancer_deaths,312321.9313,306338.9835,318304.8792
30,kenya,Catch-up 35-55: V,vaccinations,1548783.0000,,
30,kenya,Catch-up 35-55: TT,cancers,360585.8975,354276.6089,366895.1862
30,kenya,Catch-up 35-55: TT,cancer_deaths,313315.3128,306870.0459,319760.5797
30,kenya,Catch-up 35-55: TT,vaccinations,0.0000,,
30,kenya,Catch-up 35-60: TTV,cancers,344140.3475,336622.3826,351658.3123
30,kenya,Catch-up 35-60: TTV,cancer_deaths,302531.6534,296246.5363,308816.7705
30,kenya,Catch-up 35-60: TTV,vaccinations,1734836.0000,,
30,kenya,Catch-up 35-60: V,cancers,355539.6743,349441.9032,361637.4453
30,kenya,Catch-up 35-60: V,cancer_deaths,310116.0972,303238.7284,316993.4659
30,kenya,Catch-up 35-60: V,vaccinations,1734836.0000,,
30,kenya,Catch-up 35-60: TT,cancers,351573.7055,343765.6597,359381.7513
30,kenya,Catch-up 35-60: TT,cancer_deaths,306592.0502,299675.3999,313508.7005
30,kenya,Catch-up 35-60: TT,vaccinations,0.0000,,
30,kenya,Catch-up 40-45: TTV,cancers,359056.1676,352979.5494,365132.7858
30,kenya,Catch-up 40-45: TTV,cancer_deaths,313020.6969,306986.3799,319055.0139
30,kenya,Catch-up 40-45: TTV,vaccinations,431376.6250,,
30,kenya,Catch-up 40-45: V,cancers,365839.8629,358729.8253,372949.9006
30,kenya,Catch-up 40-45: V,cancer_deaths,317020.6638,310717.4180,323323.9095
30,kenya,Catch-up 40-45: V,vaccinations,431376.6250,,
30,kenya,Catch-up 40-45: TT,cancers,364929.5782,358868.0681,370991.0882
30,kenya,Catch-up 40-45: TT,cancer_deaths,316642.9511,310545.1787,322740.7235
30,kenya,Catch-up 40-45: TT,vaccinations,0.0000,,
30,kenya,Catch-up 40-50: TTV,cancers,358474.4901,351134.8043,365814.1759
30,kenya,Catch-up 40-50: TTV,cancer_deaths,312276.6068,305375.0655,319178.1480
30,kenya,Catch-up 40-50: TTV,vaccinations,773507.6250,,
30,kenya,Catch-up 40-50: V,cancers,367705.7545,360130.3768,375281.1322
30,kenya,Catch-up 40-50: V,cancer_deaths,319804.3936,312627.8778,326980.9094
30,kenya,Catch-up 40-50: V,vaccinations,773507.6250,,
30,kenya,Catch-up 40-50: TT,cancers,360517.9093,354033.3627,367002.4560
30,kenya,Catch-up 40-50: TT,cancer_deaths,313213.3293,306432.6542,319994.0044
30,kenya,Catch-up 40-50: TT,vaccinations,0.0000,,
30,kenya,Catch-up 40-55: TTV,cancers,358448.0496,351226.2108,365669.8884
30,kenya,Catch-up 40-55: TTV,cancer_deaths,312684.5327,306665.3244,318703.7410
30,kenya,Catch-up 40-55: TTV,vaccinations,1031144.5625,,
30,kenya,Catch-up 40-55: V,cancers,365020.2276,357882.9957,372157.4595
30,kenya,Catch-up 40-55: V,cancer_deaths,317968.7183,310828.4608,325108.9758
30,kenya,Catch-up 40-55: V,vaccinations,1031144.5625,,
30,kenya,Catch-up 40-55: TT,cancers,360295.0597,353922.3135,366667.8059
30,kenya,Catch-up 40-55: TT,cancer_deaths,313209.5538,307416.9731,319002.1345
30,kenya,Catch-up 40-55: TT,vaccinations,0.0000,,
30,kenya,Catch-up 40-60: TTV,cancers,354274.3414,347810.9456,360737.7372
30,kenya,Catch-up 40-60: TTV,cancer_deaths,308877.2016,302175.0915,315579.3116
30,kenya,Catch-up 40-60: TTV,vaccinations,1233189.8750,,
30,kenya,Catch-up 40-60: V,cancers,365178.8655,357860.3325,372497.3986
30,kenya,Catch-up 40-60: V,cancer_deaths,317621.2237,311194.0867,324048.3607
30,kenya,Catch-up 40-60: V,vaccinations,1233189.8750,,
30,kenya,Catch-up 40-60: TT,cancers,361549.0614,354257.7228,368840.4000
30,kenya,Catch-up 40-60: TT,cancer_deaths,314165.1653,308568.9948,319761.3358
30,kenya,Catch-up 40-60: TT,vaccinations,0.0000,,
30,kenya,Catch-up 45-50: TTV,cancers,364699.1738,357782.5257,371615.8219
30,kenya,Catch-up 45-50: TTV,cancer_deaths,317972.4957,312485.1042,323459.8873
30,kenya,Catch-up 45-50: TTV,vaccinations,324952.6562,,
30,kenya,Catch-up 45-50: V,cancers,364695.3961,358265.2392,371125.5529
30,kenya,Catch-up 45-50: V,cancer_deaths,316914.9038,310871.5212,322958.2864
30,kenya,Catch-up 45-50: V,vaccinations,324952.6562,,
30,kenya,Catch-up 45-50: TT,cancers,365231.7467,357955.5159,372507.9775
30,kenya,Catch-up 45-50: TT,cancer_deaths,316778.9279,310590.5048,322967.3509
30,kenya,Catch-up 45-50: TT,vaccinations,0.0000,,
30,kenya,Catch-up 45-55: TTV,cancers,361900.3335,355367.4392,368433.2277
30,kenya,Catch-up 45-55: TTV,cancer_deaths,314981.0201,308532.7327,321429.3075
30,kenya,Catch-up 45-55: TTV,vaccinations,605637.5625,,
30,kenya,Catch-up 45-55: V,cancers,366693.4875,359686.1889,373700.7860
30,kenya,Catch-up 45-55: V,cancer_deaths,318410.6404,311448.6648,325372.6159
30,kenya,Catch-up 45-55: V,vaccinations,605637.5625,,
30,kenya,Catch-up 45-55: TT,cancers,365443.2648,358795.5466,372090.9830
30,kenya,Catch-up 45-55: TT,cancer_deaths,318040.4827,311429.0226,324651.9429
30,kenya,Catch-up 45-55: TT,vaccinations,0.0000,,
30,kenya,Catch-up 45-60: TTV,cancers,355411.2518,347742.2027,363080.3010
30,kenya,Catch-up 45-60: TTV,cancer_deaths,309515.5365,302568.6692,316462.4039
30,kenya,Catch-up 45-60: TTV,vaccinations,817616.6875,,
30,kenya,Catch-up 45-60: V,cancers,364026.8493,357666.1916,370387.5069
30,kenya,Catch-up 45-60: V,cancer_deaths,315985.7334,309072.1047,322899.3620
30,kenya,Catch-up 45-60: V,vaccinations,817616.6875,,
30,kenya,Catch-up 45-60: TT,cancers,363547.1534,357098.8668,369995.4401
30,kenya,Catch-up 45-60: TT,cancer_deaths,316231.2456,310088.1481,322374.3432
30,kenya,Catch-up 45-60: TT,vaccinations,0.0000,,
30,kenya,Catch-up 50-55: TTV,cancers,364166.5986,356709.0656,371624.1316
30,kenya,Catch-up 50-55: TTV,cancer_deaths,317020.6622,310058.6858,323982.6385
30,kenya,Catch-up 50-55: TTV,vaccinations,265017.4062,,
30,kenya,Catch-up 50-55: V,cancers,370077.7817,362170.0194,377985.5440
30,kenya,Catch-up 50-55: V,cancer_deaths,321477.6566,313893.2116,329062.1016
30,kenya,Catch-up 50-55: V,vaccinations,265017.4062,,
30,kenya,Catch-up 50-55: TT,cancers,363611.3652,357256.7501,369965.9803
30,kenya,Catch-up 50-55: TT,cancer_deaths,316276.5719,310647.1609,321905.9830
30,kenya,Catch-up 50-55: TT,vaccinations,0.0000,,
30,kenya,Catch-up 50-60: TTV,cancers,363312.9764,356683.3893,369942.5635
30,kenya,Catch-up 50-60: TTV,cancer_deaths,316178.3663,310845.0819,321511.6508
30,kenya,Catch-up 50-60: TTV,vaccinations,472736.0000,,
30,kenya,Catch-up 50-60: V,cancers,374651.8655,367436.0692,381867.6618
30,kenya,Catch-up 50-60: V,cancer_deaths,325047.0290,318492.9797,331601.0782
30,kenya,Catch-up 50-60: V,vaccinations,472736.0000,,
30,kenya,Catch-up 50-60: TT,cancers,367090.0854,359934.7231,374245.4476
30,kenya,Catch-up 50-60: TT,cancer_deaths,318984.7601,312705.6849,325263.8354
30,kenya,Catch-up 50-60: TT,vaccinations,0.0000,,
30,kenya,Catch-up 55-60: TTV,cancers,366595.2844,359600.0720,373590.4968
30,kenya,Catch-up 55-60: TTV,cancer_deaths,318482.4062,312514.5658,324450.2467
30,kenya,Catch-up 55-60: TTV,vaccinations,197686.5938,,
30,kenya,Catch-up 55-60: V,cancers,369178.8308,363192.8633,375164.7984
30,kenya,Catch-up 55-60: V,cancer_deaths,321039.5119,315153.2570,326925.7668
30,kenya,Catch-up 55-60: V,vaccinations,197686.5938,,
30,kenya,Catch-up 55-60: TT,cancers,365926.7328,358662.5889,373190.8767
30,kenya,Catch-up 55-60: TT,cancer_deaths,317572.1212,310634.3190,324509.9235
30,kenya,Catch-up 55-60: TT,vaccinations,0.0000,,
40,kenya,No interventions,cancers,943730.6245,928032.9423,959428.3067
40,kenya,No interventions,cancer_deaths,733538.0934,721826.0175,745250.1693
40,kenya,No interventions,vaccinations,0.0000,,
40,kenya,Baseline,cancers,370323.2960,362811.3733,377835.2187
40,kenya,Baseline,cancer_deaths,321776.0489,316049.9449,327502.1528
40,kenya,Baseline,vaccinations,0.0000,,
40,kenya,Catch-up 10-15: TTV,cancers,358814.4323,351450.5745,366178.2902
40,kenya,Catch-up 10-15: TTV,cancer_deaths,311343.6608,305267.0394,317420.2822
40,kenya,Catch-up 10-15: TTV,vaccinations,595310.9375,,
40,kenya,Catch-up 10-15: V,cancers,358576.4737,351396.9377,365756.0097
40,kenya,Catch-up 10-15: V,cancer_deaths,311521.1854,306045.8806,316996.4901
40,kenya,Catch-up 10-15: V,vaccinations,595310.9375,,
40,kenya,Catch-up 10-15: TT,cancers,372672.6601,365740.9027,379604.4174
40,kenya,Catch-up 10-15: TT,cancer_deaths,323105.5935,317071.2770,329139.9099
40,kenya,Catch-up 10-15: TT,vaccinations,0.0000,,
40,kenya,Catch-up 10-20: TTV,cancers,338788.1776,330590.3325,346986.0226
40,kenya,Catch-up 10-20: TTV,cancer_deaths,295294.7052,288054.7341,302534.6764
40,kenya,Catch-up 10-20: TTV,vaccinations,1793396.3750,,
40,kenya,Catch-up 10-20: V,cancers,341095.9931,332750.0833,349441.9029
40,kenya,Catch-up 10-20: V,cancer_deaths,297315.4608,289649.4315,304981.4902
40,kenya,Catch-up 10-20: V,vaccinations,1793396.3750,,
40,kenya,Catch-up 10-20: TT,cancers,367267.6114,360224.0542,374311.1686
40,kenya,Catch-up 10-20: TT,cancer_deaths,319683.5267,313322.8667,326044.1868
40,kenya,Catch-up 10-20: TT,vaccinations,0.0000,,
40,kenya,Catch-up 10-25: TTV,cancers,320008.3697,313847.1432,326169.5961
40,kenya,Catch-up 10-25: TTV,cancer_deaths,280012.5042,273981.2098,286043.7985
40,kenya,Catch-up 10-25: TTV,vaccinations,2941903.5000,,
40,kenya,Catch-up 10-25: V,cancers,313727.0322,307339.1778,320114.8865
40,kenya,Catch-up 10-25: V,cancer_deaths,275442.1961,269429.0315,281455.3607
40,kenya,Catch-up 10-25: V,vaccinations,2941903.5000,,
40,kenya,Catch-up 10-25: TT,cancers,361824.7903,355086.4214,368563.1592
40,kenya,Catch-up 10-25: TT,cancer_deaths,314701.5143,307872.4937,321530.5350
40,kenya,Catch-up 10-25: TT,vaccinations,0.0000,,
40,kenya,Catch-up 10-30: TTV,cancers,297953.8068,291233.5681,304674.0456
40,kenya,Catch-up 10-30: TTV,cancer_deaths,261942.7925,255385.7238,268499.8612
40,kenya,Catch-up 10-30: TTV,vaccinations,3885660.7500,,
40,kenya,Catch-up 10-30: V,cancers,302569.4403,295776.6796,309362.2010
40,kenya,Catch-up 10-30: V,cancer_deaths,266139.1657,260249.8902,272028.4412
40,kenya,Catch-up 10-30: V,vaccinations,3885660.7500,,
40,kenya,Catch-up 10-30: TT,cancers,364820.0417,357117.7550,372522.3284
40,kenya,Catch-up 10-30: TT,cancer_deaths,316295.4565,309176.3518,323414.5611
40,kenya,Catch-up 10-30: TT,vaccinations,0.0000,,
40,kenya,Catch-up 10-35: TTV,cancers,287680.0598,281068.6015,294291.5181
40,kenya,Catch-up 10-35: TTV,cancer_deaths,253584.0391,248226.5815,258941.4968
40,kenya,Catch-up 10-35: TTV,vaccinations,4688546.5000,,
40,kenya,Catch-up 10-35: V,cancers,295347.5978,289032.2653,301662.9304
40,kenya,Catch-up 10-35: V,cancer_deaths,261583.9684,256087.5131,267080.4237
40,kenya,Catch-up 10-35: V,vaccinations,4688546.5000,,
40,kenya,Catch-up 10-35: TT,cancers,358096.7790,351911.3804,364282.1777
40,kenya,Catch-up 10-35: TT,cancer_deaths,310618.4526,304263.8366,316973.0686
40,kenya,Catch-up 10-35: TT,vaccinations,0.0000,,
40,kenya,Catch-up 10-40: TTV,cancers,275940.7914,269836.9777,282044.6052
40,kenya,Catch-up 10-40: TTV,cancer_deaths,244552.9624,238406.8445,250699.0804
40,kenya,Catch-up 10-40: TTV,vaccinations,5388015.0000,,
40,kenya,Catch-up 10-40: V,cancers,288378.8245,282737.3288,294020.3202
40,kenya,Catch-up 10-40: V,cancer_deaths,255548.1389,250063.7710,261032.5069
40,kenya,Catch-up 10-40: V,vaccinations,5388015.0000,,
40,kenya,Catch-up 10-40: TT,cancers,356106.2416,349313.4814,362899.0017
40,kenya,Catch-up 10-40: TT,cancer_deaths,307846.0514,301938.6451,313753.4577
40,kenya,Catch-up 10-40: TT,vaccinations,0.0000,,
40,kenya,Catch-up 10-45: TTV,cancers,267963.5301,261938.2795,273988.7807
40,kenya,Catch-up 10-45: TTV,cancer_deaths,237659.7301,231728.1522,243591.3081
40,kenya,Catch-up 10-45: TTV,vaccinations,5919667.0000,,
40,kenya,Catch-up 10-45: V,cancers,285685.7440,280361.5261,291009.9619
40,kenya,Catch-up 10-45: V,cancer_deaths,253837.1080,248041.5058,259632.7101
40,kenya,Catch-up 10-45: V,vaccinations,5919667.0000,,
40,kenya,Catch-up 10-45: TT,cancers,346138.4392,339681.0875,352595.7908
40,kenya,Catch-up 10-45: TT,cancer_deaths,301534.4954,294910.9496,308158.0412
40,kenya,Catch-up 10-45: TT,vaccinations,0.0000,,
40,kenya,Catch-up 10-50: TTV,cancers,263245.9155,257519.8124,268972.0187
40,kenya,Catch-up 10-50: TTV,cancer_deaths,235242.3795,229359.1492,241125.6098
40,kenya,Catch-up 10-50: TTV,vaccinations,6388429.0000,,
40,kenya,Catch-up 10-50: V,cancers,285508.2213,279679.3805,291337.0622
40,kenya,Catch-up 10-50: V,cancer_deaths,254335.6868,248165.3941,260505.9796
40,kenya,Catch-up 10-50: V,vaccinations,6388429.0000,,
40,kenya,Catch-up 10-50: TT,cancers,344038.3663,337931.5303,350145.2023
40,kenya,Catch-up 10-50: TT,cancer_deaths,299343.7695,293282.2577,305405.2813
40,kenya,Catch-up 10-50: TT,vaccinations,0.0000,,
40,kenya,Catch-up 10-55: TTV,cancers,259567.0067,253738.1666,265395.8467
40,kenya,Catch-up 10-55: TTV,cancer_deaths,232035.6112,226511.9628,237559.2596
40,kenya,Catch-up 10-55: TTV,vaccinations,6769646.0000,,
40,kenya,Catch-up 10-55: V,cancers,280839.7079,273487.9358,288191.4801
40,kenya,Catch-up 10-55: V,cancer_deaths,250056.2164,243707.6439,256404.7889
40,kenya,Catch-up 10-55: V,vaccinations,6769646.0000,,
40,kenya,Catch-up 10-55: TT,cancers,345670.0773,337296.9748,354043.1798
40,kenya,Catch-up 10-55: TT,cancer_deaths,300949.0442,293820.8756,308077.2128
40,kenya,Catch-up 10-55: TT,vaccinations,0.0000,,
40,kenya,Catch-up 10-60: TTV,cancers,255310.2025,249321.2131,261299.1920
40,kenya,Catch-up 10-60: TTV,cancer_deaths,229115.9043,223806.7951,234425.0135
40,kenya,Catch-up 10-60: TTV,vaccinations,6978460.0000,,
40,kenya,Catch-up 10-60: V,cancers,285228.7133,278469.1933,291988.2332
40,kenya,Catch-up 10-60: V,cancer_deaths,253701.1312,248237.9151,259164.3473
40,kenya,Catch-up 10-60: V,vaccinations,6978460.0000,,
40,kenya,Catch-up 10-60: TT,cancers,344975.0901,338112.8309,351837.3493
40,kenya,Catch-up 10-60: TT,cancer_deaths,299736.5897,292037.3216,307435.8579
40,kenya,Catch-up 10-60: TT,vaccinations,0.0000,,
40,kenya,Catch-up 15-20: TTV,cancers,344495.3952,337430.6849,351560.1054
40,kenya,Catch-up 15-20: TTV,cancer_deaths,300586.4404,293778.5694,307394.3114
40,kenya,Catch-up 15-20: TTV,vaccinations,1211033.3750,,
40,kenya,Catch-up 15-20: V,cancers,341911.8502,333982.9363,349840.7640
40,kenya,Catch-up 15-20: V,cancer_deaths,298089.7697,292384.8163,303794.7232
40,kenya,Catch-up 15-20: V,vaccinations,1211033.3750,,
40,kenya,Catch-up 15-20: TT,cancers,366515.9663,359366.6477,373665.2849
40,kenya,Catch-up 15-20: TT,cancer_deaths,317912.0611,310998.4317,324825.6905
40,kenya,Catch-up 15-20: TT,vaccinations,0.0000,,
40,kenya,Catch-up 15-25: TTV,cancers,318614.6144,313187.6581,324041.5707
40,kenya,Catch-up 15-25: TTV,cancer_deaths,278694.2874,273004.4429,284384.1320
40,kenya,Catch-up 15-25: TTV,vaccinations,2348481.0000,,
40,kenya,Catch-up 15-25: V,cancers,321081.0711,314152.3345,328009.8077
40,kenya,Catch-up 15-25: V,cancer_deaths,281338.2696,274893.0028,287783.5365
40,kenya,Catch-up 15-25: V,vaccinations,2348481.0000,,
40,kenya,Catch-up 15-25: TT,cancers,369858.7114,362114.1200,377603.3028
40,kenya,Catch-up 15-25: TT,cancer_deaths,320397.4023,313810.1145,326984.6900
40,kenya,Catch-up 15-25: TT,vaccinations,0.0000,,
40,kenya,Catch-up 15-30: TTV,cancers,305334.2877,298940.3910,311728.1845
40,kenya,Catch-up 15-30: TTV,cancer_deaths,267415.8278,261550.7256,273280.9300
40,kenya,Catch-up 15-30: TTV,vaccinations,3330130.2500,,
40,kenya,Catch-up 15-30: V,cancers,308186.0060,301420.4416,314951.5704
40,kenya,Catch-up 15-30: V,cancer_deaths,271257.1535,264355.6124,278158.6945
40,kenya,Catch-up 15-30: V,vaccinations,3330130.2500,,
40,kenya,Catch-up 15-30: TT,cancers,362395.1351,354287.9412,370502.3290
40,kenya,Catch-up 15-30: TT,cancer_deaths,315041.4552,308006.9584,322075.9520
40,kenya,Catch-up 15-30: TT,vaccinations,0.0000,,
40,kenya,Catch-up 15-35: TTV,cancers,293368.3906,287500.2684,299236.5127
40,kenya,Catch-up 15-35: TTV,cancer_deaths,259072.1847,253149.6709,264994.6985
40,kenya,Catch-up 15-35: TTV,vaccinations,4120370.5000,,
40,kenya,Catch-up 15-35: V,cancers,301511.8472,294416.9195,308606.7750
40,kenya,Catch-up 15-35: V,cancer_deaths,265504.6111,260189.4570,270819.7653
40,kenya,Catch-up 15-35: V,vaccinations,4120370.5000,,
40,kenya,Catch-up 15-35: TT,cancers,355218.6185,348054.1910,362383.0460
40,kenya,Catch-up 15-35: TT,cancer_deaths,308930.0843,302536.1870,315323.9816
40,kenya,Catch-up 15-35: TT,vaccinations,0.0000,,
40,kenya,Catch-up 15-40: TTV,cancers,280333.5759,274184.4352,286482.7166
40,kenya,Catch-up 15-40: TTV,cancer_deaths,248688.8993,242636.4530,254741.3457
40,kenya,Catch-up 15-40: TTV,vaccinations,4799450.0000,,
40,kenya,Catch-up 15-40: V,cancers,297251.2651,291733.6577,302768.8724
40,kenya,Catch-up 15-40: V,cancer_deaths,262686.8826,256997.0382,268376.7270
40,kenya,Catch-up 15-40: V,vaccinations,4799450.0000,,
40,kenya,Catch-up 15-40: TT,cancers,351875.8744,344811.1624,358940.5863
40,kenya,Catch-up 15-40: TT,cancer_deaths,306142.5718,299712.4131,312572.7306
40,kenya,Catch-up 15-40: TT,vaccinations,0.0000,,
40,kenya,Catch-up 15-45: TTV,cancers,272575.3854,265948.8184,279201.9523
40,kenya,Catch-up 15-45: TTV,cancer_deaths,241769.2293,236248.6014,247289.8571
40,kenya,Catch-up 15-45: TTV,vaccinations,5338157.5000,,
40,kenya,Catch-up 15-45: V,cancers,288042.6639,281370.7715,294714.5562
40,kenya,Catch-up 15-45: V,cancer_deaths,255767.2109,249479.0722,262055.3495
40,kenya,Catch-up 15-45: V,vaccinations,5338157.5000,,
40,kenya,Catch-up 15-45: TT,cancers,351992.9645,344272.5456,359713.3835
40,kenya,Catch-up 15-45: TT,cancer_deaths,304646.8366,298053.5084,311240.1649
40,kenya,Catch-up 15-45: TT,vaccinations,0.0000,,
40,kenya,Catch-up 15-50: TTV,cancers,269549.9185,263071.4159,276028.4212
40,kenya,Catch-up 15-50: TTV,cancer_deaths,240027.9810,233936.2544,246119.7076
40,kenya,Catch-up 15-50: TTV,vaccinations,5832974.5000,,
40,kenya,Catch-up 15-50: V,cancers,292816.9318,287124.0666,298509.7970
40,kenya,Catch-up 15-50: V,cancer_deaths,260137.3308,253797.8240,266476.8376
40,kenya,Catch-up 15-50: V,vaccinations,5832974.5000,,
40,kenya,Catch-up 15-50: TT,cancers,349764.4686,341923.1826,357605.7546
40,kenya,Catch-up 15-50: TT,cancer_deaths,303370.1714,296154.3733,310585.9695
40,kenya,Catch-up 15-50: TT,vaccinations,0.0000,,
40,kenya,Catch-up 15-55: TTV,cancers,263646.2920,257491.1086,269801.4753
40,kenya,Catch-up 15-55: TTV,cancer_deaths,235661.6400,229388.6119,241934.6680
40,kenya,Catch-up 15-55: TTV,vaccinations,6157776.5000,,
40,kenya,Catch-up 15-55: V,cancers,288450.5910,282449.5132,294451.6688
40,kenya,Catch-up 15-55: V,cancer_deaths,255857.8628,250597.0994,261118.6262
40,kenya,Catch-up 15-55: V,vaccinations,6157776.5000,,
40,kenya,Catch-up 15-55: TT,cancers,343437.8047,336083.0115,350792.5979
40,kenya,Catch-up 15-55: TT,cancer_deaths,298905.6235,292342.5112,305468.7359
40,kenya,Catch-up 15-55: TT,vaccinations,0.0000,,
40,kenya,Catch-up 15-60: TTV,cancers,263548.0851,257265.9902,269830.1800
40,kenya,Catch-up 15-60: TTV,cancer_deaths,235499.2237,230456.0239,240542.4235
40,kenya,Catch-up 15-60: TTV,vaccinations,6397464.0000,,
40,kenya,Catch-up 15-60: V,cancers,290713.0817,285162.2368,296263.9266
40,kenya,Catch-up 15-60: V,cancer_deaths,258161.9007,252441.8398,263881.9616
40,kenya,Catch-up 15-60: V,vaccinations,6397464.0000,,
40,kenya,Catch-up 15-60: TT,cancers,344140.3472,335008.8000,353271.8943
40,kenya,Catch-up 15-60: TT,cancer_deaths,299559.0663,292382.5513,306735.5813
40,kenya,Catch-up 15-60: TT,vaccinations,0.0000,,
40,kenya,Catch-up 20-25: TTV,cancers,341983.6154,335888.8656,348078.3653
40,kenya,Catch-up 20-25: TTV,cancer_deaths,298467.4803,292635.6157,304299.3448
40,kenya,Catch-up 20-25: TTV,vaccinations,1174946.7500,,
40,kenya,Catch-up 20-25: V,cancers,343940.1608,336449.3909,351430.9306
40,kenya,Catch-up 20-25: V,cancer_deaths,299800.8009,293156.1024,306445.4993
40,kenya,Catch-up 20-25: V,vaccinations,1174946.7500,,
40,kenya,Catch-up 20-25: TT,cancers,367331.8215,359590.2512,375073.3918
40,kenya,Catch-up 20-25: TT,cancer_deaths,319687.3049,312689.0681,326685.5417
40,kenya,Catch-up 20-25: TT,vaccinations,0.0000,,
40,kenya,Catch-up 20-30: TTV,cancers,326395.4692,319076.9351,333714.0033
40,kenya,Catch-up 20-30: TTV,cancer_deaths,284850.9840,278037.0728,291664.8952
40,kenya,Catch-up 20-30: TTV,vaccinations,2135180.0000,,
40,kenya,Catch-up 20-30: V,cancers,329556.9126,323292.9484,335820.8768
40,kenya,Catch-up 20-30: V,cancer_deaths,288072.8617,282603.6003,293542.1231
40,kenya,Catch-up 20-30: V,vaccinations,2135180.0000,,
40,kenya,Catch-up 20-30: TT,cancers,363992.8533,355816.1601,372169.5466
40,kenya,Catch-up 20-30: TT,cancer_deaths,315483.3772,306995.4468,323971.3075
40,kenya,Catch-up 20-30: TT,vaccinations,0.0000,,
40,kenya,Catch-up 20-35: TTV,cancers,308510.8396,302645.7394,314375.9398
40,kenya,Catch-up 20-35: TTV,cancer_deaths,270992.7526,265638.3178,276347.1874
40,kenya,Catch-up 20-35: TTV,vaccinations,2969347.7500,,
40,kenya,Catch-up 20-35: V,cancers,322021.5715,313784.4437,330258.6993
40,kenya,Catch-up 20-35: V,cancer_deaths,283124.8413,275903.0012,290346.6813
40,kenya,Catch-up 20-35: V,vaccinations,2969347.7500,,
40,kenya,Catch-up 20-35: TT,cancers,361360.2052,354800.1162,367920.2941
