location,coverage,scenario,year,metric,value,low,high
kenya,70,Catch-up to 30,2025.0000,asr_cancer_incidence,26.4185,25.2492,26.8299
kenya,70,Catch-up to 30,2026.0000,asr_cancer_incidence,26.4040,24.5453,27.4611
kenya,70,Catch-up to 30,2027.0000,asr_cancer_incidence,26.5840,25.2423,27.1628
kenya,70,Catch-up to 30,2028.0000,asr_cancer_incidence,26.3451,23.6397,27.5510
kenya,70,Catch-up to 30,2029.0000,asr_cancer_incidence,24.2372,22.7769,24.8340
kenya,70,Catch-up to 30,2030.0000,asr_cancer_incidence,25.0174,23.9231,25.7959
kenya,70,Catch-up to 30,2031.0000,asr_cancer_incidence,24.0586,23.4394,24.7962
kenya,70,Catch-up to 30,2032.0000,asr_cancer_incidence,23.6732,22.8097,25.0735
kenya,70,Catch-up to 30,2033.0000,asr_cancer_incidence,23.3182,22.8680,24.7880
kenya,70,Catch-up to 30,2034.0000,asr_cancer_incidence,23.0378,22.6794,23.5293
kenya,70,Catch-up to 30,2035.0000,asr_cancer_incidence,22.8004,20.7509,23.9102
kenya,70,Catch-up to 30,2036.0000,asr_cancer_incidence,22.5564,21.3233,23.6874
kenya,70,Catch-up to 30,2037.0000,asr_cancer_incidence,20.7973,20.4626,22.2168
kenya,70,Catch-up to 30,2038.0000,asr_cancer_incidence,20.7604,19.4240,21.0540
kenya,70,Catch-up to 30,2039.0000,asr_cancer_incidence,19.9911,19.0702,20.7354
kenya,70,Catch-up to 30,2040.0000,asr_cancer_incidence,18.6085,17.5634,19.9228
kenya,70,Catch-up to 30,2041.0000,asr_cancer_incidence,18.7097,17.6995,19.3126
kenya,70,Catch-up to 30,2042.0000,asr_cancer_incidence,17.7658,16.3674,18.3097
kenya,70,Catch-up to 30,2043.0000,asr_cancer_incidence,16.8408,16.1851,18.4991
kenya,70,Catch-up to 30,2044.0000,asr_cancer_incidence,15.5762,15.2094,16.6501
kenya,70,Catch-up to 30,2045.0000,asr_cancer_incidence,15.0126,14.3389,15.6117
kenya,70,Catch-up to 30,2046.0000,asr_cancer_incidence,14.2752,13.5974,15.0758
kenya,70,Catch-up to 30,2047.0000,asr_cancer_incidence,14.1555,13.4972,14.6804
kenya,70,Catch-up to 30,2048.0000,asr_cancer_incidence,13.0927,12.6408,13.4916
kenya,70,Catch-up to 30,2049.0000,asr_cancer_incidence,12.3620,11.8701,12.6178
kenya,70,Catch-up to 30,2050.0000,asr_cancer_incidence,11.4380,10.8285,11.9885
kenya,70,Catch-up to 30,2051.0000,asr_cancer_incidence,11.3514,10.8343,11.9393
kenya,70,Catch-up to 30,2052.0000,asr_cancer_incidence,11.1235,10.5010,11.8032
kenya,70,Catch-up to 30,2053.0000,asr_cancer_incidence,10.3362,10.0560,10.7203
kenya,70,Catch-up to 30,2054.0000,asr_cancer_incidence,9.5172,9.3108,9.7123
kenya,70,Catch-up to 30,2055.0000,asr_cancer_incidence,8.9830,8.4841,9.5661
kenya,70,Catch-up to 30,2056.0000,asr_cancer_incidence,8.5574,8.1048,9.0429
kenya,70,Catch-up to 30,2057.0000,asr_cancer_incidence,7.9538,7.3821,8.1409
kenya,70,Catch-up to 30,2058.0000,asr_cancer_incidence,7.0408,6.5214,7.6424
kenya,70,Catch-up to 30,2059.0000,asr_cancer_incidence,7.2112,6.9670,7.5019
kenya,70,Catch-up to 30,2060.0000,asr_cancer_incidence,6.4889,6.3170,6.8128
kenya,70,Catch-up to 30,2061.0000,asr_cancer_incidence,6.1230,5.7408,6.2705
kenya,70,Catch-up to 30,2062.0000,asr_cancer_incidence,5.8162,5.5440,6.0069
kenya,70,Catch-up to 30,2063.0000,asr_cancer_incidence,5.4266,5.0570,5.6277
kenya,70,Catch-up to 30,2064.0000,asr_cancer_incidence,4.9796,4.7586,5.2177
kenya,70,Catch-up to 30,2065.0000,asr_cancer_incidence,4.6520,4.4055,4.8579
kenya,70,Catch-up to 30,2066.0000,asr_cancer_incidence,4.3593,4.1946,4.5509
kenya,70,Catch-up to 30,2067.0000,asr_cancer_incidence,4.2203,4.0942,4.4499
kenya,70,Catch-up to 30,2068.0000,asr_cancer_incidence,4.1004,3.7354,4.3946
kenya,70,Catch-up to 30,2069.0000,asr_cancer_incidence,3.8873,3.8298,4.2336
kenya,70,Catch-up to 30,2070.0000,asr_cancer_incidence,3.6451,3.3636,3.8687
kenya,70,Catch-up to 30,2071.0000,asr_cancer_incidence,3.6173,3.3255,3.7139
kenya,70,Catch-up to 30,2072.0000,asr_cancer_incidence,3.5290,3.1343,3.6551
kenya,70,Catch-up to 30,2073.0000,asr_cancer_incidence,3.2647,3.0413,3.4343
kenya,70,Catch-up to 30,2074.0000,asr_cancer_incidence,3.1509,2.8480,3.4249
kenya,70,Catch-up to 30,2075.0000,asr_cancer_incidence,2.8585,2.7166,3.2307
kenya,70,Catch-up to 30,2076.0000,asr_cancer_incidence,2.8890,2.6033,3.1410
kenya,70,Catch-up to 30,2077.0000,asr_cancer_incidence,2.8049,2.4944,3.1171
kenya,70,Catch-up to 30,2078.0000,asr_cancer_incidence,2.8425,2.5110,2.8924
kenya,70,Catch-up to 30,2079.0000,asr_cancer_incidence,2.7450,2.4602,2.9462
kenya,70,Catch-up to 30,2080.0000,asr_cancer_incidence,2.6966,2.5312,2.7658
kenya,70,Catch-up to 30,2081.0000,asr_cancer_incidence,2.7354,2.6432,2.9485
kenya,70,Catch-up to 30,2082.0000,asr_cancer_incidence,2.6388,2.4549,2.7143
kenya,70,Catch-up to 30,2083.0000,asr_cancer_incidence,2.7319,2.4448,2.9462
kenya,70,Catch-up to 30,2084.0000,asr_cancer_incidence,2.5999,2.4111,2.7223
kenya,70,Catch-up to 30,2085.0000,asr_cancer_incidence,2.6015,2.5270,2.7321
kenya,70,Catch-up to 30,2086.0000,asr_cancer_incidence,2.4058,2.1356,2.5782
kenya,70,Catch-up to 30,2087.0000,asr_cancer_incidence,2.5140,2.2822,2.7359
kenya,70,Catch-up to 30,2088.0000,asr_cancer_incidence,2.5072,2.3766,2.5559
kenya,70,Catch-up to 30,2089.0000,asr_cancer_incidence,2.5284,2.3709,2.7385
kenya,70,Catch-up to 30,2090.0000,asr_cancer_incidence,2.5756,2.4318,2.7532
kenya,70,Catch-up to 30,2091.0000,asr_cancer_incidence,2.5083,2.4563,2.7955
kenya,70,Catch-up to 30,2092.0000,asr_cancer_incidence,2.4787,2.2333,2.7938
kenya,70,Catch-up to 30,2093.0000,asr_cancer_incidence,2.5092,2.2410,2.6390
kenya,70,Catch-up to 30,2094.0000,asr_cancer_incidence,2.5915,2.4823,2.7420
kenya,70,Catch-up to 30,2095.0000,asr_cancer_incidence,2.5037,2.3480,2.5712
kenya,70,Catch-up to 30,2096.0000,asr_cancer_incidence,2.4384,2.3330,2.6426
kenya,70,Catch-up to 30,2097.0000,asr_cancer_incidence,2.5443,2.3563,2.6576
kenya,70,Catch-up to 30,2098.0000,asr_cancer_incidence,2.4962,2.4443,2.7233
kenya,70,Catch-up to 30,2099.0000,asr_cancer_incidence,2.4812,2.3398,2.6322
kenya,70,Catch-up to 30,2100.0000,asr_cancer_incidence,2.4390,2.3746,2.6246
kenya,70,Catch-up to 30,2020.0000,cancers,4698.7289,4532.5359,4883.8073
kenya,70,Catch-up to 30,2021.0000,cancers,4974.4582,4838.4821,5178.4223
kenya,70,Catch-up to 30,2022.0000,cancers,4812.0425,4608.0784,5201.0848
kenya,70,Catch-up to 30,2023.0000,cancers,5027.3378,4785.6025,5295.5127
kenya,70,Catch-up to 30,2024.0000,cancers,5004.6750,4800.7108,5454.1515
kenya,70,Catch-up to 30,2025.0000,cancers,5125.5425,4895.1388,5287.9586
kenya,70,Catch-up to 30,2026.0000,cancers,5363.5009,4944.2411,5552.3565
kenya,70,Catch-up to 30,2027.0000,cancers,5525.9167,5284.1813,5695.8869
kenya,70,Catch-up to 30,2028.0000,cancers,5612.7902,5102.8800,5903.6281
kenya,70,Catch-up to 30,2029.0000,cancers,5371.0549,5031.1147,5575.0191
kenya,70,Catch-up to 30,2030.0000,cancers,5710.9951,5499.4767,5899.8508
kenya,70,Catch-up to 30,2031.0000,cancers,5616.5674,5480.5916,5880.9652
kenya,70,Catch-up to 30,2032.0000,cancers,5733.6578,5552.3563,6118.9235
kenya,70,Catch-up to 30,2033.0000,cancers,5824.3084,5733.6581,6171.8028
kenya,70,Catch-up to 30,2034.0000,cancers,5914.9593,5775.2061,5998.0556
kenya,70,Catch-up to 30,2035.0000,cancers,5964.0617,5450.3742,6228.4597
kenya,70,Catch-up to 30,2036.0000,cancers,5998.0560,5714.7725,6311.5562
kenya,70,Catch-up to 30,2037.0000,cancers,5763.8748,5620.3444,6073.5978
kenya,70,Catch-up to 30,2038.0000,cancers,5873.4111,5495.6998,5990.5015
kenya,70,Catch-up to 30,2039.0000,cancers,5744.9893,5537.2481,6016.9411
kenya,70,Catch-up to 30,2040.0000,cancers,5514.5851,5159.5366,5888.5197
kenya,70,Catch-up to 30,2041.0000,cancers,5631.6758,5333.2839,5809.2000
kenya,70,Catch-up to 30,2042.0000,cancers,5442.8201,5083.9943,5661.8927
kenya,70,Catch-up to 30,2043.0000,cancers,5329.5069,5125.5430,5756.3207
kenya,70,Catch-up to 30,2044.0000,cancers,5046.2233,4917.8015,5340.8380
kenya,70,Catch-up to 30,2045.0000,cancers,4993.3437,4770.4941,5182.1992
kenya,70,Catch-up to 30,2046.0000,cancers,4834.7051,4645.8495,5099.1030
kenya,70,Catch-up to 30,2047.0000,cancers,4929.1327,4744.0543,5121.7655
kenya,70,Catch-up to 30,2048.0000,cancers,4676.0663,4521.2046,4800.7109
kenya,70,Catch-up to 30,2049.0000,cancers,4532.5360,4305.9091,4642.0724
kenya,70,Catch-up to 30,2050.0000,cancers,4313.4636,4079.2825,4460.7708
kenya,70,Catch-up to 30,2051.0000,cancers,4381.4516,4147.2706,4577.8615
kenya,70,Catch-up to 30,2052.0000,cancers,4373.8974,4196.3732,4679.8436
kenya,70,Catch-up to 30,2053.0000,cancers,4169.9332,4079.2827,4332.3492
kenya,70,Catch-up to 30,2054.0000,cancers,3958.4150,3882.8727,4064.1741
kenya,70,Catch-up to 30,2055.0000,cancers,3863.9871,3614.6977,4071.7284
kenya,70,Catch-up to 30,2056.0000,cancers,3739.3424,3569.3724,3943.3066
kenya,70,Catch-up to 30,2057.0000,cancers,3584.4807,3346.5226,3686.4628
kenya,70,Catch-up to 30,2058.0000,cancers,3304.9744,3059.4620,3573.1494
kenya,70,Catch-up to 30,2059.0000,cancers,3478.7216,3327.6371,3618.4748
kenya,70,Catch-up to 30,2060.0000,cancers,3210.5465,3131.2272,3372.9624
kenya,70,Catch-up to 30,2061.0000,cancers,3123.6729,2942.3716,3218.1008
kenya,70,Catch-up to 30,2062.0000,cancers,3067.0162,2953.7028,3187.8839
kenya,70,Catch-up to 30,2063.0000,cancers,2983.9197,2761.0701,3063.2391
kenya,70,Catch-up to 30,2064.0000,cancers,2802.6183,2670.4193,2915.9317
kenya,70,Catch-up to 30,2065.0000,cancers,2685.5278,2557.1060,2802.6183
kenya,70,Catch-up to 30,2066.0000,cancers,2564.6602,2492.8950,2704.4134
kenya,70,Catch-up to 30,2067.0000,cancers,2523.1119,2470.2323,2723.2989
kenya,70,Catch-up to 30,2068.0000,cancers,2557.1058,2319.1478,2730.8531
kenya,70,Catch-up to 30,2069.0000,cancers,2504.2263,2474.0094,2674.1964
kenya,70,Catch-up to 30,2070.0000,cancers,2349.3646,2198.2800,2541.9974
kenya,70,Catch-up to 30,2071.0000,cancers,2398.4671,2183.1717,2474.0094
kenya,70,Catch-up to 30,2072.0000,cancers,2356.9189,2103.8523,2443.7924
kenya,70,Catch-up to 30,2073.0000,cancers,2239.8283,2103.8522,2368.2502
kenya,70,Catch-up to 30,2074.0000,cancers,2186.9487,2005.6472,2360.6960
kenya,70,Catch-up to 30,2075.0000,cancers,2013.2015,1930.1050,2266.2681
kenya,70,Catch-up to 30,2076.0000,cancers,2032.0870,1847.0085,2198.2801
kenya,70,Catch-up to 30,2077.0000,cancers,1998.0930,1828.1229,2198.2800
kenya,70,Catch-up to 30,2078.0000,cancers,2077.4124,1828.1229,2096.2980
kenya,70,Catch-up to 30,2079.0000,cancers,2024.5328,1835.6772,2175.6173
kenya,70,Catch-up to 30,2080.0000,cancers,1975.4303,1854.5627,2058.5269
kenya,70,Catch-up to 30,2081.0000,cancers,2020.7557,1971.6532,2220.9426
kenya,70,Catch-up to 30,2082.0000,cancers,1941.4363,1869.6711,2009.4243
kenya,70,Catch-up to 30,2083.0000,cancers,2062.3038,1839.4542,2202.0570
kenya,70,Catch-up to 30,2084.0000,cancers,1964.0989,1847.0084,2043.4183
kenya,70,Catch-up to 30,2085.0000,cancers,1986.7616,1937.6591,2066.0810
kenya,70,Catch-up to 30,2086.0000,cancers,1847.0084,1677.0383,1979.2074
kenya,70,Catch-up to 30,2087.0000,cancers,1933.8820,1771.4662,2077.4123
kenya,70,Catch-up to 30,2088.0000,cancers,1918.7736,1820.5687,1994.3158
kenya,70,Catch-up to 30,2089.0000,cancers,2024.5327,1858.3398,2092.5206
kenya,70,Catch-up to 30,2090.0000,cancers,2020.7555,1922.5506,2137.8459
kenya,70,Catch-up to 30,2091.0000,cancers,1979.2073,1941.4362,2149.1774
kenya,70,Catch-up to 30,2092.0000,cancers,1930.1049,1775.2433,2171.8400
kenya,70,Catch-up to 30,2093.0000,cancers,1964.0988,1760.1348,2069.8579
kenya,70,Catch-up to 30,2094.0000,cancers,2050.9724,1986.7615,2171.8399
kenya,70,Catch-up to 30,2095.0000,cancers,1982.9844,1877.2253,2035.8639
kenya,70,Catch-up to 30,2096.0000,cancers,1922.5506,1854.5626,2103.8520
kenya,70,Catch-up to 30,2097.0000,cancers,2069.8580,1956.5446,2126.5145
kenya,70,Catch-up to 30,2098.0000,cancers,2115.1832,2032.0867,2198.2796
kenya,70,Catch-up to 30,2099.0000,cancers,2047.1952,1873.4482,2100.0748
kenya,70,Catch-up to 30,2100.0000,cancers,2013.2013,1982.9844,2126.5147
kenya,70,Catch-up to 40,2020.0000,asr_cancer_incidence,28.3099,26.5918,29.6408
kenya,70,Catch-up to 40,2021.0000,asr_cancer_incidence,28.5712,27.8268,30.2594
kenya,70,Catch-up to 40,2022.0000,asr_cancer_incidence,27.2760,26.2544,28.8867
kenya,70,Catch-up to 40,2023.0000,asr_cancer_incidence,27.1518,26.5305,28.9867
kenya,70,Catch-up to 40,2024.0000,asr_cancer_incidence,26.6493,25.3625,28.3601
kenya,70,Catch-up to 40,2025.0000,asr_cancer_incidence,26.4185,25.2492,26.8299
kenya,70,Catch-up to 40,2026.0000,asr_cancer_incidence,26.4364,24.5820,27.3275
kenya,70,Catch-up to 40,2027.0000,asr_cancer_incidence,26.4821,25.5939,27.3620
kenya,70,Catch-up to 40,2028.0000,asr_cancer_incidence,26.2726,23.6993,27.0348
kenya,70,Catch-up to 40,2029.0000,asr_cancer_incidence,23.8361,22.3552,24.6554
kenya,70,Catch-up to 40,2030.0000,asr_cancer_incidence,25.3870,23.7271,25.9347
kenya,70,Catch-up to 40,2031.0000,asr_cancer_incidence,23.8340,23.2144,24.6042
kenya,70,Catch-up to 40,2032.0000,asr_cancer_incidence,23.6265,22.9390,24.8055
kenya,70,Catch-up to 40,2033.0000,asr_cancer_incidence,23.1731,22.1700,24.1903
kenya,70,Catch-up to 40,2034.0000,asr_cancer_incidence,23.0175,22.1016,23.9652
kenya,70,Catch-up to 40,2035.0000,asr_cancer_incidence,22.1983,20.9222,23.0983
kenya,70,Catch-up to 40,2036.0000,asr_cancer_incidence,21.5395,20.7626,22.0451
kenya,70,Catch-up to 40,2037.0000,asr_cancer_incidence,19.6241,19.1669,20.5369
kenya,70,Catch-up to 40,2038.0000,asr_cancer_incidence,18.9866,18.5766,19.7737
kenya,70,Catch-up to 40,2039.0000,asr_cancer_incidence,18.8175,17.9522,20.1111
kenya,70,Catch-up to 40,2040.0000,asr_cancer_incidence,16.9025,16.3538,17.7866
kenya,70,Catch-up to 40,2041.0000,asr_cancer_incidence,16.6270,15.7187,17.5454
kenya,70,Catch-up to 40,2042.0000,asr_cancer_incidence,16.0774,15.3163,16.5035
kenya,70,Catch-up to 40,2043.0000,asr_cancer_incidence,14.5395,14.0207,15.6518
kenya,70,Catch-up to 40,2044.0000,asr_cancer_incidence,14.3659,13.0384,14.6460
kenya,70,Catch-up to 40,2045.0000,asr_cancer_incidence,12.9844,12.3089,13.5839
kenya,70,Catch-up to 40,2046.0000,asr_cancer_incidence,12.9030,12.6221,13.5041
kenya,70,Catch-up to 40,2047.0000,asr_cancer_incidence,11.6595,11.2174,12.4473
kenya,70,Catch-up to 40,2048.0000,asr_cancer_incidence,11.5188,11.2966,11.7105
kenya,70,Catch-up to 40,2049.0000,asr_cancer_incidence,10.2671,9.8997,10.4771
kenya,70,Catch-up to 40,2050.0000,asr_cancer_incidence,9.5009,8.9486,9.7470
kenya,70,Catch-up to 40,2051.0000,asr_cancer_incidence,9.3733,8.6089,9.5389
kenya,70,Catch-up to 40,2052.0000,asr_cancer_incidence,8.6794,8.3783,8.9617
kenya,70,Catch-up to 40,2053.0000,asr_cancer_incidence,8.1242,7.2760,8.3899
kenya,70,Catch-up to 40,2054.0000,asr_cancer_incidence,7.7463,7.3124,8.0801
kenya,70,Catch-up to 40,2055.0000,asr_cancer_incidence,7.1069,6.6206,7.5002
kenya,70,Catch-up to 40,2056.0000,asr_cancer_incidence,6.5999,6.3757,6.7984
kenya,70,Catch-up to 40,2057.0000,asr_cancer_incidence,5.9771,5.6544,6.5489
kenya,70,Catch-up to 40,2058.0000,asr_cancer_incidence,5.8061,5.1099,6.3831
kenya,70,Catch-up to 40,2059.0000,asr_cancer_incidence,5.6131,5.2969,5.9316
kenya,70,Catch-up to 40,2060.0000,asr_cancer_incidence,5.0715,4.8968,5.6848
kenya,70,Catch-up to 40,2061.0000,asr_cancer_incidence,4.5981,4.4256,4.9796
kenya,70,Catch-up to 40,2062.0000,asr_cancer_incidence,4.5510,4.3250,4.9331
kenya,70,Catch-up to 40,2063.0000,asr_cancer_incidence,4.2042,4.0186,4.8421
kenya,70,Catch-up to 40,2064.0000,asr_cancer_incidence,4.3568,4.1404,4.6566
kenya,70,Catch-up to 40,2065.0000,asr_cancer_incidence,4.1083,3.9957,4.3147
kenya,70,Catch-up to 40,2066.0000,asr_cancer_incidence,3.8729,3.7148,4.1134
kenya,70,Catch-up to 40,2067.0000,asr_cancer_incidence,3.5859,3.4790,3.8117
kenya,70,Catch-up to 40,2068.0000,asr_cancer_incidence,3.3763,3.0996,3.6858
kenya,70,Catch-up to 40,2069.0000,asr_cancer_incidence,3.2575,3.1008,3.6178
kenya,70,Catch-up to 40,2070.0000,asr_cancer_incidence,3.2029,3.0227,3.6049
kenya,70,Catch-up to 40,2071.0000,asr_cancer_incidence,3.2888,3.1722,3.5102
kenya,70,Catch-up to 40,2072.0000,asr_cancer_incidence,3.2381,2.9220,3.6453
kenya,70,Catch-up to 40,2073.0000,asr_cancer_incidence,3.0405,2.9055,3.1836
kenya,70,Catch-up to 40,2074.0000,asr_cancer_incidence,2.8738,2.6886,3.2456
kenya,70,Catch-up to 40,2075.0000,asr_cancer_incidence,2.9576,2.6957,3.1434
kenya,70,Catch-up to 40,2076.0000,asr_cancer_incidence,2.8519,2.7804,3.0770
kenya,70,Catch-up to 40,2077.0000,asr_cancer_incidence,2.5808,2.4864,2.9656
kenya,70,Catch-up to 40,2078.0000,asr_cancer_incidence,2.7368,2.5956,3.1896
kenya,70,Catch-up to 40,2079.0000,asr_cancer_incidence,2.8242,2.4903,3.0201
kenya,70,Catch-up to 40,2080.0000,asr_cancer_incidence,2.6600,2.4753,3.1108
kenya,70,Catch-up to 40,2081.0000,asr_cancer_incidence,2.7960,2.4722,3.0515
kenya,70,Catch-up to 40,2082.0000,asr_cancer_incidence,2.6529,2.6182,2.8907
kenya,70,Catch-up to 40,2083.0000,asr_cancer_incidence,2.5895,2.4444,2.7832
kenya,70,Catch-up to 40,2084.0000,asr_cancer_incidence,2.6099,2.5246,2.9768
kenya,70,Catch-up to 40,2085.0000,asr_cancer_incidence,2.6560,2.4272,2.8268
kenya,70,Catch-up to 40,2086.0000,asr_cancer_incidence,2.6848,2.4907,2.8313
kenya,70,Catch-up to 40,2087.0000,asr_cancer_incidence,2.6349,2.5175,2.7770
kenya,70,Catch-up to 40,2088.0000,asr_cancer_incidence,2.6199,2.4455,2.7402
kenya,70,Catch-up to 40,2089.0000,asr_cancer_incidence,2.5775,2.3045,2.8055
kenya,70,Catch-up to 40,2090.0000,asr_cancer_incidence,2.6965,2.3423,2.8038
kenya,70,Catch-up to 40,2091.0000,asr_cancer_incidence,2.5601,2.3552,2.8085
kenya,70,Catch-up to 40,2092.0000,asr_cancer_incidence,2.5865,2.2970,2.7481
kenya,70,Catch-up to 40,2093.0000,asr_cancer_incidence,2.5719,2.3658,2.8358
kenya,70,Catch-up to 40,2094.0000,asr_cancer_incidence,2.4619,2.3038,2.6060
kenya,70,Catch-up to 40,2095.0000,asr_cancer_incidence,2.5992,2.4700,2.6734
kenya,70,Catch-up to 40,2096.0000,asr_cancer_incidence,2.5387,2.3119,2.7908
kenya,70,Catch-up to 40,2097.0000,asr_cancer_incidence,2.4684,2.3932,2.6183
kenya,70,Catch-up to 40,2098.0000,asr_cancer_incidence,2.5795,2.3458,2.7668
kenya,70,Catch-up to 40,2099.0000,asr_cancer_incidence,2.5993,2.4700,2.6902
kenya,70,Catch-up to 40,2100.0000,asr_cancer_incidence,2.4774,2.3393,2.5705
kenya,70,Catch-up to 40,2020.0000,cancers,4698.7289,4532.5359,4883.8073
kenya,70,Catch-up to 40,2021.0000,cancers,4974.4582,4838.4821,5178.4223
kenya,70,Catch-up to 40,2022.0000,cancers,4812.0425,4608.0784,5201.0848
kenya,70,Catch-up to 40,2023.0000,cancers,5027.3378,4785.6025,5295.5127
kenya,70,Catch-up to 40,2024.0000,cancers,5004.6750,4800.7108,5454.1515
kenya,70,Catch-up to 40,2025.0000,cancers,5125.5425,4895.1388,5287.9586
kenya,70,Catch-up to 40,2026.0000,cancers,5363.5010,4955.5724,5541.0251
kenya,70,Catch-up to 40,2027.0000,cancers,5491.9227,5325.7298,5726.1036
kenya,70,Catch-up to 40,2028.0000,cancers,5575.0191,5102.8800,5869.6341
kenya,70,Catch-up to 40,2029.0000,cancers,5272.8500,4989.5665,5548.5792
kenya,70,Catch-up to 40,2030.0000,cancers,5794.0916,5450.3743,5952.7305
kenya,70,Catch-up to 40,2031.0000,cancers,5609.0132,5476.8143,5771.4291
kenya,70,Catch-up to 40,2032.0000,cancers,5707.2183,5582.5734,6043.3812
kenya,70,Catch-up to 40,2033.0000,cancers,5801.6460,5559.9108,6050.9357
kenya,70,Catch-up to 40,2034.0000,cancers,5896.0739,5654.3384,6088.7065
kenya,70,Catch-up to 40,2035.0000,cancers,5839.4169,5518.3626,5960.2846
kenya,70,Catch-up to 40,2036.0000,cancers,5714.7724,5548.5793,5892.2968
kenya,70,Catch-up to 40,2037.0000,cancers,5397.4948,5238.8560,5665.6698
kenya,70,Catch-up to 40,2038.0000,cancers,5355.9466,5246.4103,5639.2299
kenya,70,Catch-up to 40,2039.0000,cancers,5495.6996,5170.8679,5831.8630
kenya,70,Catch-up to 40,2040.0000,cancers,5012.2291,4838.4820,5238.8561
kenya,70,Catch-up to 40,2041.0000,cancers,5031.1147,4698.7289,5272.8502
kenya,70,Catch-up to 40,2042.0000,cancers,4985.7895,4751.6083,5163.3137
kenya,70,Catch-up to 40,2043.0000,cancers,4600.5240,4479.6562,4932.9101
kenya,70,Catch-up to 40,2044.0000,cancers,4683.6205,4283.2466,4774.2711
kenya,70,Catch-up to 40,2045.0000,cancers,4305.9092,4083.0597,4506.0964
kenya,70,Catch-up to 40,2046.0000,cancers,4396.5599,4283.2467,4600.5241
kenya,70,Catch-up to 40,2047.0000,cancers,4109.4995,3947.0837,4351.2347
kenya,70,Catch-up to 40,2048.0000,cancers,4124.6078,4056.6199,4196.3730
kenya,70,Catch-up to 40,2049.0000,cancers,3784.6678,3660.0231,3901.7584
kenya,70,Catch-up to 40,2050.0000,cancers,3637.3603,3388.0708,3709.1256
kenya,70,Catch-up to 40,2051.0000,cancers,3675.1314,3391.8481,3750.6739
kenya,70,Catch-up to 40,2052.0000,cancers,3535.3783,3384.2938,3637.3604
kenya,70,Catch-up to 40,2053.0000,cancers,3357.8541,3059.4619,3463.6132
kenya,70,Catch-up to 40,2054.0000,cancers,3304.9743,3135.0042,3456.0589
kenya,70,Catch-up to 40,2055.0000,cancers,3116.1187,2931.0402,3323.8599
kenya,70,Catch-up to 40,2056.0000,cancers,2995.2510,2889.4920,3101.0102
kenya,70,Catch-up to 40,2057.0000,cancers,2802.6183,2651.5338,3067.0163
kenya,70,Catch-up to 40,2058.0000,cancers,2802.6183,2515.5577,3089.6789
kenya,70,Catch-up to 40,2059.0000,cancers,2783.7327,2625.0940,2938.5943
kenya,70,Catch-up to 40,2060.0000,cancers,2587.3229,2489.1179,2897.0461
kenya,70,Catch-up to 40,2061.0000,cancers,2409.7985,2330.4792,2621.3168
kenya,70,Catch-up to 40,2062.0000,cancers,2443.7925,2341.8105,2640.2024
kenya,70,Catch-up to 40,2063.0000,cancers,2315.3707,2190.7260,2681.7506
kenya,70,Catch-up to 40,2064.0000,cancers,2447.5696,2319.1478,2602.4312
kenya,70,Catch-up to 40,2065.0000,cancers,2364.4731,2311.5935,2477.7865
kenya,70,Catch-up to 40,2066.0000,cancers,2285.1537,2179.3946,2402.2443
kenya,70,Catch-up to 40,2067.0000,cancers,2183.1716,2084.9667,2307.8164
kenya,70,Catch-up to 40,2068.0000,cancers,2058.5269,1884.7797,2258.7139
kenya,70,Catch-up to 40,2069.0000,cancers,2039.6413,1914.9966,2266.2681
kenya,70,Catch-up to 40,2070.0000,cancers,2039.6413,1926.3279,2285.1536
kenya,70,Catch-up to 40,2071.0000,cancers,2122.7378,2032.0871,2266.2680
kenya,70,Catch-up to 40,2072.0000,cancers,2118.9606,1911.2194,2383.3586
kenya,70,Catch-up to 40,2073.0000,cancers,2024.5328,1922.5508,2141.6234
kenya,70,Catch-up to 40,2074.0000,cancers,1971.6532,1820.5687,2198.2800
kenya,70,Catch-up to 40,2075.0000,cancers,2013.2015,1873.4483,2137.8461
kenya,70,Catch-up to 40,2076.0000,cancers,1994.3159,1914.9965,2111.4064
kenya,70,Catch-up to 40,2077.0000,cancers,1816.7915,1756.3578,2047.1954
kenya,70,Catch-up to 40,2078.0000,cancers,1948.9905,1862.1169,2224.7197
kenya,70,Catch-up to 40,2079.0000,cancers,2013.2014,1790.3518,2160.5088
kenya,70,Catch-up to 40,2080.0000,cancers,1930.1050,1790.3518,2254.9365
kenya,70,Catch-up to 40,2081.0000,cancers,2009.4243,1873.4482,2239.8281
kenya,70,Catch-up to 40,2082.0000,cancers,1986.7616,1907.4423,2137.8460
kenya,70,Catch-up to 40,2083.0000,cancers,1922.5507,1847.0085,2081.1895
kenya,70,Catch-up to 40,2084.0000,cancers,1945.2133,1892.3337,2213.3883
kenya,70,Catch-up to 40,2085.0000,cancers,1967.8760,1835.6770,2122.7376
kenya,70,Catch-up to 40,2086.0000,cancers,2028.3098,1850.7856,2130.2918
kenya,70,Catch-up to 40,2087.0000,cancers,2009.4242,1926.3277,2164.2858
kenya,70,Catch-up to 40,2088.0000,cancers,2024.5327,1854.5626,2118.9605
kenya,70,Catch-up to 40,2089.0000,cancers,1998.0929,1779.0204,2156.7315
kenya,70,Catch-up to 40,2090.0000,cancers,2107.6290,1816.7915,2186.9484
kenya,70,Catch-up to 40,2091.0000,cancers,1979.2073,1896.1108,2217.1653
