coverage,location,scenario,cohort,value,low,high
30,kenya,Catch-up 10-35: TTV,55_60,9631.6401,9595.3798,9667.9004
30,kenya,Catch-up 10-35: V,10_15,23081.9422,22462.4954,23701.3890
30,kenya,Catch-up 10-35: V,15_20,38734.3055,37178.1342,40290.4767
30,kenya,Catch-up 10-35: V,20_25,43187.5239,42486.4914,43888.5564
30,kenya,Catch-up 10-35: V,25_30,42949.5662,42293.8590,43605.2733
30,kenya,Catch-up 10-35: V,30_35,39791.8988,38737.3284,40846.4693
30,kenya,Catch-up 10-35: V,35_40,36792.8701,36366.8115,37218.9287
30,kenya,Catch-up 10-35: V,40_45,28770.2789,28307.9601,29232.5977
30,kenya,Catch-up 10-35: V,45_50,19973.3792,19538.2555,20408.5028
30,kenya,Catch-up 10-35: V,50_55,14262.3823,14002.5168,14522.2477
30,kenya,Catch-up 10-35: V,55_60,9620.3088,9520.5930,9720.0246
30,kenya,Catch-up 10-35: TT,10_15,31440.6970,31047.8771,31833.5169
30,kenya,Catch-up 10-35: TT,15_20,55923.9550,55797.0439,56050.8660
30,kenya,Catch-up 10-35: TT,20_25,57400.8070,56600.0587,58201.5553
30,kenya,Catch-up 10-35: TT,25_30,51025.0376,50907.1916,51142.8835
30,kenya,Catch-up 10-35: TT,30_35,42632.2890,42145.7966,43118.7814
30,kenya,Catch-up 10-35: TT,35_40,37616.2811,37552.8256,37679.7366
30,kenya,Catch-up 10-35: TT,40_45,29140.4362,28666.0306,29614.8418
30,kenya,Catch-up 10-35: TT,45_50,20067.8070,19460.4470,20675.1670
30,kenya,Catch-up 10-35: TT,50_55,13967.7674,13877.1166,14058.4181
30,kenya,Catch-up 10-35: TT,55_60,9253.9287,9217.6684,9290.1890
30,kenya,Catch-up 10-40: TTV,10_15,21612.6446,21207.7379,22017.5512
30,kenya,Catch-up 10-40: TTV,15_20,36275.4038,36154.5361,36396.2715
30,kenya,Catch-up 10-40: TTV,20_25,41427.3885,40502.7508,42352.0262
30,kenya,Catch-up 10-40: TTV,25_30,39172.4514,38812.8701,39532.0328
30,kenya,Catch-up 10-40: TTV,30_35,34458.6127,34346.8102,34570.4153
30,kenya,Catch-up 10-40: TTV,35_40,30311.3412,30247.8857,30374.7967
30,kenya,Catch-up 10-40: TTV,40_45,28067.7356,27520.8094,28614.6618
30,kenya,Catch-up 10-40: TTV,45_50,19690.0955,19100.8656,20279.3254
30,kenya,Catch-up 10-40: TTV,50_55,14194.3942,14133.9603,14254.8281
30,kenya,Catch-up 10-40: TTV,55_60,9529.6580,9448.0724,9611.2437
30,kenya,Catch-up 10-40: V,10_15,21200.9391,21149.5703,21252.3079
30,kenya,Catch-up 10-40: V,15_20,37359.4357,36812.5095,37906.3620
30,kenya,Catch-up 10-40: V,20_25,43070.4334,42813.5896,43327.2772
30,kenya,Catch-up 10-40: V,25_30,41933.5223,41861.0017,42006.0429
30,kenya,Catch-up 10-40: V,30_35,37990.2150,37766.6099,38213.8202
30,kenya,Catch-up 10-40: V,35_40,32970.4301,32574.5884,33366.2717
30,kenya,Catch-up 10-40: V,40_45,28343.4649,28168.2069,28518.7230
30,kenya,Catch-up 10-40: V,45_50,19901.6139,19354.6877,20448.5401
30,kenya,Catch-up 10-40: V,50_55,14224.6111,14091.6567,14357.5655
30,kenya,Catch-up 10-40: V,55_60,9405.0133,9314.3626,9495.6640
30,kenya,Catch-up 10-40: TT,10_15,31074.3170,30642.2150,31506.4189
30,kenya,Catch-up 10-40: TT,15_20,55742.6534,55736.6100,55748.6968
30,kenya,Catch-up 10-40: TT,20_25,57793.6269,56884.0977,58703.1561
30,kenya,Catch-up 10-40: TT,25_30,52407.4616,51727.5809,53087.3423
30,kenya,Catch-up 10-40: TT,30_35,43221.5189,42783.3736,43659.6643
30,kenya,Catch-up 10-40: TT,35_40,34855.2102,34831.0366,34879.3837
30,kenya,Catch-up 10-40: TT,40_45,29038.4540,28839.0224,29237.8857
30,kenya,Catch-up 10-40: TT,45_50,20200.0060,20042.8780,20357.1340
30,kenya,Catch-up 10-40: TT,50_55,14118.8519,13985.8975,14251.8064
30,kenya,Catch-up 10-40: TT,55_60,9355.9108,9316.6288,9395.1928
30,kenya,Catch-up 10-45: TTV,10_15,22190.5431,21504.6191,22876.4670
30,kenya,Catch-up 10-45: TTV,15_20,36078.9938,35933.9526,36224.0349
30,kenya,Catch-up 10-45: TTV,20_25,40913.7009,40702.1824,41125.2193
30,kenya,Catch-up 10-45: TTV,25_30,38847.6196,38385.3007,39309.9384
30,kenya,Catch-up 10-45: TTV,30_35,35406.6685,35237.4538,35575.8833
30,kenya,Catch-up 10-45: TTV,35_40,29567.2496,29204.6465,29929.8526
30,kenya,Catch-up 10-45: TTV,40_45,23784.4875,23594.1209,23974.8541
30,kenya,Catch-up 10-45: TTV,45_50,19202.8477,18828.1580,19577.5375
30,kenya,Catch-up 10-45: TTV,50_55,14239.7196,14215.5461,14263.8931
30,kenya,Catch-up 10-45: TTV,55_60,9450.3386,9299.2541,9601.4231
30,kenya,Catch-up 10-45: V,10_15,22326.5193,21652.6821,23000.3565
30,kenya,Catch-up 10-45: V,15_20,37242.3451,36184.7530,38299.9373
30,kenya,Catch-up 10-45: V,20_25,43670.9946,42540.8819,44801.1074
30,kenya,Catch-up 10-45: V,25_30,42243.2457,42007.5538,42478.9377
30,kenya,Catch-up 10-45: V,30_35,38636.1017,38355.0844,38917.1190
30,kenya,Catch-up 10-45: V,35_40,32951.5445,32721.8958,33181.1931
30,kenya,Catch-up 10-45: V,40_45,26428.4679,26377.0991,26479.8367
30,kenya,Catch-up 10-45: V,45_50,19610.7762,19320.6938,19900.8586
30,kenya,Catch-up 10-45: V,50_55,14296.3763,14226.8774,14365.8752
30,kenya,Catch-up 10-45: V,55_60,9412.5675,9279.6131,9545.5219
30,kenya,Catch-up 10-45: TT,10_15,31153.6363,30948.1614,31359.1113
30,kenya,Catch-up 10-45: TT,15_20,54858.8086,54000.6481,55716.9691
30,kenya,Catch-up 10-45: TT,20_25,57472.5722,56904.4942,58040.6503
30,kenya,Catch-up 10-45: TT,25_30,51338.5380,50540.8114,52136.2647
30,kenya,Catch-up 10-45: TT,30_35,43002.4463,41500.6654,44504.2271
30,kenya,Catch-up 10-45: TT,35_40,35032.7346,34685.2400,35380.2291
30,kenya,Catch-up 10-45: TT,40_45,25725.9243,25638.2953,25813.5534
30,kenya,Catch-up 10-45: TT,45_50,19962.0478,19572.2495,20351.8461
30,kenya,Catch-up 10-45: TT,50_55,14039.5326,14000.2506,14078.8146
30,kenya,Catch-up 10-45: TT,55_60,9510.7725,9486.5990,9534.9460
30,kenya,Catch-up 10-50: TTV,10_15,21861.9341,21475.1575,22248.7106
30,kenya,Catch-up 10-50: TTV,15_20,36275.4038,36160.5795,36390.2281
30,kenya,Catch-up 10-50: TTV,20_25,41997.7328,41366.1992,42629.2663
30,kenya,Catch-up 10-50: TTV,25_30,39202.6684,39163.3864,39241.9504
30,kenya,Catch-up 10-50: TTV,30_35,35327.3492,35088.6355,35566.0628
30,kenya,Catch-up 10-50: TTV,35_40,29918.5213,29867.1525,29969.8901
30,kenya,Catch-up 10-50: TTV,40_45,23263.2457,22559.1915,23967.2999
30,kenya,Catch-up 10-50: TTV,45_50,16139.6078,15435.5536,16843.6619
30,kenya,Catch-up 10-50: TTV,50_55,13933.7733,13894.4913,13973.0553
30,kenya,Catch-up 10-50: TTV,55_60,9303.0312,9209.3588,9396.7037
30,kenya,Catch-up 10-50: V,10_15,21975.2476,20935.7856,23014.7095
30,kenya,Catch-up 10-50: V,15_20,36328.2833,36128.8516,36527.7150
30,kenya,Catch-up 10-50: V,20_25,42239.4680,42091.4051,42387.5310
30,kenya,Catch-up 10-50: V,25_30,41416.0576,40941.6519,41890.4633
30,kenya,Catch-up 10-50: V,30_35,38020.4320,37814.9570,38225.9071
30,kenya,Catch-up 10-50: V,35_40,32698.4778,32097.1611,33299.7945
30,kenya,Catch-up 10-50: V,40_45,26296.2688,26278.1386,26314.3990
30,kenya,Catch-up 10-50: V,45_50,18779.8110,18157.3425,19402.2795
30,kenya,Catch-up 10-50: V,50_55,14198.1713,14140.7592,14255.5835
30,kenya,Catch-up 10-50: V,55_60,9525.8809,9398.9699,9652.7920
30,kenya,Catch-up 10-50: TT,10_15,31319.8293,31150.6146,31489.0440
30,kenya,Catch-up 10-50: TT,15_20,55168.5320,55065.7945,55271.2696
30,kenya,Catch-up 10-50: TT,20_25,58352.6399,57950.7549,58754.5249
30,kenya,Catch-up 10-50: TT,25_30,51036.3689,50679.8092,51392.9285
30,kenya,Catch-up 10-50: TT,30_35,43032.6632,41857.2251,44208.1013
30,kenya,Catch-up 10-50: TT,35_40,34892.9813,34723.7666,35062.1961
30,kenya,Catch-up 10-50: TT,40_45,25797.6895,25676.8219,25918.5571
30,kenya,Catch-up 10-50: TT,45_50,17556.0256,17139.0321,17973.0191
30,kenya,Catch-up 10-50: TT,50_55,13710.9235,13662.5765,13759.2705
30,kenya,Catch-up 10-50: TT,55_60,9371.0193,9367.9976,9374.0409
30,kenya,Catch-up 10-55: TTV,10_15,21963.9163,21368.6431,22559.1896
30,kenya,Catch-up 10-55: TTV,15_20,35519.9809,35151.3344,35888.6273
30,kenya,Catch-up 10-55: TTV,20_25,40381.1277,39332.6006,41429.6547
30,kenya,Catch-up 10-55: TTV,25_30,39251.7708,39149.0333,39354.5084
30,kenya,Catch-up 10-55: TTV,30_35,34605.9202,34563.6165,34648.2240
30,kenya,Catch-up 10-55: TTV,35_40,28498.3262,27939.3132,29057.3392
30,kenya,Catch-up 10-55: TTV,40_45,22862.8715,22726.8954,22998.8477
30,kenya,Catch-up 10-55: TTV,45_50,15765.6734,15318.4631,16212.8838
30,kenya,Catch-up 10-55: TTV,50_55,11399.3294,11363.0691,11435.5897
30,kenya,Catch-up 10-55: TTV,55_60,9144.3923,9135.3273,9153.4574
30,kenya,Catch-up 10-55: V,10_15,21782.6147,21598.2914,21966.9379
30,kenya,Catch-up 10-55: V,15_20,37227.2366,36937.1542,37517.3191
30,kenya,Catch-up 10-55: V,20_25,42772.0413,42639.0869,42904.9958
30,kenya,Catch-up 10-55: V,25_30,42526.5294,42221.3385,42831.7202
30,kenya,Catch-up 10-55: V,30_35,38477.4629,38214.5757,38740.3501
30,kenya,Catch-up 10-55: V,35_40,33151.7316,33100.3629,33203.1003
30,kenya,Catch-up 10-55: V,40_45,26277.3833,26080.9733,26473.7932
30,kenya,Catch-up 10-55: V,45_50,18912.0100,18479.9080,19344.1120
30,kenya,Catch-up 10-55: V,50_55,14069.7495,13951.9035,14187.5954
30,kenya,Catch-up 10-55: V,55_60,9412.5675,9370.2638,9454.8711
30,kenya,Catch-up 10-55: TT,10_15,31357.6005,30994.9975,31720.2035
30,kenya,Catch-up 10-55: TT,15_20,57521.6746,57216.4837,57826.8654
30,kenya,Catch-up 10-55: TT,20_25,58719.0200,58005.9007,59432.1393
30,kenya,Catch-up 10-55: TT,25_30,51640.7073,50915.5012,52365.9133
30,kenya,Catch-up 10-55: TT,30_35,43274.3985,42987.3378,43561.4592
30,kenya,Catch-up 10-55: TT,35_40,34926.9754,34633.8713,35220.0795
30,kenya,Catch-up 10-55: TT,40_45,25518.1831,25113.2764,25923.0898
30,kenya,Catch-up 10-55: TT,45_50,17234.9709,16718.2617,17751.6802
30,kenya,Catch-up 10-55: TT,50_55,11845.0289,11778.5517,11911.5061
30,kenya,Catch-up 10-55: TT,55_60,8895.1028,8789.3436,9000.8620
30,kenya,Catch-up 10-60: TTV,10_15,21521.9938,21129.1739,21914.8138
30,kenya,Catch-up 10-60: TTV,15_20,35350.0106,35256.3382,35443.6831
30,kenya,Catch-up 10-60: TTV,20_25,40384.9048,40185.4731,40584.3365
30,kenya,Catch-up 10-60: TTV,25_30,38775.8544,37869.3468,39682.3620
30,kenya,Catch-up 10-60: TTV,30_35,34866.5411,34579.4804,35153.6018
30,kenya,Catch-up 10-60: TTV,35_40,29265.0805,28944.7811,29585.3798
30,kenya,Catch-up 10-60: TTV,40_45,22991.2934,22746.5363,23236.0504
30,kenya,Catch-up 10-60: TTV,45_50,15924.3122,15193.0628,16655.5615
30,kenya,Catch-up 10-60: TTV,50_55,10930.9673,10689.2320,11172.7026
30,kenya,Catch-up 10-60: TTV,55_60,7524.0103,7300.4052,7747.6154
30,kenya,Catch-up 10-60: V,10_15,21046.0774,20786.2119,21305.9428
30,kenya,Catch-up 10-60: V,15_20,35825.9271,35073.5258,36578.3283
30,kenya,Catch-up 10-60: V,20_25,41865.5337,41394.1498,42336.9176
30,kenya,Catch-up 10-60: V,25_30,41370.7322,41271.0163,41470.4481
30,kenya,Catch-up 10-60: V,30_35,38386.8122,38069.5346,38704.0899
30,kenya,Catch-up 10-60: V,35_40,32860.8938,32679.5923,33042.1953
30,kenya,Catch-up 10-60: V,40_45,27097.0172,26958.0193,27236.0150
30,kenya,Catch-up 10-60: V,45_50,18628.7265,18151.2992,19106.1538
30,kenya,Catch-up 10-60: V,50_55,13896.0022,13868.8069,13923.1975
30,kenya,Catch-up 10-60: V,55_60,9253.9287,9175.3647,9332.4927
30,kenya,Catch-up 10-60: TT,10_15,32430.3011,32194.6091,32665.9930
30,kenya,Catch-up 10-60: TT,15_20,56475.4138,55834.8151,57116.0124
30,kenya,Catch-up 10-60: TT,20_25,58413.0737,57491.4577,59334.6897
30,kenya,Catch-up 10-60: TT,25_30,51149.6824,50261.3049,52038.0598
30,kenya,Catch-up 10-60: TT,30_35,43168.6393,42857.4051,43479.8736
30,kenya,Catch-up 10-60: TT,35_40,34390.6251,34254.6489,34526.6012
30,kenya,Catch-up 10-60: TT,40_45,26345.3712,25768.2281,26922.5143
30,kenya,Catch-up 10-60: TT,45_50,17095.2177,16285.4044,17905.0310
30,kenya,Catch-up 10-60: TT,50_55,11799.7035,11642.5755,11956.8315
30,kenya,Catch-up 10-60: TT,55_60,7542.8958,7419.0065,7666.7852
30,kenya,Catch-up 15-20: TTV,10_15,28101.7275,27914.3826,28289.0724
30,kenya,Catch-up 15-20: TTV,15_20,42911.7944,41234.7554,44588.8334
30,kenya,Catch-up 15-20: TTV,20_25,58522.6098,56733.7684,60311.4513
30,kenya,Catch-up 15-20: TTV,25_30,54178.9285,53169.6834,55188.1735
30,kenya,Catch-up 15-20: TTV,30_35,46639.8079,46627.7211,46651.8947
30,kenya,Catch-up 15-20: TTV,35_40,38148.8543,37919.2058,38378.5029
30,kenya,Catch-up 15-20: TTV,40_45,29627.6840,29277.1678,29978.2002
30,kenya,Catch-up 15-20: TTV,45_50,19935.6080,19379.6167,20491.5993
30,kenya,Catch-up 15-20: TTV,50_55,14254.8280,14140.0037,14369.6523
30,kenya,Catch-up 15-20: TTV,55_60,9374.7963,9320.4059,9429.1867
30,kenya,Catch-up 15-20: V,10_15,28419.0051,27693.7991,29144.2112
30,kenya,Catch-up 15-20: V,15_20,44211.1220,43519.1546,44903.0894
30,kenya,Catch-up 15-20: V,20_25,56921.1133,55392.1373,58450.0894
30,kenya,Catch-up 15-20: V,25_30,52501.8895,52344.7614,52659.0175
30,kenya,Catch-up 15-20: V,30_35,46020.3610,45917.6235,46123.0985
30,kenya,Catch-up 15-20: V,35_40,38073.3121,37692.5789,38454.0452
30,kenya,Catch-up 15-20: V,40_45,29170.6531,28877.5489,29463.7572
30,kenya,Catch-up 15-20: V,45_50,20139.5722,19662.1448,20616.9995
30,kenya,Catch-up 15-20: V,50_55,14232.1653,14177.7748,14286.5558
30,kenya,Catch-up 15-20: V,55_60,9488.1098,9463.9363,9512.2833
30,kenya,Catch-up 15-20: TT,10_15,32766.4643,32503.5771,33029.3515
30,kenya,Catch-up 15-20: TT,15_20,55482.0326,54046.7289,56917.3362
30,kenya,Catch-up 15-20: TT,20_25,58375.3025,57846.5064,58904.0986
30,kenya,Catch-up 15-20: TT,25_30,53612.3612,53582.1442,53642.5781
