coverage,location,scenario,cohort,value,low,high
40,kenya,Catch-up 15-60: TT,10_15,31368.9318,30695.0946,32042.7691
40,kenya,Catch-up 15-60: TT,15_20,54855.0315,54163.0641,55546.9990
40,kenya,Catch-up 15-60: TT,20_25,57706.7533,56492.0331,58921.4734
40,kenya,Catch-up 15-60: TT,25_30,51803.1231,51775.9279,51830.3184
40,kenya,Catch-up 15-60: TT,30_35,41880.6432,41711.4284,42049.8579
40,kenya,Catch-up 15-60: TT,35_40,33627.6479,33328.5004,33926.7954
40,kenya,Catch-up 15-60: TT,40_45,24800.5312,23936.3273,25664.7350
40,kenya,Catch-up 15-60: TT,45_50,15780.7817,15448.3957,16113.1678
40,kenya,Catch-up 15-60: TT,50_55,10757.2199,10690.7426,10823.6971
40,kenya,Catch-up 15-60: TT,55_60,7048.0939,6909.0961,7187.0917
40,kenya,Catch-up 20-25: TTV,10_15,28845.8192,28486.2378,29205.4005
40,kenya,Catch-up 20-25: TTV,15_20,48989.1723,47846.9728,50131.3718
40,kenya,Catch-up 20-25: TTV,20_25,43463.2533,42318.0322,44608.4745
40,kenya,Catch-up 20-25: TTV,25_30,51848.4486,51736.6461,51960.2512
40,kenya,Catch-up 20-25: TTV,30_35,45585.9928,45286.8453,45885.1403
40,kenya,Catch-up 20-25: TTV,35_40,37959.9986,37639.6992,38280.2980
40,kenya,Catch-up 20-25: TTV,40_45,29181.9844,29061.1168,29302.8521
40,kenya,Catch-up 20-25: TTV,45_50,20007.3731,19702.1823,20312.5640
40,kenya,Catch-up 20-25: TTV,50_55,14266.1594,14118.0966,14414.2223
40,kenya,Catch-up 20-25: TTV,55_60,9469.2242,9442.0290,9496.4195
40,kenya,Catch-up 20-25: V,10_15,27901.5405,26720.0590,29083.0220
40,kenya,Catch-up 20-25: V,15_20,48615.2378,48297.9602,48932.5155
40,kenya,Catch-up 20-25: V,20_25,45574.6605,45073.0597,46076.2613
40,kenya,Catch-up 20-25: V,25_30,52626.5342,52127.9551,53125.1133
40,kenya,Catch-up 20-25: V,30_35,46167.6685,45004.3172,47331.0199
40,kenya,Catch-up 20-25: V,35_40,38379.2583,38086.1542,38672.3624
40,kenya,Catch-up 20-25: V,40_45,29616.3527,29516.6368,29716.0685
40,kenya,Catch-up 20-25: V,45_50,19924.2766,19437.7842,20410.7690
40,kenya,Catch-up 20-25: V,50_55,14096.1892,13890.7142,14301.6642
40,kenya,Catch-up 20-25: V,55_60,9000.8621,8955.5367,9046.1875
40,kenya,Catch-up 20-25: TT,10_15,31905.2821,31497.3537,32313.2105
40,kenya,Catch-up 20-25: TT,15_20,54866.3629,54407.0657,55325.6600
40,kenya,Catch-up 20-25: TT,20_25,58235.5494,57280.6947,59190.4040
40,kenya,Catch-up 20-25: TT,25_30,53948.5244,53449.9452,54447.1036
40,kenya,Catch-up 20-25: TT,30_35,47992.0149,47599.1950,48384.8348
40,kenya,Catch-up 20-25: TT,35_40,37782.4741,37120.7236,38444.2247
40,kenya,Catch-up 20-25: TT,40_45,28842.0441,28678.8726,29005.2155
40,kenya,Catch-up 20-25: TT,45_50,20215.1145,19562.4291,20867.7999
40,kenya,Catch-up 20-25: TT,50_55,14447.4609,14311.4847,14583.4370
40,kenya,Catch-up 20-25: TT,55_60,9212.3805,9209.3587,9215.4022
40,kenya,Catch-up 20-30: TTV,10_15,27637.1425,27229.2142,28045.0708
40,kenya,Catch-up 20-30: TTV,15_20,46141.2276,45881.3621,46401.0931
40,kenya,Catch-up 20-30: TTV,20_25,40086.5127,39400.5887,40772.4368
40,kenya,Catch-up 20-30: TTV,25_30,39527.5001,39282.7431,39772.2571
40,kenya,Catch-up 20-30: TTV,30_35,44158.2434,43375.6253,44940.8616
40,kenya,Catch-up 20-30: TTV,35_40,37317.8891,37045.9368,37589.8414
40,kenya,Catch-up 20-30: TTV,40_45,28842.0441,28491.5278,29192.5603
40,kenya,Catch-up 20-30: TTV,45_50,20275.5483,20076.1167,20474.9800
40,kenya,Catch-up 20-30: TTV,50_55,14099.9664,13970.0336,14229.8991
40,kenya,Catch-up 20-30: TTV,55_60,9552.3207,9464.6916,9639.9498
40,kenya,Catch-up 20-30: V,10_15,28566.3126,27475.4819,29657.1433
40,kenya,Catch-up 20-30: V,15_20,46790.8914,46271.1603,47310.6224
40,kenya,Catch-up 20-30: V,20_25,39992.0849,39508.6142,40475.5556
40,kenya,Catch-up 20-30: V,25_30,41359.4009,40761.1059,41957.6959
40,kenya,Catch-up 20-30: V,30_35,44158.2435,43792.6188,44523.8683
40,kenya,Catch-up 20-30: V,35_40,37110.1478,36726.3929,37493.9026
40,kenya,Catch-up 20-30: V,40_45,29234.8640,28993.1286,29476.5994
40,kenya,Catch-up 20-30: V,45_50,19810.9633,19457.4253,20164.5012
40,kenya,Catch-up 20-30: V,50_55,14379.4728,14255.5835,14503.3622
40,kenya,Catch-up 20-30: V,55_60,9499.4411,9435.9856,9562.8966
40,kenya,Catch-up 20-30: TT,10_15,31667.3238,31431.6318,31903.0158
40,kenya,Catch-up 20-30: TT,15_20,54911.6881,53473.3628,56350.0133
40,kenya,Catch-up 20-30: TT,20_25,58122.2359,56103.7458,60140.7261
40,kenya,Catch-up 20-30: TT,25_30,50424.4763,50200.8712,50648.0815
40,kenya,Catch-up 20-30: TT,30_35,46114.7889,44752.0059,47477.5719
40,kenya,Catch-up 20-30: TT,35_40,37978.8842,37903.3419,38054.4264
40,kenya,Catch-up 20-30: TT,40_45,29208.4242,28516.4568,29900.3916
40,kenya,Catch-up 20-30: TT,45_50,20075.3612,19576.7821,20573.9403
40,kenya,Catch-up 20-30: TT,50_55,14311.4848,14308.4631,14314.5064
40,kenya,Catch-up 20-30: TT,55_60,9416.3446,9395.1928,9437.4965
40,kenya,Catch-up 20-35: TTV,10_15,28075.2878,27987.6587,28162.9168
40,kenya,Catch-up 20-35: TTV,15_20,45283.8225,44863.8074,45703.8376
40,kenya,Catch-up 20-35: TTV,20_25,38568.1126,37138.8524,39997.3728
40,kenya,Catch-up 20-35: TTV,25_30,36475.5915,35916.5785,37034.6044
40,kenya,Catch-up 20-35: TTV,30_35,33831.6117,33629.1583,34034.0651
40,kenya,Catch-up 20-35: TTV,35_40,36188.5318,35762.4733,36614.5903
40,kenya,Catch-up 20-35: TTV,40_45,28649.4113,28471.1315,28827.6911
40,kenya,Catch-up 20-35: TTV,45_50,19894.0597,19480.0880,20308.0315
40,kenya,Catch-up 20-35: TTV,50_55,14164.1773,14158.1339,14170.2207
40,kenya,Catch-up 20-35: TTV,55_60,9510.7725,9401.9916,9619.5533
40,kenya,Catch-up 20-35: V,10_15,28332.1316,27337.9950,29326.2682
40,kenya,Catch-up 20-35: V,15_20,48048.6706,47991.2584,48106.0827
40,kenya,Catch-up 20-35: V,20_25,40585.0918,40255.7275,40914.4562
40,kenya,Catch-up 20-35: V,25_30,40437.7849,39918.0539,40957.5159
40,kenya,Catch-up 20-35: V,30_35,37582.2867,37394.9418,37769.6316
40,kenya,Catch-up 20-35: V,35_40,36396.2731,36088.0605,36704.4856
40,kenya,Catch-up 20-35: V,40_45,29340.6232,29334.5799,29346.6666
40,kenya,Catch-up 20-35: V,45_50,19814.7403,19276.8792,20352.6015
40,kenya,Catch-up 20-35: V,50_55,14201.9484,14129.4278,14274.4690
40,kenya,Catch-up 20-35: V,55_60,9295.4770,9268.2817,9322.6722
40,kenya,Catch-up 20-35: TT,10_15,32452.9637,32144.7512,32761.1762
40,kenya,Catch-up 20-35: TT,15_20,54839.9230,53785.3525,55894.4935
40,kenya,Catch-up 20-35: TT,20_25,58915.4301,57211.1959,60619.6642
40,kenya,Catch-up 20-35: TT,25_30,51659.5928,51354.4019,51964.7837
40,kenya,Catch-up 20-35: TT,30_35,42088.3845,41867.8010,42308.9679
40,kenya,Catch-up 20-35: TT,35_40,36872.1895,36624.4108,37119.9683
40,kenya,Catch-up 20-35: TT,40_45,29676.7864,29280.9448,30072.6281
40,kenya,Catch-up 20-35: TT,45_50,19882.7284,19568.4724,20196.9843
40,kenya,Catch-up 20-35: TT,50_55,14383.2499,14195.9050,14570.5948
40,kenya,Catch-up 20-35: TT,55_60,9344.5794,9344.5794,9344.5795
40,kenya,Catch-up 20-40: TTV,10_15,27841.1067,27795.7813,27886.4320
40,kenya,Catch-up 20-40: TTV,15_20,45064.7499,44499.6935,45629.8062
40,kenya,Catch-up 20-40: TTV,20_25,38046.8707,37632.8990,38460.8425
40,kenya,Catch-up 20-40: TTV,25_30,36547.3567,36323.7514,36770.9619
40,kenya,Catch-up 20-40: TTV,30_35,32279.2175,32122.0896,32436.3455
40,kenya,Catch-up 20-40: TTV,35_40,27497.3907,27189.1782,27805.6033
40,kenya,Catch-up 20-40: TTV,40_45,27259.4330,27099.2833,27419.5827
40,kenya,Catch-up 20-40: TTV,45_50,19625.8846,19214.9345,20036.8347
40,kenya,Catch-up 20-40: TTV,50_55,14088.6350,13997.9843,14179.2858
40,kenya,Catch-up 20-40: TTV,55_60,9269.0372,9190.4732,9347.6012
40,kenya,Catch-up 20-40: V,10_15,28222.5952,27527.6060,28917.5843
40,kenya,Catch-up 20-40: V,15_20,46719.1261,45676.6424,47761.6098
40,kenya,Catch-up 20-40: V,20_25,40815.4958,40138.6368,41492.3547
40,kenya,Catch-up 20-40: V,25_30,39958.0912,39803.9850,40112.1975
40,kenya,Catch-up 20-40: V,30_35,36875.9663,36322.9967,37428.9358
40,kenya,Catch-up 20-40: V,35_40,32675.8151,32418.9713,32932.6590
40,kenya,Catch-up 20-40: V,40_45,28709.8452,28658.4764,28761.2139
40,kenya,Catch-up 20-40: V,45_50,20222.6687,19847.9788,20597.3585
40,kenya,Catch-up 20-40: V,50_55,14232.1654,14171.7316,14292.5992
40,kenya,Catch-up 20-40: V,55_60,9420.1217,9359.6879,9480.5555
40,kenya,Catch-up 20-40: TT,10_15,30874.1298,30233.5311,31514.7285
40,kenya,Catch-up 20-40: TT,15_20,54186.4821,54101.8748,54271.0895
40,kenya,Catch-up 20-40: TT,20_25,58280.8747,57362.2804,59199.4691
40,kenya,Catch-up 20-40: TT,25_30,49246.0165,48581.2443,49910.7886
40,kenya,Catch-up 20-40: TT,30_35,42435.8790,41520.3064,43351.4517
40,kenya,Catch-up 20-40: TT,35_40,33427.4608,32992.3372,33862.5844
40,kenya,Catch-up 20-40: TT,40_45,28456.7783,28124.3922,28789.1644
40,kenya,Catch-up 20-40: TT,45_50,20056.4756,19458.1807,20654.7706
40,kenya,Catch-up 20-40: TT,50_55,14326.5932,14257.0943,14396.0921
40,kenya,Catch-up 20-40: TT,55_60,9612.7545,9603.6895,9621.8195
40,kenya,Catch-up 20-45: TTV,10_15,27542.7146,26962.5498,28122.8794
40,kenya,Catch-up 20-45: TTV,15_20,45551.9976,44724.0540,46379.9411
40,kenya,Catch-up 20-45: TTV,20_25,39263.1017,38287.0953,40239.1081
40,kenya,Catch-up 20-45: TTV,25_30,36094.1029,35979.2785,36208.9272
40,kenya,Catch-up 20-45: TTV,30_35,32256.5549,31990.6460,32522.4638
40,kenya,Catch-up 20-45: TTV,35_40,26791.0703,26673.2243,26908.9162
40,kenya,Catch-up 20-45: TTV,40_45,21166.9470,20532.3917,21801.5023
40,kenya,Catch-up 20-45: TTV,45_50,19157.5224,18794.9193,19520.1254
40,kenya,Catch-up 20-45: TTV,50_55,14164.1773,14031.2228,14297.1317
40,kenya,Catch-up 20-45: TTV,55_60,9442.7844,9340.0469,9545.5219
40,kenya,Catch-up 20-45: V,10_15,27674.9136,27532.8940,27816.9331
40,kenya,Catch-up 20-45: V,15_20,45752.1847,45241.5188,46262.8507
40,kenya,Catch-up 20-45: V,20_25,39731.4638,39577.3575,39885.5702
40,kenya,Catch-up 20-45: V,25_30,39229.1082,39174.7177,39283.4987
40,kenya,Catch-up 20-45: V,30_35,36690.8876,36606.2803,36775.4950
40,kenya,Catch-up 20-45: V,35_40,32381.2002,32100.1828,32662.2175
40,kenya,Catch-up 20-45: V,40_45,26462.4620,26105.9023,26819.0216
40,kenya,Catch-up 20-45: V,45_50,19693.8727,19234.5756,20153.1698
40,kenya,Catch-up 20-45: V,50_55,14201.9484,14171.7315,14232.1653
40,kenya,Catch-up 20-45: V,55_60,9344.5795,9272.0589,9417.1000
40,kenya,Catch-up 20-45: TT,10_15,31625.7757,30196.5155,33055.0358
40,kenya,Catch-up 20-45: TT,15_20,54824.8146,54483.3634,55166.2657
40,kenya,Catch-up 20-45: TT,20_25,57699.1991,57185.5115,58212.8867
40,kenya,Catch-up 20-45: TT,25_30,50163.8554,50027.8792,50299.8315
40,kenya,Catch-up 20-45: TT,30_35,42190.3666,41301.9892,43078.7441
40,kenya,Catch-up 20-45: TT,35_40,34001.5822,33844.4543,34158.7102
40,kenya,Catch-up 20-45: TT,40_45,25661.7134,25244.7199,26078.7068
40,kenya,Catch-up 20-45: TT,45_50,19501.2398,18930.1400,20072.3395
40,kenya,Catch-up 20-45: TT,50_55,14160.4001,13939.8167,14380.9836
40,kenya,Catch-up 20-45: TT,55_60,9393.6820,9312.0963,9475.2677
40,kenya,Catch-up 20-50: TTV,10_15,27176.3345,26417.8899,27934.7791
40,kenya,Catch-up 20-50: TTV,15_20,44426.4175,44317.6366,44535.1984
40,kenya,Catch-up 20-50: TTV,20_25,37827.7981,37643.4749,38012.1212
40,kenya,Catch-up 20-50: TTV,25_30,35259.3605,35232.1653,35286.5557
40,kenya,Catch-up 20-50: TTV,30_35,32479.4046,32464.2962,32494.5130
40,kenya,Catch-up 20-50: TTV,35_40,27089.4623,27010.8983,27168.0263
40,kenya,Catch-up 20-50: TTV,40_45,21095.1818,21049.8564,21140.5072
40,kenya,Catch-up 20-50: TTV,45_50,14462.5688,13957.9463,14967.1914
40,kenya,Catch-up 20-50: TTV,50_55,13767.5803,13559.0835,13976.0770
40,kenya,Catch-up 20-50: TTV,55_60,9435.2302,9423.1434,9447.3170
40,kenya,Catch-up 20-50: V,10_15,27656.0279,27583.5073,27728.5485
40,kenya,Catch-up 20-50: V,15_20,44683.2612,44193.7472,45172.7752
40,kenya,Catch-up 20-50: V,20_25,39451.9574,38862.7275,40041.1873
40,kenya,Catch-up 20-50: V,25_30,39829.6694,39784.3440,39874.9948
40,kenya,Catch-up 20-50: V,30_35,36056.3323,34974.5667,37138.0980
40,kenya,Catch-up 20-50: V,35_40,32279.2180,32261.0879,32297.3482
40,kenya,Catch-up 20-50: V,40_45,25733.4788,25065.6848,26401.2727
40,kenya,Catch-up 20-50: V,45_50,18579.6239,18328.8235,18830.4244
40,kenya,Catch-up 20-50: V,50_55,14273.7136,14234.4316,14312.9956
40,kenya,Catch-up 20-50: V,55_60,9431.4531,9380.0843,9482.8218
40,kenya,Catch-up 20-50: TT,10_15,30711.7138,29917.0089,31506.4188
40,kenya,Catch-up 20-50: TT,15_20,54635.9587,53726.4295,55545.4879
40,kenya,Catch-up 20-50: TT,20_25,57842.7294,56464.8380,59220.6209
40,kenya,Catch-up 20-50: TT,25_30,50458.4704,49700.0258,51216.9151
40,kenya,Catch-up 20-50: TT,30_35,41876.8661,41426.6340,42327.0981
40,kenya,Catch-up 20-50: TT,35_40,32755.1343,32096.4056,33413.8631
40,kenya,Catch-up 20-50: TT,40_45,24301.9521,23733.8740,24870.0301
40,kenya,Catch-up 20-50: TT,45_50,16203.8186,15750.5648,16657.0724
40,kenya,Catch-up 20-50: TT,50_55,13661.8211,13634.6259,13689.0162
40,kenya,Catch-up 20-50: TT,55_60,9325.6939,9274.3252,9377.0626
40,kenya,Catch-up 20-55: TTV,10_15,27183.8887,27047.9126,27319.8649
40,kenya,Catch-up 20-55: TTV,15_20,44792.7976,44366.7390,45218.8562
40,kenya,Catch-up 20-55: TTV,20_25,37370.7671,37177.3789,37564.1554
40,kenya,Catch-up 20-55: TTV,25_30,35448.2162,34828.7694,36067.6630
40,kenya,Catch-up 20-55: TTV,30_35,31950.6085,31621.2440,32279.9729
40,kenya,Catch-up 20-55: TTV,35_40,27176.3359,27052.4465,27300.2252
40,kenya,Catch-up 20-55: TTV,40_45,21072.5191,20640.4172,21504.6211
40,kenya,Catch-up 20-55: TTV,45_50,14681.6415,14424.7977,14938.4853
40,kenya,Catch-up 20-55: TTV,50_55,10296.4119,10090.9370,10501.8869
40,kenya,Catch-up 20-55: TTV,55_60,8997.0849,8906.4341,9087.7356
40,kenya,Catch-up 20-55: V,10_15,27886.4320,26849.9917,28922.8723
40,kenya,Catch-up 20-55: V,15_20,44509.5139,42545.4143,46473.6136
40,kenya,Catch-up 20-55: V,20_25,39489.7285,38199.4662,40779.9909
40,kenya,Catch-up 20-55: V,25_30,39300.8733,39164.8971,39436.8494
40,kenya,Catch-up 20-55: V,30_35,35841.0368,35584.1930,36097.8806
40,kenya,Catch-up 20-55: V,35_40,31818.4102,31177.8115,32459.0088
40,kenya,Catch-up 20-55: V,40_45,25710.8162,25423.7555,25997.8769
40,kenya,Catch-up 20-55: V,45_50,18209.4667,18019.1001,18399.8333
40,kenya,Catch-up 20-55: V,50_55,13658.0440,13597.6101,13718.4778
40,kenya,Catch-up 20-55: V,55_60,9321.9168,9188.9624,9454.8712
40,kenya,Catch-up 20-55: TT,10_15,32150.7946,31473.9356,32827.6535
40,kenya,Catch-up 20-55: TT,15_20,54288.4642,54231.0521,54345.8763
40,kenya,Catch-up 20-55: TT,20_25,56766.2518,55784.2020,57748.3016
40,kenya,Catch-up 20-55: TT,25_30,49193.1368,48872.8375,49513.4362
40,kenya,Catch-up 20-55: TT,30_35,41729.5586,41391.1291,42067.9881
40,kenya,Catch-up 20-55: TT,35_40,33491.6717,33337.5654,33645.7780
40,kenya,Catch-up 20-55: TT,40_45,24626.7839,24336.7015,24916.8663
40,kenya,Catch-up 20-55: TT,45_50,16124.4992,15656.1370,16592.8614
40,kenya,Catch-up 20-55: TT,50_55,10587.2497,10566.0978,10608.4016
40,kenya,Catch-up 20-55: TT,55_60,8929.0969,8838.4461,9019.7476
40,kenya,Catch-up 20-60: TTV,10_15,26957.2618,26712.5048,27202.0188
40,kenya,Catch-up 20-60: TTV,15_20,44690.8154,44340.2992,45041.3316
40,kenya,Catch-up 20-60: TTV,20_25,38326.3772,37888.2319,38764.5225
40,kenya,Catch-up 20-60: TTV,25_30,36396.2720,36347.9249,36444.6191
40,kenya,Catch-up 20-60: TTV,30_35,32407.6394,31978.5591,32836.7197
40,kenya,Catch-up 20-60: TTV,35_40,27244.3240,27186.9118,27301.7362
40,kenya,Catch-up 20-60: TTV,40_45,21578.6525,21261.3748,21895.9301
40,kenya,Catch-up 20-60: TTV,45_50,14651.4246,14170.9756,15131.8735
40,kenya,Catch-up 20-60: TTV,50_55,10334.1831,10243.5324,10424.8339
40,kenya,Catch-up 20-60: TTV,55_60,6591.0631,6509.4774,6672.6487
40,kenya,Catch-up 20-60: V,10_15,27595.5942,27196.7309,27994.4575
40,kenya,Catch-up 20-60: V,15_20,46186.5529,45588.2579,46784.8479
40,kenya,Catch-up 20-60: V,20_25,40637.9714,40012.4813,41263.4616
40,kenya,Catch-up 20-60: V,25_30,39436.8494,39204.1792,39669.5197
40,kenya,Catch-up 20-60: V,30_35,35927.9104,35408.1795,36447.6414
40,kenya,Catch-up 20-60: V,35_40,31357.6021,31188.3874,31526.8168
40,kenya,Catch-up 20-60: V,40_45,25835.4609,25732.7234,25938.1984
40,kenya,Catch-up 20-60: V,45_50,18330.3344,18013.0567,18647.6120
40,kenya,Catch-up 20-60: V,50_55,13695.8152,13647.4681,13744.1622
40,kenya,Catch-up 20-60: V,55_60,9261.4829,9225.2227,9297.7432
40,kenya,Catch-up 20-60: TT,10_15,31323.6065,30583.2921,32063.9209
40,kenya,Catch-up 20-60: TT,15_20,55338.5021,53202.1660,57474.8382
40,kenya,Catch-up 20-60: TT,20_25,57147.7403,56422.5343,57872.9463
40,kenya,Catch-up 20-60: TT,25_30,49030.7210,48574.4455,49486.9964
40,kenya,Catch-up 20-60: TT,30_35,41884.4204,40600.2013,43168.6394
40,kenya,Catch-up 20-60: TT,35_40,33518.1115,33397.2438,33638.9792
40,kenya,Catch-up 20-60: TT,40_45,24430.3740,23819.9923,25040.7557
40,kenya,Catch-up 20-60: TT,45_50,16370.0116,16085.9726,16654.0506
40,kenya,Catch-up 20-60: TT,50_55,10900.7503,10852.4032,10949.0973
40,kenya,Catch-up 20-60: TT,55_60,7146.2989,7079.8217,7212.7761
40,kenya,Catch-up 25-30: TTV,10_15,30681.4969,30249.3950,31113.5988
40,kenya,Catch-up 25-30: TTV,15_20,52418.7924,52328.1417,52509.4432
40,kenya,Catch-up 25-30: TTV,20_25,54386.6693,53108.4936,55664.8450
40,kenya,Catch-up 25-30: TTV,25_30,39527.5002,39131.6585,39923.3418
40,kenya,Catch-up 25-30: TTV,30_35,44989.2087,44883.4495,45094.9679
40,kenya,Catch-up 25-30: TTV,35_40,37918.4503,37764.3440,38072.5566
40,kenya,Catch-up 25-30: TTV,40_45,29246.1953,29158.5662,29333.8244
40,kenya,Catch-up 25-30: TTV,45_50,20490.8438,20463.6486,20518.0391
40,kenya,Catch-up 25-30: TTV,50_55,14073.5265,14043.3096,14103.7435
40,kenya,Catch-up 25-30: TTV,55_60,9299.2541,9287.1673,9311.3408
40,kenya,Catch-up 25-30: V,10_15,29431.2719,29026.3652,29836.1786
40,kenya,Catch-up 25-30: V,15_20,52516.9974,51961.0061,53072.9887
40,kenya,Catch-up 25-30: V,20_25,54635.9589,53980.2518,55291.6660
40,kenya,Catch-up 25-30: V,25_30,43965.6100,43282.7078,44648.5123
40,kenya,Catch-up 25-30: V,30_35,45884.3849,44875.1398,46893.6300
40,kenya,Catch-up 25-30: V,35_40,37869.3478,37688.0463,38050.6494
40,kenya,Catch-up 25-30: V,40_45,28917.5864,28391.8120,29443.3608
40,kenya,Catch-up 25-30: V,45_50,19973.3792,19278.3901,20668.3683
40,kenya,Catch-up 25-30: V,50_55,14583.4370,14453.5042,14713.3697
40,kenya,Catch-up 25-30: V,55_60,9325.6938,9141.3707,9510.0170
40,kenya,Catch-up 25-30: TT,10_15,31470.9139,30437.4953,32504.3325
40,kenya,Catch-up 25-30: TT,15_20,56498.0764,55537.1784,57458.9744
40,kenya,Catch-up 25-30: TT,20_25,59380.0152,58645.7441,60114.2863
40,kenya,Catch-up 25-30: TT,25_30,51738.9123,50989.5327,52488.2918
40,kenya,Catch-up 25-30: TT,30_35,46009.0297,45589.0146,46429.0449
40,kenya,Catch-up 25-30: TT,35_40,38889.1688,38774.3445,39003.9931
40,kenya,Catch-up 25-30: TT,40_45,30284.9019,30260.7284,30309.0754
40,kenya,Catch-up 25-30: TT,45_50,20154.6806,19701.4269,20607.9344
40,kenya,Catch-up 25-30: TT,50_55,14235.9425,14232.9208,14238.9642
40,kenya,Catch-up 25-30: TT,55_60,9427.6760,9355.1554,9500.1966
40,kenya,Catch-up 25-35: TTV,10_15,29351.9525,29167.6293,29536.2758
40,kenya,Catch-up 25-35: TTV,15_20,51043.9226,49327.6016,52760.2436
40,kenya,Catch-up 25-35: TTV,20_25,52671.8591,51762.3299,53581.3884
40,kenya,Catch-up 25-35: TTV,25_30,37344.3279,37250.6554,37438.0003
40,kenya,Catch-up 25-35: TTV,30_35,34179.1062,33879.9588,34478.2537
40,kenya,Catch-up 25-35: TTV,35_40,36498.2552,35691.4635,37305.0469
40,kenya,Catch-up 25-35: TTV,40_45,29389.7257,29332.3136,29447.1379
40,kenya,Catch-up 25-35: TTV,45_50,20109.3552,19698.4052,20520.3053
40,kenya,Catch-up 25-35: TTV,50_55,14081.0807,13942.0830,14220.0785
40,kenya,Catch-up 25-35: TTV,55_60,9420.1217,9365.7313,9474.5122
40,kenya,Catch-up 25-35: V,10_15,29684.3386,29500.0154,29868.6618
40,kenya,Catch-up 25-35: V,15_20,50949.4947,50801.4318,51097.5576
40,kenya,Catch-up 25-35: V,20_25,52947.5885,52083.3847,53811.7923
40,kenya,Catch-up 25-35: V,25_30,41106.3342,40891.7941,41320.8743
40,kenya,Catch-up 25-35: V,30_35,38420.8061,37218.1727,39623.4395
40,kenya,Catch-up 25-35: V,35_40,36800.4243,36634.2313,36966.6174
40,kenya,Catch-up 25-35: V,40_45,29091.3337,29079.2469,29103.4205
40,kenya,Catch-up 25-35: V,45_50,20173.5662,19529.9458,20817.1866
40,kenya,Catch-up 25-35: V,50_55,14115.0748,14015.3590,14214.7906
40,kenya,Catch-up 25-35: V,55_60,9427.6760,9337.0252,9518.3267
40,kenya,Catch-up 25-35: TT,10_15,31361.3776,30917.1889,31805.5663
40,kenya,Catch-up 25-35: TT,15_20,55950.3948,54418.3970,57482.3925
40,kenya,Catch-up 25-35: TT,20_25,58643.4777,57114.5016,60172.4537
40,kenya,Catch-up 25-35: TT,25_30,50870.1758,50374.6183,51365.7334
40,kenya,Catch-up 25-35: TT,30_35,42889.1328,41181.8770,44596.3887
40,kenya,Catch-up 25-35: TT,35_40,37329.2204,37132.8105,37525.6304
40,kenya,Catch-up 25-35: TT,40_45,30096.0462,29630.7056,30561.3868
40,kenya,Catch-up 25-35: TT,45_50,20317.0966,19516.3482,21117.8449
40,kenya,Catch-up 25-35: TT,50_55,14421.0210,14275.9799,14566.0622
40,kenya,Catch-up 25-35: TT,55_60,9461.6700,9241.0865,9682.2535
40,kenya,Catch-up 25-40: TTV,10_15,30073.3814,29674.5181,30472.2447
40,kenya,Catch-up 25-40: TTV,15_20,51006.1514,50818.8065,51193.4963
40,kenya,Catch-up 25-40: TTV,20_25,51750.2432,51457.1391,52043.3473
40,kenya,Catch-up 25-40: TTV,25_30,37688.0453,37639.6982,37736.3923
40,kenya,Catch-up 25-40: TTV,30_35,32165.9040,31767.0407,32564.7674
40,kenya,Catch-up 25-40: TTV,35_40,27995.9699,27899.2757,28092.6641
40,kenya,Catch-up 25-40: TTV,40_45,28279.2540,27683.9807,28874.5273
40,kenya,Catch-up 25-40: TTV,45_50,20234.0000,19904.6356,20563.3644
40,kenya,Catch-up 25-40: TTV,50_55,14337.9245,14295.6209,14380.2282
40,kenya,Catch-up 25-40: TTV,55_60,9450.3386,9329.4710,9571.2063
40,kenya,Catch-up 25-40: V,10_15,28237.7037,27433.9337,29041.4736
40,kenya,Catch-up 25-40: V,15_20,49918.3424,49531.5659,50305.1189
40,kenya,Catch-up 25-40: V,20_25,52694.5218,51271.3050,54117.7387
40,kenya,Catch-up 25-40: V,25_30,40434.0078,40382.6390,40485.3765
40,kenya,Catch-up 25-40: V,30_35,37299.0031,36401.5606,38196.4456
40,kenya,Catch-up 25-40: V,35_40,32838.2310,32765.7104,32910.7516
40,kenya,Catch-up 25-40: V,40_45,28789.1646,28136.4791,29441.8500
40,kenya,Catch-up 25-40: V,45_50,20033.8130,19731.6437,20335.9822
40,kenya,Catch-up 25-40: V,50_55,14421.0210,14282.0233,14560.0188
40,kenya,Catch-up 25-40: V,55_60,9257.7058,9212.3804,9303.0312
40,kenya,Catch-up 25-40: TT,10_15,32494.5120,32104.7138,32884.3102
40,kenya,Catch-up 25-40: TT,15_20,55871.0754,55290.9105,56451.2402
40,kenya,Catch-up 25-40: TT,20_25,60384.7277,59704.8470,61064.6083
40,kenya,Catch-up 25-40: TT,25_30,50934.3869,50617.1092,51251.6645
40,kenya,Catch-up 25-40: TT,30_35,42515.1985,41657.0380,43373.3590
40,kenya,Catch-up 25-40: TT,35_40,33858.0519,33797.6180,33918.4857
40,kenya,Catch-up 25-40: TT,40_45,28588.9774,28108.5284,29069.4263
40,kenya,Catch-up 25-40: TT,45_50,20324.6509,19874.4188,20774.8829
40,kenya,Catch-up 25-40: TT,50_55,14337.9246,14271.4474,14404.4018
40,kenya,Catch-up 25-40: TT,55_60,9529.6581,9478.2893,9581.0268
