location,scenario,cohort,value,low,high
kenya,Catch-up 10-30 50%,15_20,34628.5816,33867.1153,35390.0479
kenya,Catch-up 10-30 50%,20_25,37933.5572,37193.2428,38673.8717
kenya,Catch-up 10-30 50%,25_30,38043.0942,37982.6603,38103.5280
kenya,Catch-up 10-30 50%,30_35,42568.0783,42054.3907,43081.7659
kenya,Catch-up 10-30 50%,35_40,35289.5786,34845.3899,35733.7673
kenya,Catch-up 10-30 50%,40_45,27047.9147,26827.3311,27268.4982
kenya,Catch-up 10-30 50%,45_50,19017.7693,18996.6174,19038.9211
kenya,Catch-up 10-30 50%,50_55,12895.0668,12604.9845,13185.1492
kenya,Catch-up 10-30 50%,55_60,8252.9934,7784.6312,8721.3556
kenya,Catch-up 10-30 60%,10_15,20906.3240,20740.1310,21072.5170
kenya,Catch-up 10-30 60%,15_20,31006.3285,30997.2635,31015.3936
kenya,Catch-up 10-30 60%,20_25,34077.1230,33998.5591,34155.6870
kenya,Catch-up 10-30 60%,25_30,34016.6899,33859.5619,34173.8178
kenya,Catch-up 10-30 60%,30_35,40906.1477,40791.3235,41020.9720
kenya,Catch-up 10-30 60%,35_40,35965.6821,34980.6105,36950.7537
kenya,Catch-up 10-30 60%,40_45,26885.4988,26595.4164,27175.5812
kenya,Catch-up 10-30 60%,45_50,19127.3056,19097.0887,19157.5225
kenya,Catch-up 10-30 60%,50_55,12740.2051,12332.2768,13148.1334
kenya,Catch-up 10-30 60%,55_60,8181.2283,7582.9333,8779.5232
kenya,Catch-up 10-30 70%,10_15,19878.9489,19640.2353,20117.6626
kenya,Catch-up 10-30 70%,15_20,27127.2316,26994.2771,27260.1862
kenya,Catch-up 10-30 70%,20_25,30254.6830,30242.5962,30266.7697
kenya,Catch-up 10-30 70%,25_30,31954.3851,31930.2115,31978.5587
kenya,Catch-up 10-30 70%,30_35,41374.5100,40582.8267,42166.1933
kenya,Catch-up 10-30 70%,35_40,35085.6144,34018.9572,36152.2716
kenya,Catch-up 10-30 70%,40_45,26787.2938,26527.4283,27047.1593
kenya,Catch-up 10-30 70%,45_50,19183.9623,19072.1597,19295.7648
kenya,Catch-up 10-30 70%,50_55,13136.8021,12919.2404,13354.3639
kenya,Catch-up 10-30 70%,55_60,8294.5417,7786.8975,8802.1859
kenya,Catch-up 10-30 80%,10_15,18485.1938,18394.5430,18575.8445
kenya,Catch-up 10-30 80%,15_20,25491.7409,24793.7301,26189.7518
kenya,Catch-up 10-30 80%,20_25,26738.1893,26227.5233,27248.8552
kenya,Catch-up 10-30 80%,25_30,28558.7590,28374.4358,28743.0822
kenya,Catch-up 10-30 80%,30_35,40146.9477,40107.6657,40186.2296
kenya,Catch-up 10-30 80%,35_40,35055.3975,34345.2999,35765.4951
kenya,Catch-up 10-30 80%,40_45,26617.3236,26614.3019,26620.3454
kenya,Catch-up 10-30 80%,45_50,19074.4260,18923.3414,19225.5106
kenya,Catch-up 10-30 80%,50_55,12940.3922,12668.4400,13212.3444
kenya,Catch-up 10-30 80%,55_60,8351.1984,7834.4891,8867.9077
kenya,Catch-up 10-30 90%,10_15,17302.9571,16901.0721,17704.8421
kenya,Catch-up 10-30 90%,15_20,21397.3487,21279.5028,21515.1947
kenya,Catch-up 10-30 90%,20_25,23448.3224,23273.0642,23623.5805
kenya,Catch-up 10-30 90%,25_30,25707.0375,25416.9552,25997.1199
kenya,Catch-up 10-30 90%,30_35,39402.8561,39318.2487,39487.4634
kenya,Catch-up 10-30 90%,35_40,35085.6144,34617.2522,35553.9767
kenya,Catch-up 10-30 90%,40_45,26757.0769,26660.3827,26853.7711
kenya,Catch-up 10-30 90%,45_50,18866.6847,18821.3593,18912.0100
kenya,Catch-up 10-30 90%,50_55,13004.6031,12826.3233,13182.8829
kenya,Catch-up 10-30 90%,55_60,8256.7705,7652.4322,8861.1088
kenya,Catch-up 10-35 10%,10_15,33472.7845,33086.0079,33859.5611
kenya,Catch-up 10-35 10%,15_20,54035.3975,52766.2869,55304.5080
kenya,Catch-up 10-35 10%,20_25,56414.9800,56354.5462,56475.4138
kenya,Catch-up 10-35 10%,25_30,52524.5522,52264.6867,52784.4177
kenya,Catch-up 10-35 10%,30_35,42881.5787,42703.2990,43059.8585
kenya,Catch-up 10-35 10%,35_40,37181.9130,36480.8805,37882.9456
kenya,Catch-up 10-35 10%,40_45,27134.7884,26814.4890,27455.0877
kenya,Catch-up 10-35 10%,45_50,19202.8479,19202.8479,19202.8479
kenya,Catch-up 10-35 10%,50_55,12932.8379,12624.6254,13241.0505
kenya,Catch-up 10-35 10%,55_60,8098.1318,7608.6177,8587.6458
kenya,Catch-up 10-35 20%,10_15,28955.3553,28743.8369,29166.8737
kenya,Catch-up 10-35 20%,15_20,47746.5013,47417.1368,48075.8657
kenya,Catch-up 10-35 20%,20_25,49329.1126,47975.3947,50682.8306
kenya,Catch-up 10-35 20%,25_30,47992.0145,47399.7628,48584.2662
kenya,Catch-up 10-35 20%,30_35,40075.1825,39990.5752,40159.7899
kenya,Catch-up 10-35 20%,35_40,36199.8633,34991.1866,37408.5400
kenya,Catch-up 10-35 20%,40_45,27074.3545,26887.0097,27261.6994
kenya,Catch-up 10-35 20%,45_50,18934.6728,18889.3474,18979.9981
kenya,Catch-up 10-35 20%,50_55,12789.3076,12384.4010,13194.2142
kenya,Catch-up 10-35 20%,55_60,8177.4512,7654.6985,8700.2038
kenya,Catch-up 10-35 30%,10_15,27886.4318,26868.1217,28904.7420
kenya,Catch-up 10-35 30%,15_20,43195.0779,42808.3013,43581.8545
kenya,Catch-up 10-35 30%,20_25,46500.0536,46303.6437,46696.4636
kenya,Catch-up 10-35 30%,25_30,43689.8808,43227.5619,44152.1996
kenya,Catch-up 10-35 30%,30_35,36309.3991,35895.4273,36723.3709
kenya,Catch-up 10-35 30%,35_40,34874.0959,34393.6469,35354.5450
kenya,Catch-up 10-35 30%,40_45,26843.9505,26623.3670,27064.5340
kenya,Catch-up 10-35 30%,45_50,19066.8718,19024.5681,19109.1754
kenya,Catch-up 10-35 30%,50_55,12944.1693,12826.3234,13062.0153
kenya,Catch-up 10-35 30%,55_60,8317.2044,7857.9072,8776.5015
kenya,Catch-up 10-35 40%,10_15,25763.6934,25210.7238,26316.6630
kenya,Catch-up 10-35 40%,15_20,39716.3552,38885.3898,40547.3205
kenya,Catch-up 10-35 40%,20_25,41053.4541,40832.8706,41274.0376
kenya,Catch-up 10-35 40%,25_30,39327.3132,38970.7536,39683.8728
kenya,Catch-up 10-35 40%,30_35,33978.9192,33785.5309,34172.3075
kenya,Catch-up 10-35 40%,35_40,34500.1616,33243.1378,35757.1854
kenya,Catch-up 10-35 40%,40_45,27029.0291,26624.1224,27433.9359
kenya,Catch-up 10-35 40%,45_50,18711.8230,18548.6517,18874.9944
kenya,Catch-up 10-35 40%,50_55,12732.6509,12487.8939,12977.4079
kenya,Catch-up 10-35 40%,55_60,8124.5716,7734.7734,8514.3699
kenya,Catch-up 10-35 50%,10_15,23229.2494,22806.2126,23652.2863
kenya,Catch-up 10-35 50%,15_20,33986.4720,33980.4286,33992.5153
kenya,Catch-up 10-35 50%,20_25,36524.6935,36234.6111,36814.7759
kenya,Catch-up 10-35 50%,25_30,36007.2293,35702.0385,36312.4202
kenya,Catch-up 10-35 50%,30_35,31270.7279,30699.6282,31841.8277
kenya,Catch-up 10-35 50%,35_40,34643.6920,34081.6573,35205.7267
kenya,Catch-up 10-35 50%,40_45,27153.6739,26993.5242,27313.8236
kenya,Catch-up 10-35 50%,45_50,18802.4737,18530.5215,19074.4260
kenya,Catch-up 10-35 50%,50_55,12808.1932,12424.4384,13191.9480
kenya,Catch-up 10-35 50%,55_60,8290.7646,7804.2722,8777.2570
kenya,Catch-up 10-35 60%,10_15,20804.3421,20339.0016,21269.6826
kenya,Catch-up 10-35 60%,15_20,29733.4409,28869.2370,30597.6447
kenya,Catch-up 10-35 60%,20_25,32943.9887,32720.3834,33167.5939
kenya,Catch-up 10-35 60%,25_30,32460.5185,32357.7810,32563.2561
kenya,Catch-up 10-35 60%,30_35,27614.4809,27593.3290,27635.6327
kenya,Catch-up 10-35 60%,35_40,33706.9675,32957.5880,34456.3471
kenya,Catch-up 10-35 60%,40_45,26492.6789,26305.3340,26680.0238
kenya,Catch-up 10-35 60%,45_50,18991.3295,18912.7654,19069.8935
kenya,Catch-up 10-35 60%,50_55,12864.8499,12520.3771,13209.3227
kenya,Catch-up 10-35 60%,55_60,8230.3308,7713.6215,8747.0400
kenya,Catch-up 10-35 70%,10_15,19425.6953,19392.4567,19458.9339
kenya,Catch-up 10-35 70%,15_20,26220.7242,25942.7285,26498.7198
kenya,Catch-up 10-35 70%,20_25,29529.4770,28925.1386,30133.8154
kenya,Catch-up 10-35 70%,25_30,29080.0009,28508.9012,29651.1007
kenya,Catch-up 10-35 70%,30_35,25257.5613,25248.4962,25266.6264
kenya,Catch-up 10-35 70%,35_40,33465.2321,32474.1173,34456.3470
kenya,Catch-up 10-35 70%,40_45,26673.9803,26426.2016,26921.7591
kenya,Catch-up 10-35 70%,45_50,19100.8658,19049.4970,19152.2345
kenya,Catch-up 10-35 70%,50_55,12845.9643,12516.6000,13175.3287
kenya,Catch-up 10-35 70%,55_60,8200.1138,7520.2332,8879.9944
kenya,Catch-up 10-35 80%,10_15,17831.7530,17429.8680,18233.6381
kenya,Catch-up 10-35 80%,15_20,23346.3398,22914.2379,23778.4417
kenya,Catch-up 10-35 80%,20_25,26258.4956,25932.1528,26584.8383
kenya,Catch-up 10-35 80%,25_30,25907.2246,25789.3786,26025.0706
kenya,Catch-up 10-35 80%,30_35,23489.8716,23432.4595,23547.2838
kenya,Catch-up 10-35 80%,35_40,32751.3575,31914.3488,33588.3661
kenya,Catch-up 10-35 80%,40_45,26802.4023,26554.6236,27050.1809
kenya,Catch-up 10-35 80%,45_50,19278.3902,19248.1732,19308.6071
kenya,Catch-up 10-35 80%,50_55,12887.5126,12367.7817,13407.2435
kenya,Catch-up 10-35 80%,55_60,8434.2949,7742.3275,9126.2623
kenya,Catch-up 10-35 90%,10_15,16868.5890,16765.8515,16971.3265
kenya,Catch-up 10-35 90%,15_20,20124.4612,19743.7280,20505.1943
kenya,Catch-up 10-35 90%,20_25,23195.2557,22962.5854,23427.9260
kenya,Catch-up 10-35 90%,25_30,23807.1488,23707.4330,23906.8646
kenya,Catch-up 10-35 90%,30_35,20894.9939,20792.2564,20997.7313
kenya,Catch-up 10-35 90%,35_40,32381.2003,31628.7990,33133.6016
kenya,Catch-up 10-35 90%,40_45,25733.4788,25585.4160,25881.5417
kenya,Catch-up 10-35 90%,45_50,18564.5156,18470.8431,18658.1880
kenya,Catch-up 10-35 90%,50_55,12796.8619,12289.2178,13304.5060
kenya,Catch-up 10-35 90%,55_60,8188.7825,7638.8346,8738.7304
kenya,Catch-up 10-40 10%,10_15,33858.0503,32721.8941,34994.2064
kenya,Catch-up 10-40 10%,15_20,55047.6642,53506.6014,56588.7271
kenya,Catch-up 10-40 10%,20_25,55663.3340,55485.0543,55841.6138
kenya,Catch-up 10-40 10%,25_30,51856.0029,51828.8076,51883.1982
kenya,Catch-up 10-40 10%,30_35,42639.8433,42528.0408,42751.6459
kenya,Catch-up 10-40 10%,35_40,34775.8910,34307.5287,35244.2533
kenya,Catch-up 10-40 10%,40_45,27452.0660,26932.3349,27971.7970
kenya,Catch-up 10-40 10%,45_50,19066.8717,18946.0040,19187.7394
kenya,Catch-up 10-40 10%,50_55,13170.7961,12738.6942,13602.8980
kenya,Catch-up 10-40 10%,55_60,8264.3248,7756.6806,8771.9690
kenya,Catch-up 10-40 20%,10_15,29918.5196,29474.3308,30362.7083
kenya,Catch-up 10-40 20%,15_20,48426.3819,48387.0999,48465.6640
kenya,Catch-up 10-40 20%,20_25,51361.2003,51155.7253,51566.6753
kenya,Catch-up 10-40 20%,25_30,47636.9657,47479.8378,47794.0937
kenya,Catch-up 10-40 20%,30_35,39455.7357,39220.0437,39691.4276
kenya,Catch-up 10-40 20%,35_40,32233.8927,31605.3808,32862.4047
kenya,Catch-up 10-40 20%,40_45,26817.5107,26787.2938,26847.7276
kenya,Catch-up 10-40 20%,45_50,19161.2997,19091.8007,19230.7986
kenya,Catch-up 10-40 20%,50_55,13000.8260,12728.8738,13272.7782
kenya,Catch-up 10-40 20%,55_60,8294.5416,7925.8952,8663.1881
kenya,Catch-up 10-40 30%,10_15,27935.5344,27724.0160,28147.0528
kenya,Catch-up 10-40 30%,15_20,43244.1804,43132.3778,43355.9830
kenya,Catch-up 10-40 30%,20_25,45612.4316,45473.4338,45751.4294
kenya,Catch-up 10-40 30%,25_30,43240.4042,42551.4585,43929.3499
kenya,Catch-up 10-40 30%,30_35,36041.2239,35914.3128,36168.1350
kenya,Catch-up 10-40 30%,35_40,29801.4308,28852.6196,30750.2420
kenya,Catch-up 10-40 30%,40_45,25654.1594,25545.3785,25762.9403
kenya,Catch-up 10-40 30%,45_50,19055.5404,18889.3475,19221.7334
kenya,Catch-up 10-40 30%,50_55,12804.4161,12502.2470,13106.5852
kenya,Catch-up 10-40 30%,55_60,8211.4452,7776.3216,8646.5688
kenya,Catch-up 10-40 40%,10_15,24600.3421,24228.6740,24972.0102
kenya,Catch-up 10-40 40%,15_20,38235.7262,37882.1882,38589.2641
kenya,Catch-up 10-40 40%,20_25,41567.1417,41443.2523,41691.0310
kenya,Catch-up 10-40 40%,25_30,38783.4088,38227.4175,39339.4000
kenya,Catch-up 10-40 40%,30_35,32456.7420,32266.3754,32647.1086
kenya,Catch-up 10-40 40%,35_40,26968.5947,26098.3474,27838.8420
kenya,Catch-up 10-40 40%,40_45,25170.6887,25031.6909,25309.6865
kenya,Catch-up 10-40 40%,45_50,19032.8777,18981.5090,19084.2465
kenya,Catch-up 10-40 40%,50_55,12974.3862,12790.0630,13158.7094
kenya,Catch-up 10-40 40%,55_60,8105.6860,7652.4323,8558.9398
kenya,Catch-up 10-40 50%,10_15,22235.8683,22069.6753,22402.0613
kenya,Catch-up 10-40 50%,15_20,33521.8869,33198.5659,33845.2080
kenya,Catch-up 10-40 50%,20_25,35980.7890,35720.9235,36240.6545
kenya,Catch-up 10-40 50%,25_30,35259.3606,34633.8703,35884.8508
kenya,Catch-up 10-40 50%,30_35,30111.1537,29651.8566,30570.4508
kenya,Catch-up 10-40 50%,35_40,25506.8513,24639.6257,26374.0769
kenya,Catch-up 10-40 50%,40_45,25616.3882,25471.3470,25761.4295
kenya,Catch-up 10-40 50%,45_50,19153.7454,19144.6803,19162.8105
kenya,Catch-up 10-40 50%,50_55,13049.9285,12811.2149,13288.6421
kenya,Catch-up 10-40 50%,55_60,8283.2103,7633.5467,8932.8740
kenya,Catch-up 10-40 60%,10_15,20864.7758,20538.4332,21191.1185
kenya,Catch-up 10-40 60%,15_20,29393.5005,28994.6372,29792.3639
kenya,Catch-up 10-40 60%,20_25,32985.5369,32897.9079,33073.1660
kenya,Catch-up 10-40 60%,25_30,31977.0479,31771.5729,32182.5229
kenya,Catch-up 10-40 60%,30_35,27059.2450,26581.8177,27536.6724
kenya,Catch-up 10-40 60%,35_40,23040.3955,22206.4085,23874.3824
kenya,Catch-up 10-40 60%,40_45,25578.6171,25415.4457,25741.7885
kenya,Catch-up 10-40 60%,45_50,19066.8718,19048.7416,19085.0019
kenya,Catch-up 10-40 60%,50_55,12940.3922,12559.6591,13321.1253
kenya,Catch-up 10-40 60%,55_60,8241.6621,7649.4105,8833.9136
kenya,Catch-up 10-40 70%,10_15,19690.0932,19233.8178,20146.3687
kenya,Catch-up 10-40 70%,15_20,26991.2555,26809.9540,27172.5571
kenya,Catch-up 10-40 70%,20_25,29155.5426,29098.1304,29212.9548
kenya,Catch-up 10-40 70%,25_30,28596.5303,28478.6843,28714.3762
kenya,Catch-up 10-40 70%,30_35,24400.1563,24152.3776,24647.9350
kenya,Catch-up 10-40 70%,35_40,20109.3544,19837.4021,20381.3067
kenya,Catch-up 10-40 70%,40_45,24562.5732,24196.9485,24928.1979
kenya,Catch-up 10-40 70%,45_50,19074.4260,18995.8620,19152.9900
kenya,Catch-up 10-40 70%,50_55,13004.6031,12741.7160,13267.4903
kenya,Catch-up 10-40 70%,55_60,8185.0054,7619.9491,8750.0617
kenya,Catch-up 10-40 80%,10_15,17563.5779,17563.5779,17563.5780
kenya,Catch-up 10-40 80%,15_20,23928.0155,23423.3930,24432.6380
kenya,Catch-up 10-40 80%,20_25,26670.2011,26588.6155,26751.7867
kenya,Catch-up 10-40 80%,25_30,25918.5559,25815.8184,26021.2935
kenya,Catch-up 10-40 80%,30_35,22115.0019,22105.9368,22124.0670
kenya,Catch-up 10-40 80%,35_40,18885.5693,18281.2310,19489.9077
kenya,Catch-up 10-40 80%,40_45,24313.2837,24014.1362,24612.4311
kenya,Catch-up 10-40 80%,45_50,18590.9553,18415.6973,18766.2134
kenya,Catch-up 10-40 80%,50_55,12743.9823,12465.9866,13021.9779
kenya,Catch-up 10-40 80%,55_60,8509.8372,7823.9132,9195.7611
kenya,Catch-up 10-40 90%,10_15,17155.6497,16641.9622,17669.3372
kenya,Catch-up 10-40 90%,15_20,21163.1676,20779.4128,21546.9225
kenya,Catch-up 10-40 90%,20_25,23433.2140,22925.5698,23940.8582
kenya,Catch-up 10-40 90%,25_30,23629.6245,23569.1906,23690.0583
kenya,Catch-up 10-40 90%,30_35,19539.0098,19318.4263,19759.5933
kenya,Catch-up 10-40 90%,35_40,16230.2577,15912.9801,16547.5354
kenya,Catch-up 10-40 90%,40_45,23999.7831,23975.6096,24023.9566
kenya,Catch-up 10-40 90%,45_50,18692.9374,18623.4386,18762.4363
kenya,Catch-up 10-40 90%,50_55,12917.7295,12706.2111,13129.2479
kenya,Catch-up 10-40 90%,55_60,8222.7765,7609.3731,8836.1799
kenya,Catch-up 10-45 10%,10_15,34556.8165,34100.5410,35013.0919
kenya,Catch-up 10-45 10%,15_20,56184.5757,56018.3826,56350.7688
kenya,Catch-up 10-45 10%,20_25,56539.6247,55932.2647,57146.9848
kenya,Catch-up 10-45 10%,25_30,51232.7790,51111.9113,51353.6467
kenya,Catch-up 10-45 10%,30_35,41635.1309,41088.2046,42182.0571
kenya,Catch-up 10-45 10%,35_40,34507.7158,33558.9046,35456.5270
kenya,Catch-up 10-45 10%,40_45,25729.7016,25705.5281,25753.8751
kenya,Catch-up 10-45 10%,45_50,18934.6727,18931.6510,18937.6944
kenya,Catch-up 10-45 10%,50_55,12691.1027,12527.9313,12854.2740
kenya,Catch-up 10-45 10%,55_60,8215.2223,7644.1226,8786.3220
kenya,Catch-up 10-45 20%,10_15,30636.1713,30107.3753,31164.9674
kenya,Catch-up 10-45 20%,15_20,47890.0316,47693.6216,48086.4416
kenya,Catch-up 10-45 20%,20_25,49941.0051,49832.2243,50049.7860
kenya,Catch-up 10-45 20%,25_30,47172.3806,46891.3633,47453.3980
kenya,Catch-up 10-45 20%,30_35,39172.4520,39006.2589,39338.6451
kenya,Catch-up 10-45 20%,35_40,31674.8797,31408.9708,31940.7886
kenya,Catch-up 10-45 20%,40_45,23882.6925,23825.2804,23940.1047
kenya,Catch-up 10-45 20%,45_50,18556.9613,18553.9396,18559.9830
kenya,Catch-up 10-45 20%,50_55,12683.5484,12163.8176,13203.2793
kenya,Catch-up 10-45 20%,55_60,8169.8969,7598.7972,8740.9966
kenya,Catch-up 10-45 30%,10_15,28668.2946,28196.9106,29139.6785
kenya,Catch-up 10-45 30%,15_20,43516.1327,43053.8139,43978.4516
kenya,Catch-up 10-45 30%,20_25,46337.6377,45147.0911,47528.1843
kenya,Catch-up 10-45 30%,25_30,43569.0131,43481.3840,43656.6421
kenya,Catch-up 10-45 30%,30_35,35720.1692,35535.8460,35904.4923
kenya,Catch-up 10-45 30%,35_40,29578.5811,29212.9564,29944.2058
kenya,Catch-up 10-45 30%,40_45,22386.9551,22093.8509,22680.0593
kenya,Catch-up 10-45 30%,45_50,18273.6777,18110.5064,18436.8490
kenya,Catch-up 10-45 30%,50_55,12721.3195,12527.9313,12914.7078
kenya,Catch-up 10-45 30%,55_60,8388.9695,7709.0889,9068.8501
kenya,Catch-up 10-45 40%,10_15,24879.8486,24532.3540,25227.3431
kenya,Catch-up 10-45 40%,15_20,38500.1242,38297.6709,38702.5776
kenya,Catch-up 10-45 40%,20_25,41484.0452,40822.2947,42145.7957
kenya,Catch-up 10-45 40%,25_30,39497.2834,39312.9602,39681.6065
kenya,Catch-up 10-45 40%,30_35,32199.8982,32039.7485,32360.0478
kenya,Catch-up 10-45 40%,35_40,26454.9071,25917.0459,26992.7683
kenya,Catch-up 10-45 40%,40_45,20471.9579,20036.8344,20907.0815
kenya,Catch-up 10-45 40%,45_50,17820.4240,17723.7298,17917.1181
kenya,Catch-up 10-45 40%,50_55,12864.8499,12484.1168,13245.5830
kenya,Catch-up 10-45 40%,55_60,8354.9755,7811.0710,8898.8800
kenya,Catch-up 10-45 50%,10_15,22428.5011,22011.5078,22845.4945
kenya,Catch-up 10-45 50%,15_20,33744.7367,33521.1314,33968.3419
kenya,Catch-up 10-45 50%,20_25,37166.8031,36701.4625,37632.1436
kenya,Catch-up 10-45 50%,25_30,35316.0174,35207.2365,35424.7983
kenya,Catch-up 10-45 50%,30_35,29314.1825,29299.0741,29329.2910
kenya,Catch-up 10-45 50%,35_40,24301.9518,24132.7370,24471.1666
kenya,Catch-up 10-45 50%,40_45,18126.3698,18081.0444,18171.6952
kenya,Catch-up 10-45 50%,45_50,17608.9055,17451.7775,17766.0334
kenya,Catch-up 10-45 50%,50_55,12679.7713,12477.3180,12882.2246
kenya,Catch-up 10-45 50%,55_60,8438.0720,7894.1675,8981.9765
kenya,Catch-up 10-45 60%,10_15,20445.5161,20128.2386,20762.7937
kenya,Catch-up 10-45 60%,15_20,28675.8487,28579.1545,28772.5428
kenya,Catch-up 10-45 60%,20_25,32415.1926,32197.6308,32632.7544
kenya,Catch-up 10-45 60%,25_30,32641.8202,32345.6944,32937.9459
kenya,Catch-up 10-45 60%,30_35,26545.5575,26309.8655,26781.2495
kenya,Catch-up 10-45 60%,35_40,21975.2492,21884.5985,22065.9000
kenya,Catch-up 10-45 60%,40_45,16649.5179,16135.8303,17163.2056
kenya,Catch-up 10-45 60%,45_50,17095.2180,16926.0033,17264.4326
kenya,Catch-up 10-45 60%,50_55,12725.0967,12438.0360,13012.1574
kenya,Catch-up 10-45 60%,55_60,8305.8730,7674.3395,8937.4066
kenya,Catch-up 10-45 70%,10_15,19342.5987,19164.3189,19520.8785
kenya,Catch-up 10-45 70%,15_20,26009.2057,25827.9042,26190.5072
kenya,Catch-up 10-45 70%,20_25,28536.0959,28079.8204,28992.3714
kenya,Catch-up 10-45 70%,25_30,29117.7721,28782.3643,29453.1798
kenya,Catch-up 10-45 70%,30_35,24392.6021,24005.8256,24779.3786
kenya,Catch-up 10-45 70%,35_40,19829.8480,19128.8155,20530.8805
kenya,Catch-up 10-45 70%,40_45,15497.4980,15150.0034,15844.9926
kenya,Catch-up 10-45 70%,45_50,17393.6100,17269.7206,17517.4993
kenya,Catch-up 10-45 70%,50_55,12672.2171,12318.6792,13025.7549
kenya,Catch-up 10-45 70%,55_60,8388.9695,7733.2625,9044.6766
kenya,Catch-up 10-45 80%,10_15,18322.7779,17975.2834,18670.2724
kenya,Catch-up 10-45 80%,15_20,22915.7487,22253.9982,23577.4992
kenya,Catch-up 10-45 80%,20_25,25737.2538,25392.7810,26081.7267
kenya,Catch-up 10-45 80%,25_30,25722.1460,25293.0658,26151.2262
kenya,Catch-up 10-45 80%,30_35,22020.5741,21724.4483,22316.6998
kenya,Catch-up 10-45 80%,35_40,18047.0499,17485.0153,18609.0844
kenya,Catch-up 10-45 80%,40_45,13831.7904,13710.9227,13952.6581
kenya,Catch-up 10-45 80%,45_50,17234.9711,17225.9061,17244.0361
kenya,Catch-up 10-45 80%,50_55,12570.2350,12159.2850,12981.1851
kenya,Catch-up 10-45 80%,55_60,8218.9994,7596.5310,8841.4679
