year,name,age,sex,genotype,value
2020,precin_prevalence,19,female,total,0.4
2020,precin_prevalence,24,female,total,0.4
2020,precin_prevalence,34,female,total,0.4
2020,precin_prevalence,44,female,total,0.3
2020,precin_prevalence,54,female,total,0.25
2020,precin_prevalence,64,female,total,0.2
